,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
1,-1.666666666666666,0.3333333333333339,-1.0,0.6666666666666661,-2.666666666666668,6.0,-4.0,1.0,-10.0,9.333333333333332,1.666666666666666,19.66666666666667,-0.3333333333333339,-1.333333333333332,1.0
2,0.3333333333333339,0.0,-2.6666666666666714,0.3333333333333339,-2.0,5.0,-3.0,1.0,-6.666666666666668,-0.6666666666666679,-0.6666666666666679,16.66666666666667,0.6666666666666661,-3.333333333333332,-15.333333333333329
3,0.3333333333333339,-7.0,-30.66666666666667,-8.0,-15.0,5.0,-9.333333333333329,1.0,-10.333333333333332,-9.666666666666671,-10.666666666666668,116.0,-1.333333333333334,-0.3333333333333321,-71.66666666666667
4,-1.666666666666666,-0.6666666666666661,-1.666666666666668,-0.6666666666666661,-4.0,37.0,-1.333333333333334,0.0,-7.666666666666668,-0.3333333333333321,1.666666666666666,121.66666666666669,-1.333333333333334,-1.333333333333332,-0.3333333333333357
5,-0.6666666666666661,-0.6666666666666661,-4.0,-2.666666666666668,-6.0,41.0,-4.0,1.0,-9.666666666666668,-0.6666666666666679,-0.3333333333333321,20.66666666666667,-0.3333333333333339,-0.3333333333333321,-12.666666666666664
6,0.3333333333333339,-9.333333333333332,-24.0,-9.333333333333332,-16.0,5.0,-107.33333333333331,1.0,-9.666666666666668,-5.666666666666671,-10.333333333333332,-173.33333333333334,-1.333333333333334,-0.3333333333333321,-68.66666666666667
7,0.3333333333333339,-0.6666666666666661,1.0,0.3333333333333339,-4.666666666666668,7.0,-3.0,1.0,-8.0,2.666666666666668,-0.3333333333333321,19.0,-1.333333333333334,-0.3333333333333321,-0.3333333333333357
8,0.3333333333333339,-0.6666666666666661,2.333333333333332,-3.666666666666666,-12.0,8.0,-82.33333333333333,1.0,-9.666666666666668,10.333333333333332,-0.6666666666666679,13.0,-1.333333333333334,-0.3333333333333321,-12.0
9,1.333333333333334,-6.333333333333332,-20.66666666666667,-8.0,-18.0,2.0,8.0,1.0,-14.666666666666668,1.666666666666668,-9.333333333333332,-175.33333333333334,-1.333333333333334,-0.3333333333333321,-59.66666666666667
10,-1.666666666666666,-0.6666666666666661,3.333333333333332,-0.3333333333333321,-4.0,5.0,-5.0,0.0,-7.666666666666668,0.3333333333333321,-1.333333333333332,102.66666666666669,1.666666666666666,-1.333333333333332,-2.0
11,0.3333333333333339,-0.6666666666666661,2.0,-1.666666666666668,-5.0,3.0,-4.0,0.0,-7.0,2.0,-1.333333333333334,0.6666666666666572,-0.3333333333333339,-1.333333333333332,-60.66666666666667
12,-7.333333333333332,-7.333333333333332,-43.66666666666667,-10.333333333333332,-13.666666666666668,-46.66666666666666,-78.33333333333333,-5.666666666666668,-11.333333333333332,-21.33333333333333,-8.666666666666668,-167.33333333333334,-0.6666666666666679,-0.3333333333333321,-64.66666666666667
13,0.3333333333333339,-0.6666666666666661,0.0,0.0,-4.666666666666668,3.0,5.666666666666666,0.0,-7.666666666666668,-1.333333333333332,-1.333333333333334,14.0,-3.0,-3.333333333333332,1.0
