,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
MG,-0.146032077,-0.176997698,-0.063232697,-0.033613407,-0.112373792,-0.106988467,0.028317837,-0.053808377,0.078132098,0.10034656521331697,0.041107985,0.05120547,0.12929268979408406,0.14746816336804255,0.11717570741141958,0.1117903819080344,0.2450771881171333,0.37701766295037636,0.7856292355206789,2.101668155413489,4.182423296788793,7.679519046,12.339845103060505,19.373753376185874,27.43895148,36.68286270979409,47.89847624,60.55399116929248,76.88701025540988,94.60001900177292,109.50121466967445,131.63019032882366,143.77140667623385,171.1833866542162,195.94645965021485,222.63142068523854,250.88351144175093,276.2483945627543,292.8230801308366,304.58126520181764,322.587101,332.2315458333254,339.25199079269225,339.29440023103155,333.1436853404634,325.4265138940944,313.9584632346089,298.5241203418711,283.87401547556544,271.0111655,255.7821381527791,240.6278321862179,225.6849002,211.17077484832026,197.09555347950234,183.7217708,171.18742564834378,160.0404750219984,147.3297605026039,136.42649585528727,128.05164153181585,121.36104775953208,114.47052377793472,109.91588473343609,104.11723549765256,99.45421677739807,94.88678758482884,91.36141887716713,86.01850281210865,82.27166259311966,78.94285826633192,76.25760033720024,73.92844705698076,70.91670376920557,68.32030371087991,66.12511040255743,63.96694120707079,61.672119376935434,60.47051862398982,58.16290664578389,56.34333979132336,54.58301151740022,52.97818451738771,51.04485266166793,49.30943151819801,47.851354638153076,46.23037166163035,44.92241072999262,43.68917118971454,42.475453454386304,41.375500720317305,40.278240649000004,39.06519607935969,38.33077231383382,37.62327517582493,36.45062054746006,35.630031573879855,34.838388724880396,34.20157398410362,33.303570956412024
MG,-0.142476319,0.002822784,-0.19908057,-0.150053266,-0.04130179,-0.043976007,-0.046650223,0.03268487,0.004159893,0.004605595,0.091517635,0.012182542370590868,0.1387621289528075,0.15391602312109784,0.18288670314873035,0.22299995241773268,0.22433706072670617,0.3999439519710565,0.9481583586475695,2.064643796635109,4.181286249730052,7.278920498837212,12.037243267681516,17.99272367582106,25.75330030106618,34.36516921635374,45.016574005585774,56.42879342,69.76689450733674,83.16204555,91.84388979669279,101.96936531773112,110.09318970024566,120.86003150681852,126.83690564790153,131.0104663829576,116.33703980035243,116.62630089785898,121.9511118869357,120.50034937170638,122.13028440033732,119.31968273488842,115.77322579673798,109.97329565520826,102.44225595633581,95.04893841328696,88.04115377,80.67636120019945,74.85013459526006,69.54181460866062,64.97380692245929,60.04255147898857,56.690866651177664,52.61758903929417,49.49856105724355,46.74322653523197,44.00839434062456,41.33506912822966,38.99646669584616,37.21677553661094,35.15852014634087,33.474209379811974,31.609388991572505,30.48131528,29.169166327707508,28.205111236942216,27.534774271380066,26.750337396786016,25.616023848012237,25.014325108977037,24.416191992099076,23.91076505,23.683010936015435,23.02426224,22.33119443564969,21.836018658562217,21.608264543268128,21.16612739576967,21.068964191984744,20.56175444011655,20.052761877169726,19.554466180694646,19.60705910751402,19.22865745607633,18.770029306100597,18.495922102762346,18.16966767537437,18.092561096223935,17.88397220002507,17.77477502145942,17.34021482104511,16.994349471792276,17.00370922995504,16.818742580547926,16.68324893857259,16.353428889027377,16.16355950915404,16.039654139189757,15.75975279984598,15.631836104954779
MG,-0.508380231,-0.290954782,-0.217820768,-0.140733563,-0.287001592,-0.165441001,-0.261305858,0.057914233,-0.040915516,0.13796633027790275,0.2792928720382351,0.3405673167175514,0.4048066538813363,0.5342736257037383,0.15773228017449084,0.4255609012727004,0.5589810630744312,0.7744299169468425,1.1262638251054249,2.352741016186331,3.8401287459017053,6.131002338911848,9.422032996687387,12.737771091833649,16.721598293483254,22.072240930479325,26.014559637346203,30.528114296223375,35.133580622119496,40.29842333008798,44.44828451086858,49.40854963740784,51.860515722074815,52.90712276909716,55.65953129219173,59.16304591135521,60.915297369684325,65.79946358912181,69.59946745673349,72.45762381177465,73.87385412186242,73.86891263,70.01554070205592,66.18193471962007,61.74645556283423,59.46052345729827,57.77053474114325,55.566631327677946,54.02785212823155,52.33193362710757,50.63700342347841,49.497496411942315,48.247300080985546,46.45749331785292,44.84854499627377,44.12511123006002,42.52209269344987,41.708723855206834,40.10965851,39.30419605029152,38.524429326872614,37.67745837380545,37.05087776208483,36.494466272496965,35.79178675367461,33.60962589,33.10658246022832,32.39896145,31.755579784799114,31.257477847406037,30.190116552992357,29.837294347338943,29.44197534940797,28.462572532033906,28.102832243916694,27.283533620704723,27.026576272049557,26.7004381,26.094611734427218,25.840619278256575,25.284207788668677,25.12509189200145,24.63390804,24.191150759389476,24.058718895082578,23.520096760401604,23.414348928455063,23.081292672698208,22.584179032799966,22.135491970148276,21.789587846958657,21.497051788489728,21.41502309641902,20.879365854222517,20.665893595339796,20.22214802016224,20.224124615151904,19.601497193410587,19.495749361464046,18.980846366658906
MG,-0.854304671,-0.548335995,-0.378799253,-0.320615046,-0.412907237,-0.241364143,-0.10192268,-0.060792465,0.1518808445770752,0.091690285,0.2662429072044342,0.5401099519174027,0.6263830868819327,0.7076403419066412,0.5350940719775813,0.5631829996404675,0.762815021,0.9012533075828085,1.2433363194770068,2.3187409785695956,3.521548988,5.680383714221884,7.921478871,11.348328046193044,15.233628647560213,19.280440582988863,23.128623672801496,26.899562211541276,30.86511689194519,34.83568745228887,39.70711005,45.050025361692505,49.638552330619305,54.35147312205302,60.40363385741268,62.09097586916058,63.940832390957866,65.42854238,67.34159899014062,69.21452856,67.82111711238524,67.42586577312922,66.62934403868934,65.04733550567724,63.987981662392016,62.509300256139696,62.22841097951106,62.00670908617198,62.08696316520872,56.83232734027688,55.348630054084765,54.93431837105748,54.29830479,53.30817009457512,53.23794777541796,52.94602356292178,52.461489560737334,48.342448954175595,46.70626891781365,45.88466778367483,44.674837542195654,44.37990380173558,43.61949640286227,42.81595243650675,42.03447834188627,41.04735316973414,40.14650113254648,39.730183097543296,38.78218178892155,38.23946357943549,37.37974175775417,36.776832988990506,35.996362070358025,35.25802454321981,34.50263302428632,34.24180726741683,33.23261222,32.47120164866833,31.99168353,31.073777497440734,30.864113715957224,29.782690000936878,29.574029395441304,28.807602940640233,28.673177358253646,28.181621124153512,27.844553992199106,27.19850865595318,26.788209676877752,26.386939281693948,26.077961077402428,25.526214284024718,24.99152148244226,24.400650825534143,23.835862744312955,23.55597664367223,23.18480152812721,22.687226238099317,22.653118254508673,22.430413185181685
MG,-0.470852279,-0.254034632,-0.196284137,-0.103072813,-0.27227163,-0.044309151,-0.065585649,0.11171850078770738,-0.108138646,0.1390739982598943,0.26369348674435256,0.076257671,0.3579179780375048,0.27585148562091527,0.29003581764351893,0.35285214517228713,0.4126289729819074,0.8827382628745329,1.1795960687765645,2.271789635,3.928316981446164,6.228205102257057,9.259599488806055,12.671944506819802,15.249440268644905,14.48247317285022,17.622276382715004,23.223061198504737,27.317267320177375,33.24023911,39.297962046428076,46.616064203528154,55.82473518592923,62.89461153263341,69.81251289338098,78.86211672381404,86.44161585675957,95.15282205,105.66543841370506,113.82953465929728,125.07163095379858,131.11618272858175,127.38367707348597,129.36239139064182,128.0462880122571,124.5275605040737,124.27629519395866,118.13549259473623,112.33612713062976,106.88833046736974,98.85088004,92.92385559109802,86.3737337,81.05764868760137,77.34945903025867,74.24410348387742,71.71523971755842,67.88445690487734,61.466046664640736,57.49747319802563,54.14186550810239,51.883517216786316,49.670761421257225,46.74068369201261,44.026410442826574,40.456011439417885,39.169289891651445,37.92714767309894,37.07000875,35.91702519217874,35.22503242278938,33.865362881763716,33.06901395535077,32.309139025567426,31.114615635948013,30.184528721893194,29.29192897104103,28.47227721344807,28.00622058984761,27.23520082776079,26.833986864835197,26.257495084772913,26.212915755558917,25.572594481394844,25.375026999651155,24.874522712567195,24.22305660609964,23.988001961153326,23.63845949345299,22.890742562546155,22.39530410832744,22.245355455516837,21.654679343431923,21.290952543708983,20.85022508443464,20.60909144005006,20.17140348049487,20.09440282094347,19.684070358860463,19.367962388070584
MG,-0.450463824,-0.584087997,-0.369608433,-0.398546152,-0.267475308,-0.138106682,-0.232579823,0.056797365897980644,0.087437304,0.056797366,0.41085886759975865,0.4040499925670001,0.466180977,0.46447875848246656,0.49426758675061605,0.5700163214897168,0.6466161656078881,0.8789690260996627,1.317290356331393,2.2637239858803384,3.7174188053673327,5.980518644369683,8.914292674095538,12.48554762876037,17.03387615062139,21.88945515833419,27.890627390303163,34.45693624998836,40.105749199013765,46.895899825399816,52.059580428343466,58.387578661883296,66.37183575,70.48694959503756,74.19948870663143,79.38189371591507,82.72420024760451,85.77287404350758,88.49727516597713,89.69904160925329,90.76803498939125,89.77649256275058,86.00778023213662,84.19321503591513,83.70552936169615,81.82372652452644,80.37513836131401,77.50945308191541,75.07613136709492,70.51588731392661,68.35321838,66.27991593419189,63.42784840485876,61.33241711353731,60.02851754477026,58.28459443,57.00452592086081,54.90398797326482,46.62269371471173,45.81499091395457,44.906006097085644,44.24214078139483,43.523804465442254,42.82759699,42.26075814687153,41.94074102033343,41.08878053186355,40.56109272,40.30661101247915,39.69977002518745,39.167826663255724,38.54992125403583,38.080959986156806,37.65029864033693,36.95409116824068,36.31235469640625,36.00084866,35.14888817518914,34.574389344302915,34.30458767113112,33.44837163576581,33.115587868541326,32.682373194584116,31.966590206768807,31.77168615895701,31.26782940653527,30.81163477934262,30.61247518,30.243944823489105,29.637103836197372,29.194526959070195,28.977494067402052,28.44810403360759,28.117873594520393,27.62593237340593,27.381663981606852,26.727160869086074,26.651412134346998,26.270966241893426,25.738171770582603
ALE1,-0.195121285,-0.111665795,-0.081692345,-0.075815198,0.033499738638166056,0.045841748,0.017631441388513632,0.062297759572738386,0.042903174045383574,0.2621207619758685,0.21216501137508179,0.14634096352464265,0.29150649762337727,0.16926183732971656,0.30502393602125044,0.6188635927367467,0.864528343,1.5550931304666904,2.437840629318162,3.809566769344343,5.633245523629351,7.912990895163873,10.230937723040153,12.558287986323649,15.288222827978137,18.286155578738025,21.272921749951834,23.91411166995081,25.364591581512368,28.618180232405635,32.12272306572873,35.77595772142828,38.92140686513868,41.81648954113224,43.91874506935576,45.526144809275024,46.093877221985096,46.26372677402777,45.47148734097063,44.63105530145159,43.42624013990333,41.63018397712698,40.35425533531172,38.948441741934424,37.592583899157894,36.30960268078723,35.00605145,33.38924827213679,31.911145769066604,30.715734042925558,29.045448828720545,28.072193264074734,26.624651926077977,25.72603612997682,24.82213090145915,23.902357375691814,22.988460997053974,22.25969475,21.55796338573276,19.833608417936354,19.74838978455856,19.486269022582693,19.077807297082185,18.57707436164845,18.27733985804376,17.874167564959798,17.376373203090825,17.129533023651675,16.70108899791086,15.88005154391917,15.356985449393342,15.198890191609705,14.79042846610918,14.180968308779653,13.391079734574333,13.343474842825342,13.22064246781873,12.812768457031174,12.686997508459777,12.528314535963187,12.283237500662878,12.143949113693626,11.772513415108985,11.636751316417467,11.44045460229204,11.227701876204007,11.126027230863574,10.993203705736805,10.797494706324331,10.647039739809019,10.363761248166936,10.15688566920842,10.146306804375312,10.019948141090978,9.708459343227279,9.584451538794742,9.397558260076515,9.165998663,9.082543173935129,8.879193883
ALE1,-0.12727191,0.001219859,-0.097995304,-0.00040662,-0.032122942,0.032122942,0.026430268838219927,-0.007725771,0.11182036816171748,0.093929109,0.054080396,0.300491826,0.2305532681734064,0.3557920805145115,0.3679906661321639,0.514373694,0.736387952,1.4731825230903677,2.5360859499074473,3.8104315274302865,5.714224122823348,7.550517877798822,9.987795284203361,11.802131585067071,14.077574422277618,16.618946425952675,18.87243180905146,20.93724573,23.37289666291958,23.833189960225212,26.50061401528258,28.933825226481243,30.827858953380215,32.566564023414564,33.57416719543166,34.18978914960192,34.39472538797828,33.96370869615499,32.94715989468494,32.21524475762651,30.866894427356666,29.58278998133971,28.218174870246344,27.21545113,26.162306574153355,24.705795451407095,23.594910921160654,22.06032885046147,20.82745846403862,20.348460668785943,18.41783118503406,18.142143150075388,17.664771832905046,17.392336754111096,16.858851943099616,16.564459410193876,15.96510223684715,15.704865743670828,15.088430550459414,14.197933800371667,14.249981099006904,13.952335609936513,13.380628563989763,13.370869695495651,12.915455832437052,12.770699283107744,12.62756921186075,12.263238121413885,12.171342109760994,11.849299449455275,11.449185841196702,11.210906802132097,10.953110026079313,10.790462217844118,10.447275342467815,10.45703421096195,10.180532936962075,9.884513925974021,8.521525292962988,8.789894176551087,8.739473355998165,8.433695476515974,8.274300624445498,8.320655249792521,8.252343170333733,8.005931740857399,7.840030976457483,7.652172757945802,7.7375628572693005,7.450489475734179,7.417959914087144,7.452929192857695,7.136579205840237,6.588456092087566,6.577883984552273,6.623425370858141,6.677099147575761,6.5917090482522855,6.574631028387577,6.400597873575932
ALE1,-0.195769053,0.062451706163525106,0.037790173,-0.010082215,-0.030391713,0.029811441618137403,0.058099671,0.066803741,0.005875248,-0.024588999,0.034163477,0.1306335921028147,0.071155777,0.23363176022384152,0.27860279137526506,0.47299370022340625,0.7087289441623748,1.384745089858139,2.4466416964017337,3.8436450189447275,6.339537247849381,9.180690942,13.107677436140444,17.338581060435985,22.775723794486975,28.999134234475928,34.23245664992123,42.31636216899784,49.861340653469306,58.291232976727144,67.13601932931752,69.04148544,77.16020724081494,82.71630560565362,83.58598732098537,84.58187805922604,84.8248667,81.86548270983691,77.92108807432875,70.88674839518968,60.29969725508721,57.75520729897051,56.94065136375982,55.11714858449033,53.08039607685754,47.208049815534615,45.153889166811005,43.69958404651051,40.15485131688046,37.711908850460524,35.76147170907002,34.142514587618365,32.29942764962161,30.91838178974525,29.42780970883881,28.226647973568227,27.32940336817586,26.468425723389515,25.39564902866413,24.76823061018039,24.261943840120693,23.542407341697732,22.88089798024435,22.07141942,21.71165117030703,21.044339095156683,20.669338722490686,19.97156240043132,19.42610731291713,18.446174037343106,18.03708272170747,17.598977837587046,17.300863421405733,16.75758435152791,15.999604874862595,15.544817188863393,15.161838084864076,15.021122277712799,14.5627079,14.255164069714166,14.060773160866026,13.833016648260353,13.738722550684765,13.59655606510926,13.284660203897687,13.12871227,12.843653962928787,12.288044126444907,12.190848672020847,11.85429127759718,11.686012580385379,11.534416685052312,11.385722146567717,11.341476454628397,11.142008171295412,10.831562988508084,10.495730933296562,9.789975879903883,9.731948742934302,9.607915737661777
ALE1,-0.071500425,-0.064859519,-0.057480734,-0.016159539,-0.076665574,-0.045674678,0.042132861334890255,-0.024276202,0.084191935,0.23029187430156967,0.3741781783349313,0.34244940359936826,0.056152552,0.1159207095571146,0.2590691351082294,0.5497932571038349,0.885527967,1.5164140688150305,2.4026061259639695,3.842944923261869,5.019861102406414,6.978190594224377,8.930617058184534,10.723661769984693,13.148330462567126,15.781818765618475,18.33635407107202,21.01706659698557,23.794441204070257,26.831549036897172,29.436997957624047,30.648594425433078,31.874948462886522,33.93067791435781,35.942872535377965,36.73682978224916,37.331559838920306,36.914658496464696,35.87646347197798,34.14540055268447,32.218061957119865,29.60744788701741,28.129477287126186,26.892792950921642,25.166895181003696,24.150098632501397,23.104524823192417,22.143069160856783,21.164642293430038,20.441521380852183,19.670438366929904,19.62764141496102,18.865412942825387,17.928307270403074,17.385966585969726,16.942501618154115,16.81632439769411,16.49091998703408,16.093941363598503,15.820188446694027,15.45715223344067,15.068290273309515,14.656554080229464,14.38796631270057,13.847101385231632,13.54604696448495,13.54235757207382,13.186700143642678,12.981569925584889,12.876053302627103,12.79341091261821,12.35142170176707,12.294605058635932,11.862208268053685,12.099067260847038,11.829741614835896,11.67331137660478,11.437190262293653,11.192952484678084,11.164175223871403,10.955355613402485,11.01069649956917,10.764982964989128,10.877140494286948,10.773099628293592,10.775313263740248,10.476472478440243,10.331848295924654,10.29200285788465,10.241827121093547,10.303808913600221,10.194602898231304,10.052930229644641,9.889121206591287,9.821974264709054,9.602086477,9.444180481811243,9.582901636469025,9.405810801,9.067124577395658
