,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150
MG,-0.945855472,-0.914283727,-0.879496156,-0.884960291,-0.868956603,-0.815596911,-0.692812045,-0.553750759,-0.399638701,-0.22144029,-0.038252491,0.14983567606042583,0.3014577939094975,0.43894878968654094,0.6168458350521692,0.828594731,0.9847552060846517,1.1585611134528218,1.2729056123687528,1.4631386884232467,1.593676155285555,1.7444718670278394,1.8629453641921692,2.033081577935202,2.1389290062983344,2.275357250969578,2.3991047590630923,2.4932763286187614,2.621607851,2.717849453666797,2.771135764221937,2.8639022809521975,2.7297075961538506,2.8824000241634016,3.019321600033552,3.1161021913900737,3.132561047460338,3.248239015603645,3.217811762899181,3.291945686348236,3.259147078052059,3.1945045765633924,3.1078507792847447,3.0160527528982173,2.9287658143978756,2.8941978674864837,2.839716381583977,2.8781697475778163,2.7374285099031694,2.6794332764892443,2.6035565036051214,2.549333433408556,2.505548226468361,2.293474551,2.2960487877946796,2.204161612213144,2.187910965863875,2.083450223339425,2.0404330510092885,1.8824180955018408,1.836877758370127,1.7896039718885337,1.6548190093905855,1.5012366488920883,1.4632865989802715,1.3862941182892337,1.4027883438044562,1.4016312019814925,1.2567920253260954,1.2656312893025918,1.1378949395303808,1.0700272558182187,1.039649840892596,1.076442684,1.0020965222259128,0.9477433236611211,0.883296513,0.8427735470304805,0.8147496621894036,0.7501398227478874,0.7058869507400031,0.6608980347345553,0.5902213499898799,0.53100952,0.5006438663075895,0.43999505815448864,0.3637528515438899,0.30278768937176814,0.27109829112777045,0.25099681541044505,0.2272113076891939,0.1868456957942646,0.14370682051788158,0.12704646907318548,0.045273504,0.027593242896923508,-0.006812477,-0.073597461,-0.095830677,-0.184783835,-0.263644615,-0.280368016,-0.323471695,-0.333564658,-0.396642543,-0.43919805,-0.494792645,-0.499511054,-0.540855964,-0.563967763,-0.6019025,-0.646203001,-0.635269792,-0.74911587,-0.764196444,-0.751306891,-0.832211107,-0.85927014,-0.871231705,-0.9177221,-0.920431881,-0.953917453,-0.960017632,-0.966108433,-1.091003791,-1.095552544,-1.115874467,-1.102125088,-1.143878555,-1.205559358,-1.176194943,-1.189727752,-1.22238759,-1.233749954,-1.298613444,-1.355834816,-1.35227056,-1.428124222,-1.422144512,-1.433266134,-1.4674448,-1.466010876,-1.472431481,-1.480265412,-1.486075877,-1.4779847,-1.482948811,-1.565172634,-2.003964907,-2.1996094
MG,-0.863732698,-0.845427808,-0.832904317,-0.860857095,-0.868260225,-0.808724721,-0.693781865,-0.568526662,-0.411866791,-0.239296302,-0.059720388,0.1526037109152341,0.2738322777477493,0.4125101967236408,0.6070950357181422,0.7879047429635395,0.9544489762281052,1.1140717578271588,1.3026325717222267,1.4479996043133723,1.6116969329761184,1.746155210025013,1.8665333290582096,2.090295252745544,2.2153356624176848,2.4061402376605883,2.5232215692130744,2.5909157412145443,2.7000289844274667,2.8369804932877813,2.8636861353067484,3.0586238673610833,3.058810201307793,3.1582995333412165,3.2097130826848916,3.322887076062282,3.3753304978727816,3.4426069508813124,3.444604187414382,3.525061552501209,3.5220562759572367,3.4397099052720987,3.4450060952041235,3.3327739297168555,3.2323206341088344,3.1685710107579284,3.130849226970066,3.186245791672354,3.073941501107492,2.974123079455761,2.913551551,2.8580991058726433,2.8097543811142787,2.6836745905942134,2.6406163957724944,2.5282612927655803,2.5023461459288807,2.3849219495180405,2.340002927694395,2.231273529,2.1856765309600075,2.1460512082624024,2.0334760912800522,1.942185886085498,1.8716609455731414,1.784112818991508,1.7569156218265929,1.7149373321831858,1.5657514175181129,1.5385615844752334,1.4149016661155902,1.3187774129651748,1.2715964577396082,1.2924536873105354,1.2160618590674974,1.139815558871413,1.0632636909291742,1.0165482781714184,0.9619489229979605,0.8584310480043904,0.8067497695063188,0.7679271361107075,0.6769114393946603,0.6054212790751254,0.6196238114717271,0.5176778733044262,0.44295025000493965,0.3868545918703663,0.2677648476466642,0.24761173643835277,0.1918143035870809,0.12528266654500728,0.07296515,0.040788853,-0.050788791,-0.069884003,-0.102640333,-0.178347514,-0.216250022,-0.319976822,-0.348050631,-0.392335775,-0.443291688,-0.449445798,-0.510449253,-0.551821822,-0.640687,-0.663712617,-0.694708077,-0.733900519,-0.748772385,-0.825851893,-0.846035652,-0.881188202,-0.929136498,-0.942866601,-1.041349929,-1.082210366,-1.15731226,-1.233877037,-1.222461392,-1.237323186,-1.24672665,-1.266602914,-1.355930256,-1.367015577,-1.40770978,-1.402994706,-1.442100901,-1.498110464,-1.486654381,-1.496352302,-1.55346449,-1.543649199,-1.583155331,-1.629149623,-1.654216726,-1.707360649,-1.703057186,-1.77011408,-1.799320838,-1.810367281,-1.845235402,-1.86725194,-1.862896971,-1.851630904,-1.841236402,-1.9381403,-2.438715304,-2.619120222
MG,-0.965873946,-0.914948595,-0.928459441,-0.923517639,-0.917506111,-0.856841383,-0.748417248,-0.61197447,-0.440252458,-0.283615503,-0.04334051,0.15356658286703398,0.3005584873263842,0.44763878290935505,0.6451098379218426,0.844585429,1.0413797424683882,1.2385931615055037,1.377725988290618,1.585589292321216,1.708188235628022,1.9013903740734142,2.0327881653222444,2.2472309225273004,2.384929998070244,2.5518190238604004,2.730640114927351,2.8426635292140614,3.0429619305866056,3.1066918873998377,3.185386324989457,3.2925147856992276,3.3741801916878025,3.443501401,3.6090200291324064,3.692410913891713,3.7971046009235265,3.895120978594526,3.8059119176058935,3.938757473587946,3.889751732240063,3.8404103168824038,3.809655750612593,3.6101998048010415,3.5064636702258154,3.4192807174604694,3.3686793441407055,3.438858387509164,3.2942328786887427,3.231192615222607,3.1335686369602467,3.0765281403091906,3.0300220202315513,2.828143408225038,2.7873816065645367,2.612851827659347,2.617426225335869,2.5069092288484836,2.453746202359908,2.3051621747162354,2.2376024196011173,2.200485576779382,2.031832757124719,1.827691454,1.7882006561295576,1.6473702476007204,1.6824076789511309,1.653502698567553,1.4496451953555163,1.4325362389236957,1.2582537862230236,1.2082644580812363,1.1581745880144643,1.1537092876399986,1.0796213033169422,0.9520122445600528,0.8588514224130972,0.8147588500146038,0.7762775653345743,0.6750138047780563,0.5566877416687359,0.4778560931582281,0.39912773728887574,0.33424414744023817,0.32664108130268893,0.21183807915324604,0.1007230293197545,0.089420467,0.021784622698898345,-0.009818919,-0.085581439,-0.183741894,-0.219526524,-0.270512347,-0.37819472,-0.40908379,-0.466499878,-0.539217746,-0.572387463,-0.667917561,-0.694340421,-0.772282202,-0.8274672,-0.85220974,-0.912559955,-0.961902063,-1.035040596,-1.054012307,-1.111873123,-1.161652747,-1.204822422,-1.246016822,-1.269180365,-1.297337519,-1.358653343,-1.352144412,-1.445649421,-1.511305464,-1.522281796,-1.600437916,-1.599442936,-1.632375247,-1.641427139,-1.646822246,-1.712834605,-1.704781179,-1.785761462,-1.787896927,-1.882441273,-1.956822848,-1.914217221,-1.935872917,-1.96160147,-1.973626604,-2.056598731,-2.067447274,-2.083874962,-2.134907721,-2.145470082,-2.179279784,-2.195062527,-2.202043628,-2.228908768,-2.239800456,-2.252439456,-2.247150803,-2.237998326,-2.298577521,-2.850922996,-3.073885263
MG,-0.826861735,-0.757243469,-0.771059277,-0.774832437,-0.759289482,-0.71880938,-0.623018093,-0.491276571,-0.308588255,-0.199774601,-0.0332039,0.2139466048976326,0.2729557912792738,0.46044397748133925,0.6029116252715643,0.7243510875637008,0.9188983911949972,0.9833586956408047,0.9990740352955568,1.0880169915684796,1.294567272639944,1.4783928910879023,1.4682988673530915,1.7073301681283122,1.778520305452401,1.9611442941166208,2.1291959198437214,2.2062711169525784,2.347999104,2.376628709199542,2.467508776115021,2.5484228683823957,2.3687532571833674,2.5333717508761673,2.7545102927246754,2.856641568516294,2.9334938493192633,3.0465066983791442,3.0624013327463078,3.1815931133785837,2.9917442928801243,3.085674210937077,2.892516322201453,2.8658659977344887,2.8610210118914847,2.820219206,2.655721721880587,2.7834168109102086,2.6599876711396853,2.5233883189270006,2.4574756363421066,2.4219657532446806,2.402429473893669,2.252010826858844,2.2703853509810275,2.0305345966965893,2.1319754427289066,2.001328228789071,1.975960864335983,1.7605996711578633,1.774139865754816,1.7984484643916763,1.679678475,1.4529989724771175,1.4715461202835147,1.4304146613559563,1.5515350405720807,1.5883296380771648,1.3523633498711434,1.3083668576060452,1.1505594187257544,1.1537565523079643,1.1301497978195614,1.2044579044139654,1.1756374381603494,0.9850079557484587,0.8452658561607256,0.6861117359517565,0.7610155783597428,0.6524628964480845,0.5982244482319705,0.598150439,0.5874747144073443,0.5141329538976075,0.5418556678065678,0.46145333870237326,0.290451516,0.34813552835344447,0.2713243350196027,0.29949407279536994,0.24363356840477252,0.1821270349670455,0.1645877538980933,0.1466663182138042,0.053708897449336344,-0.017910352,-0.009137711,-0.05585503,-0.079849224,-0.124765798,-0.142258664,-0.280738899,-0.287179301,-0.274599084,-0.329833227,-0.390713442,-0.462653961,-0.436125275,-0.482617273,-0.546869909,-0.583070179,-0.585809307,-0.666570161,-0.655593331,-0.69331676,-0.627016877,-0.770926961,-0.8155833,-0.794822866,-0.827827388,-0.865807847,-0.8760247,-0.860375941,-0.869289193,-0.90868796,-0.911192953,-0.958370529,-1.003590441,-1.026543564,-1.137156792,-1.11556092,-1.072693044,-1.040724827,-1.093300457,-1.192658361,-1.186972284,-1.185766279,-1.265003799,-1.251471618,-1.260503043,-1.267301557,-1.279377937,-1.269552422,-1.293200676,-1.310643162,-1.30921972,-1.322100003,-1.372481536,-1.814902675,-1.993726993
MG,-0.87386035,-0.832973597,-0.846094751,-0.833986012,-0.827751481,-0.790559243,-0.699945367,-0.579177253,-0.393338305,-0.272002352,-0.007589673,0.15396512915165675,0.2923751456996908,0.41272957,0.5593365470559325,0.7508557670241268,0.9799946910532462,1.127931217437255,1.2318075735597325,1.4482827418101722,1.6007122706630137,1.6900433811448148,1.8130855796206786,2.0618960879136417,2.1804522581774246,2.3142245672586053,2.503509815829437,2.626876403881015,2.844418460141104,2.8503310487467783,2.891138031461893,2.985734489199894,3.076550986414849,3.108655656164167,3.294060878788985,3.429773937255376,3.4854418048771683,3.5769131241554573,3.594872138521316,3.742049142353975,3.6527538561599653,3.662328882564653,3.311064853,3.246239266605414,3.274553969289389,3.312047682,3.247593615284682,3.3689332070864912,3.196360421953357,3.18936182,3.0524711304039567,2.9557927703886513,2.977811625,2.7929051486030168,2.7844136228009253,2.622252623268483,2.6056923372467558,2.543678394141521,2.4810445868934443,2.3212163246303845,2.2869541837161553,2.2983615336386527,2.143828594940321,2.0245159127515513,2.0149428573324686,1.8431659821772177,1.922022712021014,1.9252019118001455,1.6345986897390974,1.6534666750152858,1.4617038758811383,1.4909592585185658,1.4170248811175201,1.397545262187825,1.3676149794249215,1.2112343825075946,1.0460321738474785,1.1022727319127135,1.1117180198144605,1.041474540378182,0.8944692938624359,0.7989311381894088,0.7295091265663175,0.6902573597886121,0.7025892319144464,0.558218327,0.44563582402028085,0.46272411759203586,0.3824968380004895,0.40838525740603415,0.3346647644317887,0.24413492649670046,0.24218401895491604,0.2071644780892177,0.10624462203181119,0.081928681,0.049170272,0.016725834733988774,-0.081335312,-0.139670357,-0.156247472,-0.22818862,-0.234500799,-0.246790175,-0.334063794,-0.369386693,-0.440076698,-0.42593897,-0.474773279,-0.526333807,-0.601578652,-0.598379699,-0.604847824,-0.622693648,-0.686823953,-0.624279771,-0.738611556,-0.818898117,-0.786178695,-0.821448074,-0.837113164,-0.859445124,-0.866868939,-0.860030247,-0.920648603,-0.898386927,-0.968276148,-0.971285952,-1.030123143,-1.145523917,-1.11073327,-1.05549211,-1.061904138,-1.061485639,-1.215708505,-1.20586681,-1.213640529,-1.243112006,-1.304564088,-1.300649386,-1.319860864,-1.31103544,-1.336166633,-1.364611962,-1.40114797,-1.408184259,-1.413604426,-1.483701013,-2.10453265,-2.347860959
MG,-0.961322944,-0.887750059,-0.89492984,-0.872899809,-0.863674925,-0.82355731,-0.703613783,-0.584251436,-0.377058267,-0.260119821,-0.02299598,0.17567763651959342,0.2934986074939294,0.4446333287600876,0.6307239562138747,0.7579382763704178,1.0042165446643507,1.1264495127651173,1.2793702285578041,1.5396660814893086,1.6869852561956382,1.8592980661616971,2.002767646073372,2.212328596825242,2.3222446592952557,2.511272488,2.709444759527193,2.8122342578737927,3.055993974772011,3.0823627082078047,3.1456985328777978,3.2199185515771354,3.211220289,3.2071144442961104,3.3766036332814955,3.4728825979722258,3.606612238,3.7064798697782417,3.6897410471154903,3.804627328821495,3.787177976678119,3.8271763571344293,3.7440386248997233,3.6101221523000846,3.5462938411392964,3.5302606096635696,3.4521063304253383,3.539770052063764,3.3529074047103475,3.378814473,3.263438455191366,3.200696395349351,3.2079785157211975,3.005099942578839,2.985096994482527,2.8446315648373357,2.873392165110631,2.798156937210996,2.715947734128382,2.593256652659388,2.5329948291193136,2.5301215003148925,2.407080666367524,2.2776145059880886,2.2723859360237055,2.1360117743310654,2.2130501724889218,2.2235361407895398,2.0109025101178815,1.968935223339163,1.5572296641609809,1.484135013263938,1.5213697686749883,1.5216466163452014,1.4576951294137612,1.3728024835793595,1.2160300287329526,1.230327147,1.2154016958497678,1.1682857181715829,0.9774708764761938,0.9700294528173479,0.9525894790999783,0.9426273381271715,0.9290402730593735,0.7968134116243129,0.6591121485039402,0.7015834444585188,0.6290413626244142,0.6635130561289505,0.6006417342860092,0.5154445603462086,0.47028445016259174,0.44052913027560614,0.32145368111232786,0.21795176893623147,0.23049033464028792,0.19579178285865662,0.13875797889498073,0.047718955,0.050848577,-0.018227321,-0.052930356,-0.082682059,-0.145193687,-0.179706013,-0.244466773,-0.22123808,-0.243725639,-0.285000136,-0.334959877,-0.3679302,-0.408823602,-0.449450207,-0.474186098,-0.426303451,-0.552304857,-0.625235266,-0.596926346,-0.6599952,-0.663781701,-0.713554806,-0.713850151,-0.704919701,-0.759278033,-0.724698867,-0.805281487,-0.803020832,-0.837743901,-0.943192714,-0.889377681,-0.882195821,-0.877272819,-0.890942319,-1.019265481,-1.010832673,-1.00628301,-1.07759223,-1.070995493,-1.101267298,-1.113264015,-1.120751941,-1.133469997,-1.184904209,-1.20822517,-1.208627511,-1.212536214,-1.253662172,-1.769795053,-2.015708083
MG,-0.865296276,-0.837964862,-0.834533751,-0.862358036,-0.845521517,-0.723227594,-0.614213161,-0.51162913,-0.362020028,-0.164171886,0.001011575,0.16569055734594473,0.27805798422014855,0.43341818161060724,0.5960274659498486,0.708415336,0.8594954662366862,1.0333617880890116,1.183169583881855,1.3622883018927052,1.6594604205187626,1.7746264335509856,1.888270149655395,1.963288506576005,2.029582007866643,2.2780862049091084,2.196498091940723,2.3367625558447687,2.485232294541238,2.614550641546443,2.647877585083259,2.757695602,2.827006154502191,3.0645672871947993,3.1202767455216818,3.2294719496172397,3.0075982361556366,3.244231139578245,3.1418026734413687,3.234331977604555,3.158319969739147,3.060557903,2.949562874255722,2.882641495089728,2.7413300300097885,2.681102221053378,2.6695237418072204,2.648696361046895,2.5960902359432096,2.5513971484675126,2.392378657048577,2.370918220179804,2.1631433970335876,2.1355575118717014,2.0393392716383367,2.028773705846077,1.861845690005532,1.7775181918291063,1.6657129889767317,1.6321770605364017,1.5787833315442874,1.5826157142913095,1.473911368397397,1.4697512306909957,1.4969123027860427,1.3804097358065668,1.1549078597499962,1.2028112334401317,1.0604128296684356,1.054940834986084,0.893466289,0.8287427696329862,0.7526758390112508,0.7152741125876939,0.6028048878299725,0.5702374508557148,0.4692436133648675,0.3544291281735005,0.33340388858819675,0.23010535348960115,0.17742046152197033,0.044116735239657694,0.11113533161566523,-0.067161117,-0.088204834,-0.25018386,-0.188943599,-0.261126577,-0.334967159,-0.415399142,-0.458007222,-0.509074587,-1.023527442,-1.081423868,-1.216770236,-1.136189325,-1.216635298,-1.246238039,-1.243550409,-1.38170658,-1.414035362,-1.464221373,-1.502613026,-1.509123721,-1.555260061,-1.660845047,-1.616697234,-1.846087342,-1.885797304,-1.87457093,-1.975892732,-2.028269361,-1.998538598,-2.081340955,-1.858635492,-1.734732065,-1.826536805,-1.775336979,-1.783104699,-1.801597711,-1.81661757,-1.821700087,-1.832731444,-1.856325474,-1.90523716,-1.904476012,-1.960603415,-1.918767376,-1.941261609,-1.955856355,-1.969034579,-2.009107863,-2.042523423,-2.052231015,-2.055630722,-2.06588842,-2.068221654,-2.106632965,-2.082896089,-2.074534533,-2.093844796,-2.147752673,-2.141557802,-2.161362786,-2.114892283,-2.102875254,-2.179704535,-2.370880637,-2.600592903,-2.19544475
MG,-1.005120678,-1.021304183,-1.000172727,-0.972364399,-0.947613823,-0.835507089,-0.710934831,-0.565562389,-0.413570633,-0.23243455,-0.047075219,0.10300739823931387,0.24581798862523774,0.4646545546007062,0.6919567870470203,0.844855497,1.060127957472181,1.2770024744632757,1.4175042509254003,1.6467336130457495,1.8572623663333998,2.0594511857927973,2.2324331240787036,2.274307274144814,2.4922813794056515,2.908148142061744,2.868165901729505,3.0786565675309787,3.1647943660067166,3.3747164714346836,3.4240885374424552,3.4481663731867935,3.5359925781308483,3.8309299765220644,3.768075842296851,3.912108030410363,4.027202609171303,4.134227797820317,4.036074750289716,4.117349399,4.145593963959553,4.03243188,3.9409887050993238,3.8766364621594405,3.7529300645823938,3.7406296797020464,3.6917603370613166,3.5661607800553474,3.5194516245784504,3.4672427914999844,3.2603494168480918,3.151159647214738,2.957974528184845,3.043018265354529,2.801257634648917,2.7924732774391443,2.6337484782329943,2.506424995113732,2.340439637849729,2.213804110469872,2.128481089118605,2.2402005430949963,2.050602539126392,2.0135657088582084,1.9465449146469327,1.886884694798442,1.7872309031858824,1.7507682980821064,1.548718277099963,1.5492479637246757,1.3503591578445406,1.3351032117872474,1.2683295352913921,1.1368328939567944,1.0424512244442938,0.9556773626368529,0.8182042697750472,0.7956651952977178,0.7478298804997023,0.5347953545027164,0.4946991745421248,0.3808583155742269,0.25215376124335737,0.15945097147130335,0.075179159,-0.103671582,-0.056868213,-0.106167619,-0.178891153,-0.17110447,-0.234100247,-0.373735933,-0.47072996,-0.488672774,-0.623441748,-0.663133117,-0.758459804,-0.7920982,-0.830401122,-0.970892031,-1.06657582,-1.187710099,-1.192417892,-1.208589441,-1.307511753,-1.430627437,-1.370015839,-1.527836253,-1.685574039,-1.629918092,-1.713256681,-1.719278226,-1.758808874,-1.871834982,-1.672554779,-1.519550755,-1.645305575,-1.581367925,-1.549873944,-1.592826569,-1.623660852,-1.655709587,-1.692697786,-1.713927848,-1.80313947,-1.835712712,-1.926225692,-1.923652647,-1.983711179,-1.977326772,-1.964345762,-1.995492838,-2.007586991,-2.068123778,-2.052638012,-2.12055133,-2.174308915,-2.136232968,-2.197566748,-2.229653871,-2.281638248,-2.284623687,-2.336233734,-2.293396528,-2.379503038,-2.345276957,-2.4552251,-2.796029197,-2.909628235,-2.400429787
MG,-0.967804534,-0.997421104,-1.002133453,-0.98086535,-0.97142895,-0.861029978,-0.726548221,-0.565054805,-0.407315562,-0.227841176,-0.036558605,0.1389689505528561,0.26488599485344255,0.48513764853637165,0.7053070915250916,0.8387525541318005,1.0696083698513297,1.2629238687983873,1.394804322,1.5836129404184784,1.7471846102008106,1.9549179686316545,2.079970077802903,2.0974314211245026,2.3237957810210745,2.726602259102954,2.6696598716166506,2.8364526512121047,2.906755860595249,3.0939697766321554,3.1119311136019903,3.0735858026620355,3.1789340087760456,3.4340243577543887,3.3767365928509268,3.537105653117006,3.597352401752337,3.7021057539459163,3.4925526138136167,3.5679528631123305,3.6078947959227676,3.463610032506261,3.3614207752078933,3.247269433157772,3.1457173260835507,3.109957269753348,3.0407820012699136,2.945673523544553,2.860346848384654,2.8026917129111126,2.5967766339576186,2.525978680385474,2.340067323075312,2.4103478233440487,2.1811912598918792,2.1784638998768044,1.9941441249562541,1.857226202878098,1.7139207295509449,1.6187601272391585,1.5344435220375277,1.6304884144892358,1.4287351604692182,1.3706205719729805,1.3253657470332618,1.2639134034271338,1.2100839221426436,1.175907583725858,0.9696678005119389,0.9595825718024951,0.762790405,0.7452272864867064,0.6835837423124459,0.5578891640817013,0.4354706646711471,0.35980956118658924,0.225796209,0.14130833529221523,0.10295904771344914,-0.11828332,-0.159140047,-0.277592475,-0.362980434,-0.463830385,-0.541401205,-0.681987042,-0.633893832,-0.681877497,-0.757182377,-0.783328014,-0.880782814,-1.030381095,-1.123750358,-1.145304246,-1.284836861,-1.322390521,-1.414315188,-1.434424317,-1.435831172,-1.570736286,-1.642489201,-1.766823846,-1.777816375,-1.782510711,-1.91494446,-2.032749818,-1.964609895,-2.141962922,-2.293842775,-2.246359334,-2.324702842,-2.350262551,-2.374563385,-2.514615096,-2.320023238,-2.207934471,-2.320730018,-2.235894247,-2.220034683,-2.254504552,-2.271566474,-2.285731342,-2.326930208,-2.324896146,-2.392707366,-2.405039987,-2.504696554,-2.484193577,-2.537300992,-2.554934596,-2.547428193,-2.57517991,-2.599323306,-2.647297467,-2.638183758,-2.685318652,-2.731107419,-2.701849824,-2.739989597,-2.768130421,-2.811917872,-2.807309494,-2.824349887,-2.76715275,-2.812924913,-2.769395402,-2.933878535,-3.356277637,-3.155196615,-2.620084432
MG,-1.023939374,-0.979119815,-0.959742558,-0.978705755,-0.937585747,-0.818885691,-0.701299516,-0.527503032,-0.346599198,-0.154310211,0.042411447,0.22971573723755467,0.3690112712184911,0.4690470708360112,0.6796799807950324,0.830140536,1.0036095412892108,1.161661439372532,1.2353308933977276,1.4070829781985668,1.615319914710167,1.7345689432612346,1.8400212829212426,1.8781818683969675,2.0185505583484966,2.428467995537664,2.414407816168457,2.5776657440412736,2.6446764555907567,2.8255471748404104,2.843991739564448,2.843619952973507,2.9951312098512473,3.1608510647298207,3.1405231929099546,3.2994342447798397,3.4561735468003505,3.458113719183678,3.4548398141483694,3.4928753838680064,3.565873092113912,3.567574541291523,3.517229405919219,3.3854865015829176,3.3238230695895212,3.2324130102615007,3.175191523596583,3.115378097239638,3.0861206418045954,3.0153201203912463,2.7408564464603455,2.526710052621573,2.2271754220350384,2.332784459209523,2.0555171337393223,2.142217248738373,2.079497150088984,1.9753758142871698,1.9127932412946127,1.9022317215172786,1.8761231553614575,1.9674382619158024,1.8556064408362933,1.8623379829051987,1.8581232915233916,1.8563146100000583,1.8789551808060658,1.8333941297024323,1.7674946384843482,1.792003299892008,1.701335865605653,1.7555616694998057,1.8062685781773713,1.763602407276956,1.8165354566766916,1.8015216563800343,1.8320208989166364,1.9744236262077115,1.9306191560913721,1.9502238281812836,1.9689293617930068,2.133177380228491,2.054119112555722,2.202859627147247,2.107350364540619,2.0622077439014057,1.454360718099357,1.3508473020526366,1.3361449542537576,1.3192666709133356,1.2929745577621954,1.222587517983853,1.3097082612825899,1.2735112038899732,1.3724479702466588,1.241944008591275,1.3016422243494727,1.2747038958287193,1.2516084027227208,1.257703671,1.2776711584434357,1.2245848562845023,1.159446028822547,1.1043676146968289,1.1000362104921686,1.0802395053207654,0.9601137477011067,1.1568156325634187,1.162727772433639,1.0653303935790113,1.1142313717273868,1.1260196924408046,0.9834266655460525,0.7521272349079751,0.1601521456728218,0.8173084992759032,-0.260698411,0.2883678990350588,0.19125910076119346,0.097329648,0.075480034,0.094422187,0.11317464338984957,0.19456295315205752,0.161369674,0.19072747160530987,0.10379170907490015,0.19881647203191616,0.15145987461572538,0.20725524369618994,0.2624359866639446,0.23369542859839007,0.25274005045135345,0.21435403885828827,0.2943216645732321,0.234296503,0.22229667881129384,0.3183013099919413,0.2800412854205495,0.2644788125695191,0.22867238987029295,0.2783937414829381,0.24265657927011225,0.35555514966740653,0.29380576066968644,0.3841885678887223,0.42159713942211924,0.4557984994904191,0.4646087108650669,0.5894065103304893
