time:,merR_ALE1_Hg,merR_ALE1_As,merR_ALE1_Cd,merR_ALE1_Pb,merR_ALE1_Cu,merR_ALE2_Hg,merR_ALE2_As,merR_ALE2_Cd,merR_ALE2_Pb,merR_ALE2_Cu,merR_ALE3_Hg,merR_ALE3_As,merR_ALE3_Cd,merR_ALE3_Pb,merR_ALE3_Cu,merR_ALE4_Hg,merR_ALE4_As,merR_ALE4_Cd,merR_ALE4_Pb,merR_ALE4_Cu,merR_ALE5_Hg,merR_ALE5_As,merR_ALE5_Cd,merR_ALE5_Pb,merR_ALE5_Cu,merR_MG_Hg,merR_MG_As,merR_MG_Cd,merR_MG_Pb,merR_MG_Cu,arsR_ALE1_Hg,arsR_ALE1_As,arsR_ALE1_Cd,arsR_ALE1_Pb,arsR_ALE1_Cu,arsR_ALE2_Hg,arsR_ALE2_As,arsR_ALE2_Cd,arsR_ALE2_Pb,arsR_ALE2_Cu,arsR_ALE3_Hg,arsR_ALE3_As,arsR_ALE3_Cd,arsR_ALE3_Pb,arsR_ALE3_Cu,arsR_ALE4_Hg,arsR_ALE4_As,arsR_ALE4_Cd,arsR_ALE4_Pb,arsR_ALE4_Cu,arsR_ALE5_Hg,arsR_ALE5_As,arsR_ALE5_Cd,arsR_ALE5_Pb,arsR_ALE5_Cu,arsR_MG_Hg,arsR_MG_As,arsR_MG_Cd,arsR_MG_Pb,arsR_MG_Cu,cusC_ALE1_Hg,cusC_ALE1_As,cusC_ALE1_Cd,cusC_ALE1_Pb,cusC_ALE1_Cu,cusC_ALE2_Hg,cusC_ALE2_As,cusC_ALE2_Cd,cusC_ALE2_Pb,cusC_ALE2_Cu,cusC_ALE3_Hg,cusC_ALE3_As,cusC_ALE3_Cd,cusC_ALE3_Pb,cusC_ALE3_Cu,cusC_ALE4_Hg,cusC_ALE4_As,cusC_ALE4_Cd,cusC_ALE4_Pb,cusC_ALE4_Cu,cusC_ALE5_Hg,cusC_ALE5_As,cusC_ALE5_Cd,cusC_ALE5_Pb,cusC_ALE5_Cu,cusC_MG_Hg,cusC_MG_As,cusC_MG_Cd,cusC_MG_Pb,cusC_MG_Cu,zntA_ALE1_Hg,zntA_ALE1_As,zntA_ALE1_Cd,zntA_ALE1_Pb,zntA_ALE1_Cu,zntA_ALE2_Hg,zntA_ALE2_As,zntA_ALE2_Cd,zntA_ALE2_Pb,zntA_ALE2_Cu,zntA_ALE3_Hg,zntA_ALE3_As,zntA_ALE3_Cd,zntA_ALE3_Pb,zntA_ALE3_Cu,zntA_ALE4_Hg,zntA_ALE4_As,zntA_ALE4_Cd,zntA_ALE4_Pb,zntA_ALE4_Cu,zntA_ALE5_Hg,zntA_ALE5_As,zntA_ALE5_Cd,zntA_ALE5_Pb,zntA_ALE5_Cu,zntA_MG_Hg,zntA_MG_As,zntA_MG_Cd,zntA_MG_Pb,zntA_MG_Cu,cadC_ALE1_Hg,cadC_ALE1_As,cadC_ALE1_Cd,cadC_ALE1_Pb,cadC_ALE1_Cu,cadC_ALE2_Hg,cadC_ALE2_As,cadC_ALE2_Cd,cadC_ALE2_Pb,cadC_ALE2_Cu,cadC_ALE3_Hg,cadC_ALE3_As,cadC_ALE3_Cd,cadC_ALE3_Pb,cadC_ALE3_Cu,cadC_ALE4_Hg,cadC_ALE4_As,cadC_ALE4_Cd,cadC_ALE4_Pb,cadC_ALE4_Cu,cadC_ALE5_Hg,cadC_ALE5_As,cadC_ALE5_Cd,cadC_ALE5_Pb,cadC_ALE5_Cu,cadC_MG_Hg,cadC_MG_As,cadC_MG_Cd,cadC_MG_Pb,cadC_MG_Cu
2.382568611,0.539790747,0.547005991,0.434689713,0.416580109,0.894763589,0.359663089,0.012106988,0.071000524,0.073159159,0.185389832,9.862325349,-0.148892668,2.660243596,-1.534381276,-1.520344425,16.65793507,-0.264910686,7.24346486,0.01352332,-0.640337904,0.513784367,-0.049126634,-0.069177506,-0.040647311,0.025079577,0.412168086,-0.10824981,-0.055377305,-0.109856732,-0.081899292,0.196836054,0.242960183,0.265173792,0.287745836,0.144532747,0.110743876,0.450355223,0.069022542,0.062630538,-0.074415909,0.417304674,-0.64956338,0.299346332,-1.408340643,-0.864951395,6.281952645,-0.143279189,-0.544180314,0.844414684,-1.817871767,0.145495616,0.253065363,0.2135996,0.180963539,0.063705913,-0.025084281,0.185728977,0.057279799,0.018417818,-0.050748159,0.854127467,-5.085934451,-3.552974182,-1.315628626,3.565205019,0.018211502,0.137390556,0.163303662,0.027784382,0.994992178,-0.080031658,0.072955767,-0.059500809,0.042765745,1.4403892,0.225417009,0.012337553,-0.039592817,0.063457326,0.792834534,4.224490756,-0.713078931,-1.577768674,0.069546185,2.951729837,0.234852752,0.053611555,-0.02908697,0.148961425,0.539531203,0.705426562,-0.362201805,0.037401866,1.292625908,1.152059882,1.00201002,-0.57171206,-0.295405401,-1.02302118,-2.313931874,5.345327732,-0.537957185,0.443085866,0.636927836,-1.65107063,1.286685558,0.196234318,0.440520356,0.738803993,0.726781001,1.588540366,1.770191941,1.210190078,1.470462167,2.49664601,-1.526154306,-1.488606842,-1.740076832,-1.434561191,-2.762757868,-0.000466819,0.215319592,-0.01479279,0.025114622,0.05736105,0.561912961,-2.181078719,0.105709464,-1.29577868,-0.015907332,0.057970727,0.125164993,0.061518087,0.132788524,0.124387731,0.061178744,0.040528744,0.012862797,0.053026091,0.071509458,6.517903161,-0.769702121,-1.224517971,0.440180016,-0.08727901,-0.244049253,-0.193886227,-0.236638586,-0.182046399,-0.186671703
2.566578333,0.626871067,0.65801911,0.464939575,0.407455301,1.004641269,0.44134933,0.040786379,0.080032565,0.082928949,0.255499038,7.788464095,-1.892535846,0.9522715,-1.313193744,-2.517134717,12.07710264,0.031644914,2.036545622,0.151650078,-0.864788509,0.539646768,-0.056766814,-0.062529672,-0.048357439,0.027088143,0.434129546,-0.100602017,-0.063517309,-0.109122359,-0.102257998,0.267007925,0.336786767,0.30528151,0.335763567,0.165481226,0.129575035,0.451327603,0.082411647,0.062350383,-0.091021298,-0.401825917,-0.237612547,-0.561610017,-1.317534647,-2.06672271,-1.143475258,0.02117167,-1.61489624,1.057626354,-1.934523229,0.108620054,0.213373624,0.160934507,0.157424273,0.016535837,-0.003312899,0.248258715,0.09866644,0.070051047,-0.00740811,-0.715266453,-3.687839844,-5.44647278,-1.187884149,2.111503877,0.123349569,0.237539202,0.172367041,0.051664474,1.134275736,-0.013119749,0.134771255,0.004113544,0.118356891,1.730426307,0.216727522,0.006646266,-0.064415517,0.049706945,0.987641947,-0.865872662,-0.550633702,-1.36027045,0.103635724,3.179726379,0.284007659,0.091409018,0.023168166,0.174928554,0.737646343,1.340423778,0.016547457,0.199686435,1.301629473,1.270332777,-0.179421097,-1.180211374,-1.345739865,-0.769051538,-3.159681266,-0.651424354,-0.314749116,-1.674454774,0.774663558,-1.460562049,1.321684647,0.533864097,0.460623776,0.680018937,0.821873213,1.530783972,1.752851581,0.839672601,1.070643119,1.82223713,-1.495106081,-1.445477575,-1.987053452,-1.715548887,-2.938546054,0.015137896,0.257701062,-0.007764393,0.041103648,0.068001475,-0.635913002,-1.010975446,-0.978492853,-1.140647979,-1.295659506,0.088484397,0.128546176,0.065254266,0.134409971,0.110934509,0.054239313,0.027129618,0.020453604,0.033576743,0.070567033,-0.25601615,-0.614751804,-1.153573305,0.576274498,-1.116709923,-0.247709095,-0.211347491,-0.243584946,-0.193163804,-0.205553898
2.7505875,0.584249588,0.556399088,0.404850954,0.343549984,0.984233768,0.449728498,0.024397216,0.074477708,0.05046691,0.298318237,15.65500736,-1.912250198,7.797540014,-3.178293072,2.870140181,19.10838756,0.104135699,11.34819928,-1.347923556,1.748238041,0.519624521,-0.069577543,-0.074600493,-0.048939521,0.005659597,0.456619874,-0.101080011,-0.069476487,-0.110378089,-0.079314724,0.249598528,0.336066558,0.264543571,0.295799523,0.111118016,0.078090454,0.374325555,0.041314225,0.009476146,-0.129053752,4.305827037,-1.557220635,5.121348131,-2.77586535,2.865272742,9.532022161,-0.973060077,2.414276563,-0.836900477,0.529209315,0.09912236,0.236959473,0.200881298,0.2003761,0.0450633,-0.028046375,0.24249758,0.115327737,0.074002538,0.023358924,4.545918472,-6.742562183,-0.241007518,-3.115416143,9.860726898,0.1006443,0.173127083,0.09236824,0.024405189,1.127043526,-0.066667398,0.047752532,-0.05532654,0.088135385,1.641189589,0.167823402,-0.018202534,-0.089122492,0.042572814,1.014250948,5.843834385,-4.422318424,3.073877574,-1.918368634,7.861224851,0.304410577,0.101169528,0.074740437,0.201849707,0.863425017,1.190101343,0.102439264,0.088960067,1.034729951,0.97307674,7.491977914,-1.955207278,3.658112297,-2.629784696,1.867114625,8.710869993,1.202902206,3.685657704,-0.695113636,0.441109031,0.728118545,0.272963466,0.276270841,0.374030189,0.318354482,1.441197629,1.569070558,0.681600806,0.918383001,1.249462653,-1.860348735,-1.692140901,-2.156470162,-1.960176292,-3.098386722,0.006584805,0.235410903,-0.018533423,0.018463389,0.059925132,5.8517095,-3.28103896,4.392825518,-2.927429939,4.643825284,0.058923071,0.106690332,0.044752361,0.108829353,0.105479715,0.064481912,0.026667847,0.01462805,0.033239596,0.065074829,8.202599648,-3.962729015,1.887706785,-1.212909265,1.946970772,-0.257144805,-0.211599056,-0.227468101,-0.187142686,-0.199902506
2.9345975,0.532743734,0.469285721,0.343493268,0.300167516,0.973661113,0.433430855,0.020218625,0.057718923,0.050398729,0.339254855,7.672847958,1.162841956,1.10198574,-2.98797468,-2.564416801,11.95507067,-0.3874968,2.591869214,-1.206257295,-0.796200406,0.477095995,-0.069182617,-0.074656058,-0.048582004,-0.006136639,0.457997648,-0.096130721,-0.079801852,-0.110270692,-0.090831931,0.21515389,0.335772279,0.223524911,0.249097832,0.075206156,0.047385753,0.324389298,0.047063678,0.021326691,-0.096911814,-0.126327159,1.639790986,-0.477566093,-2.595531051,-1.939312526,-0.941374243,1.279568471,-1.573830315,-0.747616295,-1.905903733,0.033476119,0.207026433,0.143160655,0.129565289,0.029591989,-0.11332052,0.156318271,0.032454567,-0.019148147,-0.056043642,-1.010254994,2.256093802,-6.125127993,-3.018052462,4.476472821,0.106414768,0.165949669,0.077354622,0.061966131,1.149921123,-0.071350146,0.033188297,0.007072812,0.148856385,1.544332347,0.084596491,-0.065205096,-0.138121923,0.044246303,0.972524928,-0.633309125,-1.288542977,-1.125323813,-1.786271738,4.592023879,0.199645296,0.032486751,0.029082991,0.122054994,0.891787375,0.797941182,-0.096840147,-0.1579289,0.750916719,0.615343551,0.114471964,1.369417531,-1.220693795,-2.444977162,-2.993824916,-0.291305879,0.916560393,-1.582860577,-0.540286447,-1.508063602,0.336154229,0.048624522,0.239662216,0.306155436,0.082408059,1.360406151,1.36172731,0.652689261,0.879413178,0.970717009,-2.206819651,-1.952310158,-2.311581184,-2.17415824,-3.186383678,-0.028936628,0.194560624,-0.056668383,-0.012767923,0.003727783,-0.460191488,0.823429974,-1.128019034,-2.852126478,-1.208861174,0.041780864,0.11276398,0.034945132,0.098342249,0.100915712,0.027256779,-0.006357781,-0.006369178,0.008821291,0.032845455,0.002207648,-0.627371567,-1.251152854,-0.959833264,-1.058070538,-0.252085768,-0.211634574,-0.243819958,-0.207396126,-0.194043704
3.118606667,0.471621427,0.38983648,0.287217518,0.242941825,0.902776203,0.422589962,-0.002084336,0.03464787,0.038572187,0.327047027,9.074873519,1.257192743,2.661952614,-0.814906447,-0.630631461,15.35449143,1.300809354,6.688784359,1.248912459,-0.40257991,0.441327747,-0.087307902,-0.09913736,-0.071553614,-0.028727877,0.456907672,-0.101080011,-0.08482929,-0.098650494,-0.078248585,0.209922739,0.367211359,0.211779873,0.24317345,0.075570585,0.006998342,0.244733992,0.001378469,-0.042433949,-0.106970981,0.930223777,1.038719725,1.475686953,-1.043128017,-0.072413487,5.282216962,5.853945728,-0.023753583,1.160665438,-0.945441154,0.02902134,0.221350363,0.132264881,0.124034379,0.038233807,-0.101388905,0.188791716,0.076292629,0.014526922,0.014400971,0.240679775,-3.23437091,-3.27501572,-0.402469926,8.502271166,0.086011244,0.156450001,0.025148101,0.097179681,1.12429628,-0.066527559,0.000155392,0.052452366,0.218509936,1.37561925,0.056208381,-0.09688361,-0.162185957,0.077273507,0.907081791,3.877466084,2.870404148,-0.490962321,-0.710650246,6.117551153,0.141692466,-0.016456872,0.018278497,0.076615968,0.88821683,0.445226809,-0.166449019,-0.310681455,0.528957388,0.455192943,1.206597524,2.766321029,0.554452491,0.797554328,-1.277546012,5.256551672,5.327209307,1.230298244,2.415954993,-0.865838524,-0.068887075,-0.268428938,0.074740034,0.105900386,-0.19290322,1.194511223,1.083552847,0.51006963,0.70920866,0.711140513,-2.439221981,-2.083574451,-2.392930769,-2.333617541,-3.217490857,-0.073096162,0.159484865,-0.099669359,-0.053512052,-0.022731317,0.915410733,0.531461071,1.052076328,-0.644645247,0.790363232,0.033355272,0.108473436,0.035551531,0.103361669,0.118816452,0.022413052,-0.000184199,-0.016620822,0.018567596,0.03302633,5.327480083,3.638487507,-0.472252085,0.684400565,-0.19490845,-0.261879285,-0.222475058,-0.249131865,-0.222590082,-0.199821673
3.302616389,0.340293529,0.26762399,0.16039876,0.130657129,0.667069852,0.401143614,-0.028838649,-0.004788727,0.021401369,0.299289378,7.069892491,-0.625496634,0.892573977,-3.254229541,-2.696513956,11.42724642,1.063207193,8.416454431,-1.027201749,-0.760665327,0.420699761,-0.080385639,-0.093087387,-0.059178719,-0.029406117,0.464606354,-0.079529598,-0.037723072,-0.06903054,-0.036760274,0.204726776,0.361663658,0.200557283,0.231412726,0.082326796,-0.012354678,0.214339521,-0.00922609,-0.04766235,-0.090469186,-0.01071365,0.488125538,-0.472860442,-2.940486005,-1.907423706,2.994804093,2.691096078,1.726002653,-1.143461099,-1.870160384,0.038573544,0.246784256,0.145760654,0.13836596,0.066935303,-0.116855747,0.18383598,0.094019979,-0.004842293,0.044837178,-1.490015663,-3.694212926,-6.090953767,-2.413947026,7.423264338,0.09026118,0.12425763,-0.017542728,0.094935706,1.093299431,-0.113958088,-0.055139293,0.003155741,0.162322838,1.173534428,0.000445661,-0.17953327,-0.234429362,0.004780541,0.707684014,4.438107686,1.396708264,-0.190324184,-2.817648623,5.439588349,0.16480638,0.037680759,0.105598926,0.134551025,0.982743679,0.143022727,-0.220109547,-0.438121244,0.368069762,0.314980798,0.154558374,1.124920553,-1.352323741,-1.791562887,-3.103870079,0.408910583,3.071472491,1.436784125,0.149132163,-1.567204453,-0.311595463,-0.517257801,-0.013930136,-0.026312859,-0.352900089,1.07787901,0.915313064,0.400417004,0.618313566,0.490680949,-2.602519831,-2.197867925,-2.480374444,-2.504003606,-3.248466251,-0.092776393,0.124514462,-0.123718266,-0.082662084,-0.05335359,-0.40803446,-0.299884643,-1.22925936,-2.780650217,-1.255799696,0.015791692,0.066820244,0.006503037,0.067272716,0.060710928,0.002063296,-0.004829554,-0.015800393,0.008813484,0.028080139,5.1608126,1.772988904,0.813300894,-1.303476047,-0.967070413,-0.237797187,-0.167304434,-0.210820474,-0.191821546,-0.158495535
3.486625278,0.26447178,0.149435926,0.03069452,0.03686765,0.460590929,0.390722775,-0.024768746,-0.000417247,0.020335079,0.316738192,6.759091806,-1.733753982,0.897669534,-3.700737328,-2.222478048,10.37962728,-0.680369946,2.123826711,1.829000129,-0.870965353,0.370408244,-0.07926235,-0.09315471,-0.058113155,-0.01935667,0.406496026,-0.089523399,-0.078555019,-0.09651746,-0.076557149,0.165641939,0.34036948,0.165632958,0.179211912,0.059244529,-0.050497064,0.128698081,-0.035700235,-0.08647214,-0.110755089,0.070537467,0.061813087,-0.071672436,-3.328534433,-1.563256209,-1.082109374,0.771522626,-1.556516928,1.927235363,-1.81639691,-0.007555731,0.224993656,0.125036089,0.103120481,0.048021722,-0.096615746,0.210872711,0.139152861,0.045603683,0.093722572,-1.487000936,-4.278106807,-5.0424954,-2.53799548,9.211008383,0.106191632,0.142711445,-0.008220516,0.120160156,1.073570555,-0.164745108,-0.148794928,-0.073919885,0.087206771,0.996806294,-0.037179266,-0.174664228,-0.261665021,-0.006363247,0.555542406,-0.912511563,-0.718525508,-0.707533241,-0.030224743,5.606146515,0.169006346,0.03298359,0.12345249,0.124438642,0.933343894,-0.072012817,-0.185294153,-0.459819609,0.279824146,0.26357258,0.178400801,0.160337425,-0.865805489,-2.306595823,-2.724189914,-0.653113561,1.14301345,-1.484050295,3.538151888,-1.374368448,-0.515984564,-0.685664356,-0.080666887,-0.110125796,-0.466528826,0.99286237,0.782561595,0.338130636,0.537568814,0.283406591,-2.702506277,-2.280913911,-2.523751872,-2.552167098,-3.232974654,-0.125265595,0.089914138,-0.153531867,-0.112425112,-0.072837081,-0.328041996,-1.080836257,-0.791779015,-3.207620623,-0.935639534,0.028861237,0.105744925,0.032151128,0.092890837,0.121411481,0.013831168,0.007390027,-0.009061202,0.018667339,0.038995002,-0.245292303,-0.103140813,-1.188341239,1.665397879,-1.169842099,-0.228138832,-0.178022636,-0.199927955,-0.191736921,-0.129382216
3.670634167,0.228895683,0.098114199,-0.048931549,-0.027274659,0.277834872,0.393707309,-0.038099788,0.004023313,0.014226157,0.295807878,5.896599097,-6.095029178,0.447434014,-3.625511303,-2.564257896,10.09566755,-3.825250787,7.375743667,-1.379365585,-0.210740448,0.331348666,-0.078402738,-0.116936233,-0.05134508,-0.035774688,0.371762472,-0.068436475,-0.062699186,-0.067384993,-0.035488339,0.155594495,0.334402519,0.148614456,0.161883711,0.048055897,-0.018970628,0.11846083,-0.022334068,-0.062624973,-0.06658144,-0.262659632,-3.329973289,-0.503401885,-3.181641793,-1.902798452,-0.589298727,-3.009850089,2.509941561,-1.491519575,-1.91857652,-0.011829854,0.22662564,0.109992874,0.11902164,0.063545248,-0.096100542,0.2537047,0.173409756,0.06340838,0.128634917,-2.175348773,-8.331157777,-5.395777007,-2.621508986,10.05377604,0.110079002,0.095440341,-0.014126876,0.126354371,1.011988922,-0.190430113,-0.197324255,-0.138639442,0.047660441,0.785360623,-0.060680078,-0.184967731,-0.274748442,-0.018274812,0.369436886,2.33092721,-4.72033571,0.795958708,-3.198205151,5.530293427,0.158924736,0.052563232,0.146640233,0.153422775,0.869129908,-0.344777526,-0.285327271,-0.603239754,0.082525612,0.130240707,-0.144541789,-4.607438242,-1.167521756,-2.181185672,-3.048475806,-0.472427362,-2.356073112,2.597194287,-0.275816848,-1.281952237,-0.634237019,-0.823823059,-0.108617794,-0.203794326,-0.512939407,0.905230558,0.670687182,0.239928889,0.472155475,0.093972757,-2.842108876,-2.440375493,-2.648030891,-2.725557688,-3.311188835,-0.145501126,0.061407054,-0.166566025,-0.126901337,-0.097630674,-0.563167263,-5.280966461,-1.175526186,-3.149468271,-1.243811774,0.033161045,0.122602939,0.04733511,0.092879872,0.117055051,0.035522483,0.030119089,0.012894711,0.042936094,0.04977316,2.140947177,-3.866595926,1.857815328,-1.569933084,-1.193279036,-0.242898727,-0.18860398,-0.215888178,-0.201795259,-0.141080709
3.854643889,0.237564598,0.063305383,-0.074227509,-0.024143574,0.1642319,0.380916285,-0.033979929,-0.002272781,0.018795064,0.269127133,5.896030816,1.414703759,0.726966903,-2.92052898,-2.189952746,9.447774625,0.042571079,1.944754335,-0.89217736,-0.865541569,0.28951981,-0.071629361,-0.093232429,-0.056531304,-0.030963695,0.32890135,-0.062900942,-0.046899003,-0.060902102,-0.034838545,0.162344225,0.351587013,0.143403727,0.162009996,0.072573829,-0.007618996,0.077665897,0.008164736,-0.050343638,-0.029120352,0.032063448,1.82196841,-0.048514697,-2.523054941,-1.517246218,-1.137703403,8.186398647,-1.670890937,-0.801105205,-1.811320139,0.006744942,0.263127457,0.157153407,0.158954355,0.115362956,-0.10773802,0.248525693,0.183880404,0.059333942,0.157019831,-1.918720045,3.689379704,-4.369313833,-1.813534738,11.96078191,0.134488418,0.075441908,-0.015536707,0.113501109,0.937235852,-0.198402468,-0.223716628,-0.164242786,0.018187768,0.648561456,-0.056508637,-0.170056139,-0.259532381,0.002488475,0.23485465,-1.121749385,6.463999705,-0.614599678,-2.631250782,5.500717468,0.153692098,0.047749158,0.136157038,0.137171529,0.767981632,-0.519265937,-0.269511763,-0.649356364,0.032951121,0.123225809,0.160186528,1.975861615,-0.63930565,-1.308193763,-2.706238943,-0.52746438,4.474053064,-0.99332779,0.359835808,-1.205268484,-0.692140777,-0.861177523,-0.061084582,-0.169678763,-0.477708108,0.902476089,0.654962591,0.24810025,0.473087693,-0.052730514,-2.948196426,-2.581890795,-2.775183013,-2.881634161,-3.371801313,-0.131442136,0.05607849,-0.157262103,-0.135834929,-0.107081414,-0.260447655,2.254589024,-0.687535794,-2.476610214,-0.905397456,0.002900781,0.092168135,0.023476522,0.052048948,0.10720864,0.020524858,0.008884238,0.003192068,0.028369718,0.044522217,-0.305567075,5.644582601,-1.194042143,-0.984548427,-1.1145305,-0.238246059,-0.166838014,-0.199795685,-0.20165221,-0.135378522
4.038652778,0.236378496,0.026151685,-0.094683002,-0.03353142,0.077138777,0.351523276,-0.038483114,-0.008364001,0.018101473,0.250846295,6.622104091,-4.740136934,1.382748592,-2.61729149,-1.163941964,12.02786243,0.484523921,5.723494889,-0.552169582,-0.565597164,0.234308951,-0.088994706,-0.105012456,-0.084077089,-0.05228872,0.283708608,-0.047385223,-0.02127128,-0.032579662,-0.011827891,0.1633851,0.353101728,0.149311317,0.156137521,0.060598299,0.003578686,0.027468708,0.010233001,-0.03819824,-0.034053238,0.584739786,-2.284484846,0.98906179,-2.291385691,-0.437333838,4.356690614,1.52069111,-0.136205067,-0.450105193,-1.018993481,0.011369836,0.29892396,0.181013655,0.18003287,0.147165069,-0.107757713,0.23253175,0.197825107,0.064819089,0.163701117,-1.225304529,-7.401746914,-2.241598288,-1.46727005,14.75529647,0.128241373,0.06255791,-0.015455773,0.132807547,0.859691877,-0.220051394,-0.271607256,-0.198376201,-0.025762312,0.471186492,-0.05673223,-0.160236604,-0.245030362,0.023250877,0.105925833,3.111273017,-3.71636019,-0.002128304,-2.270438882,6.506239994,0.120664792,0.018575344,0.11421149,0.103283561,0.652325588,-0.613478381,-0.211093409,-0.701343498,0.034141563,0.172916837,0.692222342,-3.275426056,0.531525062,-0.977831307,-1.671674807,4.927796475,4.58026619,1.122404618,0.493835241,-0.663155899,-0.730308943,-0.841482034,-0.013432663,-0.141013158,-0.42849475,0.917004867,0.632735731,0.268932842,0.455427239,-0.080925946,-3.077641678,-2.724431162,-2.887509214,-3.052623793,-3.398845428,-0.108146483,0.06200129,-0.128927817,-0.090387459,-0.07247785,0.448784709,-3.76757953,0.749290951,-2.162943977,0.385560648,0.028782581,0.129130882,0.047928184,0.092854867,0.144085742,0.031183983,0.036332547,0.024352545,0.038009846,0.065682318,4.383637386,-2.771625037,-0.622433254,-0.519525041,-0.385796745,-0.218924375,-0.156087368,-0.178561381,-0.201457876,-0.11815203
4.222664722,0.234770455,-0.000818432,-0.083074911,-0.031177653,-0.023379157,0.311092765,-0.034350004,-0.01434775,0.006981067,0.20677313,6.430573322,-6.272659007,1.619282467,-3.695710868,-1.346180291,11.75813315,0.210284036,5.480886129,-1.528932747,-0.681068926,0.206034967,-0.070506519,-0.0932853,-0.038151543,-0.047010149,0.218682471,-0.057294684,-0.041521509,-0.037936529,-0.011633447,0.164592877,0.35523825,0.143851703,0.15047997,0.072702868,0.009549344,-0.013150266,0.034664985,-0.026264988,0.007369348,0.73500088,-3.460572598,0.89593438,-3.218149343,-0.605934985,4.58616623,-2.081608513,-0.676470511,-1.568221426,-1.467901414,0.011455744,0.299710219,0.176554441,0.201042717,0.160657028,-0.083804177,0.25918569,0.229268294,0.08730164,0.214979291,-1.201482262,-9.211466673,-2.623365989,-2.800516666,15.51582824,0.121263691,0.011457375,-0.036372253,0.13870454,0.76352435,-0.211315998,-0.267304205,-0.208570233,-0.015812038,0.313743707,-0.07057905,-0.150507308,-0.235189392,0.049117913,-0.017099079,2.789802559,-4.892865356,-0.50006895,-3.313418904,5.843555267,0.134544797,0.028317081,0.12576793,0.126539887,0.567673091,-0.692248812,-0.102600532,-0.681139568,0.02375642,0.203160694,1.010597228,-4.738810209,0.407323467,-2.221582674,-1.93748623,4.432899528,1.071890077,0.781524801,-0.511226392,-1.093117462,-0.731500805,-0.811263523,0.097598265,-0.110791812,-0.349703997,0.856370373,0.525384191,0.162279317,0.384734153,-0.231863186,-3.109271167,-2.808921413,-2.94614852,-3.166114327,-3.4038936,-0.089137072,0.051035936,-0.120634262,-0.094933722,-0.068964982,0.716695812,-5.404374138,0.531628412,-3.403329947,0.369031774,0.024463175,0.129685842,0.048116758,0.08264509,0.144415557,0.031545472,0.036560394,0.040279015,0.038013391,0.065805494,4.044925656,-3.995591851,-1.287684366,-1.551146531,-0.609112909,-0.219205847,-0.145337373,-0.178601111,-0.191144926,-0.118294178
4.406674444,0.257445718,-0.004297809,-0.087909226,-0.003103634,-0.084111067,0.294975954,-0.047394897,-0.014715248,-0.003896278,0.192738815,6.133231317,-4.89755355,0.977035078,-2.60440725,0.379333902,7.465598112,-3.494405004,1.606109428,-0.67222378,-0.862702315,0.178021183,-0.069837677,-0.087468749,-0.043121087,-0.036211402,0.169075007,-0.04708802,-0.046700602,-0.043230457,-0.023183746,0.181877397,0.378642784,0.155183368,0.150416977,0.090692184,0.000341377,-0.07554495,0.030326526,-0.053800195,-0.008418921,1.213263671,-2.400864894,0.444226026,-2.380869964,0.911651003,-1.220205918,-2.010870864,-1.608739445,-0.46184362,-1.67601805,0.029963734,0.311861146,0.188934842,0.215553879,0.180054991,-0.104057721,0.216792074,0.212877066,0.049892949,0.19916019,-1.161701868,-8.096957704,-0.159342709,-1.721911701,15.22259826,0.105042121,-0.011589878,-0.046290805,0.142635056,0.69766472,-0.19409208,-0.267290619,-0.208390406,-0.025635928,0.190638047,-0.061912155,-0.121000268,-0.211172989,0.083809676,-0.114464527,-1.025068826,-3.863782135,-0.403093431,-2.467178412,5.436986667,0.148713116,0.037973941,0.142425601,0.148481698,0.511104442,-0.747469034,-0.006916954,-0.712774736,0.050910554,0.276636205,1.817567043,-3.337649948,0.168126033,-0.95840035,0.423663355,-0.492712333,-1.591384689,-0.432720478,0.354944703,-1.072644381,-0.756938531,-0.802375164,0.162061176,-0.112349319,-0.29635911,0.820904915,0.494774074,0.149430471,0.343384183,-0.349359267,-3.244978272,-2.960389066,-3.082162005,-3.318440731,-3.500796645,-0.071181327,0.062460685,-0.087848515,-0.084824681,-0.036565311,0.835804463,-3.970336682,0.183645457,-2.279024141,-0.218690913,0.028758892,0.140218263,0.04822711,0.072464641,0.134244638,0.062805027,0.074496219,0.066133812,0.067189658,0.086839894,-0.31954099,-2.81780115,-1.164369162,-0.495785922,-1.140427168,-0.223925107,-0.145337087,-0.178625583,-0.190901198,-0.101094343
