,0.0,0.10695333333333333,0.21389916666666667,0.3208491666666667,0.42779083333333334,0.5347366666666666,0.6416822222222223,0.7486283333333333,0.8555744444444445,0.9625247222222222,1.069466111111111,1.1764119444444443,1.2833619444444444,1.3903080555555556,1.4972583333333334,1.6042041666666667,1.7111500000000002,1.8180961111111111,1.9250416666666665,2.0319877777777777,2.1389336111111112,2.2458794444444443,2.352829444444444,2.459775277777778,2.5667211111111112,2.673667222222222,2.780612777777778,2.8875588888888886,2.9945047222222225,3.1014505555555556,3.208396388888889,3.315342222222222,3.4222925,3.5292424999999996,3.6361886111111112,3.7431341666666667,3.850080277777778,3.9570255555555556,4.063971944444445,4.170921944444444,4.2778675,4.384813611111111,4.491759444444445,4.5987052777777775,4.705651111111111,4.812597222222222,4.919547222222222,5.026493333333334,5.133439166666667,5.240388888888889,5.347335277777778,5.454280833333334,5.561226666666667,5.6681725,5.775118055555556,5.882068611111111,5.989023333333334,6.095964722222223,6.202914722222221,6.309860555555556,6.4168111111111115,6.523752222222223,6.630698333333333,6.737652777777778,6.844594166666667,6.951540277777777,7.058486111111111,7.165431666666667,7.2723775,7.379326666666667,7.486269444444444,7.593215277777778,7.700161111111112,7.8071069444444445,7.914053055555556,8.02099888888889,8.127944444444443,8.234890277777778,8.341836111111112,8.44878638888889,8.5557325,8.662678055555556,8.769624166666667,8.87657,8.983520555555556,9.090465833333333,9.19741611111111,9.304361944444445,9.411307777777777,9.518253611111112,9.625199444444444,9.732145555555556,9.839095833333333,9.94604138888889,10.052987499999999,10.159933333333333,10.266879166666666,10.373829166666667,10.480775,10.587720833333332,10.694671111111111,10.801616944444445,10.908562777777778,11.01550861111111,11.122458888888888,11.229404722222224,11.336350277777777,11.443296111111112,11.550242222222224,11.657188055555556,11.764133611111111,11.871079722222223,11.978025555555556,12.084971666666666,12.191921666666666,12.298871944444445,12.4058175,12.512763611111112,12.619706111111112,12.726656111111112,12.833601944444444,12.940551944444445,13.047498055555556,13.154443888888888,13.261389722222221,13.368335555555555,13.475281388888888,13.582231666666667,13.6891775,13.796123333333334,13.903069166666667,14.010015,14.116965,14.22391111111111,14.330856944444443,14.437802777777776,14.544748611111112,14.651694444444445,14.75864027777778,14.865586666666667,14.972536388888889,15.079486666666668,15.1864325,15.293378333333333,15.400324166666667,15.507274444444445,15.614220277777777,15.72116611111111,15.828111944444444,15.935057500000001,16.04200777777778,16.148957777777778,16.255903888888888,16.362849722222222,16.469795555555557,16.576745833333334,16.683691666666668,16.7906375,16.89758361111111,17.004536666666667,17.11147972222222,17.218425555555555,17.32537111111111,17.432316944444445,17.539263055555555,17.646213333333336,17.753159166666666,17.860105,17.967055000000002,18.074000833333333
A1,12.0,12.0,13.0,12.0,14.0,14.0,15.0,14.0,13.0,18.0,15.0,16.0,15.0,14.0,15.0,15.0,15.0,14.0,15.0,16.0,16.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,14.0,15.0,15.0,15.0,15.0,14.0,15.0,15.0,15.0,15.0,14.0,15.0,15.0,15.0,15.0,15.0,15.0,14.0,14.0,14.0,13.0,15.0,14.0,15.0,15.0,14.0,16.0,15.0,15.0,15.0,16.0,15.0,16.0,17.0,15.0,16.0,15.0,16.0,15.0,15.0,16.0,15.0,17.0,17.0,16.0,16.0,16.0,16.0,17.0,16.0,16.0,16.0,16.0,17.0,17.0,20.0,16.0,16.0,18.0,16.0,17.0,17.0,16.0,17.0,19.0,17.0,18.0,18.0,18.0,19.0,18.0,19.0,18.0,19.0,19.0,19.0,20.0,20.0,21.0,21.0,22.0,24.0,22.0,24.0,27.0,24.0,25.0,26.0,27.0,28.0,30.0,31.0,33.0,34.0,37.0,38.0,42.0,41.0,45.0,45.0,48.0,50.0,53.0,53.0,56.0,59.0,61.0,63.0,66.0,68.0,71.0,72.0,75.0,77.0,82.0,83.0,85.0,88.0,91.0,93.0,96.0,99.0,101.0,105.0,106.0,106.0,110.0,110.0,110.0,112.0,112.0,110.0,113.0,113.0,110.0,111.0,110.0,111.0,110.0,110.0,111.0,110.0
A2,12.0,13.0,13.0,13.0,13.0,13.0,14.0,15.0,13.0,14.0,14.0,15.0,15.0,15.0,15.0,14.0,15.0,16.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,16.0,15.0,14.0,15.0,15.0,15.0,15.0,14.0,15.0,14.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,14.0,15.0,15.0,15.0,14.0,14.0,14.0,15.0,17.0,15.0,15.0,15.0,15.0,15.0,15.0,16.0,16.0,16.0,15.0,14.0,16.0,16.0,15.0,16.0,16.0,15.0,16.0,16.0,17.0,15.0,17.0,15.0,17.0,17.0,16.0,16.0,16.0,16.0,18.0,17.0,18.0,17.0,17.0,17.0,17.0,19.0,18.0,17.0,18.0,18.0,19.0,19.0,20.0,20.0,20.0,21.0,21.0,20.0,21.0,22.0,24.0,22.0,24.0,23.0,25.0,26.0,26.0,30.0,29.0,30.0,32.0,36.0,36.0,37.0,39.0,42.0,42.0,43.0,46.0,47.0,50.0,52.0,55.0,56.0,58.0,61.0,64.0,63.0,67.0,71.0,72.0,73.0,77.0,78.0,81.0,84.0,85.0,89.0,91.0,91.0,96.0,96.0,97.0,101.0,100.0,101.0,101.0,103.0,102.0,102.0,103.0,103.0,102.0,103.0,102.0,104.0,100.0,102.0,100.0,101.0,103.0,102.0,101.0,103.0
A3,11.0,13.0,12.0,14.0,12.0,14.0,14.0,15.0,15.0,15.0,14.0,13.0,14.0,15.0,14.0,14.0,15.0,15.0,15.0,16.0,15.0,15.0,14.0,15.0,15.0,15.0,15.0,14.0,15.0,15.0,14.0,14.0,15.0,14.0,14.0,14.0,15.0,14.0,14.0,15.0,14.0,15.0,14.0,15.0,14.0,15.0,15.0,14.0,15.0,14.0,15.0,14.0,18.0,14.0,15.0,14.0,17.0,15.0,15.0,15.0,15.0,14.0,15.0,16.0,16.0,14.0,15.0,15.0,16.0,15.0,15.0,15.0,16.0,16.0,16.0,15.0,15.0,16.0,16.0,16.0,15.0,16.0,15.0,16.0,17.0,15.0,15.0,18.0,16.0,16.0,16.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,18.0,18.0,18.0,17.0,18.0,18.0,17.0,20.0,19.0,19.0,21.0,21.0,20.0,21.0,23.0,23.0,26.0,24.0,26.0,26.0,28.0,29.0,34.0,32.0,33.0,36.0,35.0,37.0,40.0,40.0,43.0,44.0,50.0,48.0,50.0,55.0,54.0,56.0,60.0,61.0,62.0,63.0,66.0,68.0,69.0,72.0,75.0,77.0,79.0,82.0,83.0,85.0,89.0,91.0,91.0,95.0,96.0,97.0,98.0,97.0,98.0,97.0,99.0,97.0,97.0,98.0,98.0,98.0,99.0,98.0,96.0,96.0
A4,11.0,12.0,12.0,13.0,13.0,14.0,14.0,13.0,13.0,15.0,14.0,14.0,14.0,14.0,14.0,15.0,14.0,14.0,14.0,15.0,15.0,15.0,14.0,14.0,14.0,14.0,15.0,14.0,15.0,15.0,15.0,14.0,14.0,14.0,14.0,15.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,13.0,15.0,13.0,14.0,14.0,13.0,14.0,16.0,14.0,14.0,14.0,13.0,14.0,15.0,13.0,14.0,14.0,13.0,14.0,13.0,14.0,14.0,14.0,13.0,14.0,15.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,15.0,12.0,14.0,14.0,13.0,13.0,14.0,12.0,15.0,14.0,13.0,14.0,13.0,13.0,15.0,13.0,14.0,14.0,13.0,13.0,14.0,14.0,14.0,12.0,13.0,14.0,12.0,14.0,14.0,14.0,12.0,14.0,13.0,17.0,13.0,13.0,16.0,12.0,13.0,14.0,14.0,14.0,13.0,13.0,13.0,13.0,16.0,14.0,14.0,14.0,15.0,14.0,14.0,12.0,14.0,14.0,17.0,13.0,13.0,12.0,12.0,13.0,12.0,15.0,14.0,12.0,12.0,13.0,14.0,13.0,14.0,12.0,16.0,12.0,14.0,13.0,13.0,13.0,16.0,12.0,13.0,13.0,12.0,13.0,15.0,14.0,14.0,13.0,14.0,14.0,13.0,14.0
A5,11.0,12.0,11.0,12.0,12.0,14.0,14.0,14.0,13.0,12.0,15.0,13.0,15.0,14.0,14.0,14.0,14.0,15.0,15.0,15.0,14.0,15.0,14.0,14.0,14.0,14.0,14.0,14.0,15.0,14.0,15.0,14.0,13.0,14.0,14.0,14.0,15.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,15.0,14.0,15.0,15.0,14.0,14.0,13.0,14.0,14.0,15.0,14.0,14.0,15.0,14.0,14.0,13.0,14.0,14.0,13.0,13.0,13.0,14.0,13.0,13.0,13.0,14.0,14.0,15.0,16.0,15.0,14.0,13.0,14.0,14.0,13.0,16.0,13.0,14.0,15.0,13.0,13.0,14.0,12.0,13.0,13.0,16.0,13.0,13.0,14.0,13.0,14.0,13.0,13.0,13.0,13.0,13.0,13.0,15.0,12.0,13.0,15.0,12.0,14.0,13.0,13.0,14.0,15.0,12.0,14.0,14.0,13.0,15.0,14.0,14.0,13.0,14.0,13.0,13.0,14.0,14.0,14.0,14.0,14.0,13.0,13.0,13.0,12.0,17.0,13.0,13.0,13.0,14.0,14.0,12.0,14.0,13.0,16.0,13.0,13.0,13.0,14.0,13.0,12.0,12.0,12.0,13.0,12.0,13.0,13.0,14.0,14.0,13.0,12.0,13.0,14.0,13.0,13.0,14.0,15.0,13.0,14.0,14.0
A6,11.0,12.0,12.0,12.0,13.0,13.0,14.0,13.0,13.0,13.0,15.0,13.0,15.0,13.0,13.0,14.0,14.0,13.0,15.0,14.0,14.0,14.0,14.0,14.0,14.0,15.0,14.0,14.0,14.0,15.0,14.0,14.0,15.0,14.0,13.0,14.0,14.0,13.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,13.0,14.0,14.0,13.0,12.0,14.0,14.0,12.0,14.0,14.0,14.0,14.0,14.0,15.0,14.0,14.0,15.0,15.0,14.0,14.0,15.0,13.0,14.0,15.0,14.0,15.0,14.0,14.0,15.0,13.0,14.0,14.0,14.0,13.0,14.0,14.0,14.0,14.0,13.0,14.0,13.0,14.0,12.0,14.0,14.0,14.0,15.0,13.0,13.0,15.0,13.0,13.0,13.0,14.0,14.0,13.0,14.0,13.0,15.0,13.0,14.0,13.0,16.0,13.0,15.0,15.0,14.0,14.0,13.0,14.0,13.0,14.0,13.0,14.0,14.0,13.0,13.0,14.0,13.0,13.0,13.0,13.0,14.0,14.0,14.0,14.0,13.0,14.0,13.0,14.0,12.0,12.0,14.0,14.0,14.0,14.0,13.0,13.0,13.0,14.0,13.0,13.0,13.0,15.0,14.0,13.0,13.0,14.0,13.0,12.0,14.0,13.0,13.0,14.0,14.0,13.0,12.0,13.0,13.0,12.0,15.0,13.0,14.0,15.0,14.0
A7,12.0,12.0,12.0,12.0,12.0,12.0,12.0,13.0,12.0,14.0,14.0,13.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,13.0,14.0,13.0,14.0,13.0,14.0,13.0,14.0,13.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,13.0,14.0,13.0,13.0,14.0,13.0,13.0,14.0,13.0,13.0,13.0,12.0,12.0,13.0,13.0,15.0,14.0,13.0,12.0,13.0,14.0,13.0,13.0,13.0,13.0,13.0,14.0,14.0,14.0,14.0,15.0,14.0,13.0,14.0,13.0,14.0,13.0,14.0,14.0,14.0,13.0,13.0,13.0,13.0,12.0,13.0,13.0,13.0,13.0,15.0,14.0,13.0,13.0,13.0,13.0,13.0,12.0,13.0,14.0,12.0,13.0,13.0,12.0,15.0,13.0,12.0,12.0,14.0,13.0,11.0,13.0,13.0,13.0,14.0,14.0,15.0,12.0,14.0,13.0,13.0,14.0,13.0,16.0,13.0,13.0,15.0,13.0,14.0,13.0,13.0,13.0,14.0,14.0,14.0,13.0,13.0,13.0,13.0,13.0,15.0,13.0,13.0,15.0,13.0,13.0,15.0,13.0,12.0,11.0,13.0,12.0,13.0,12.0,13.0,11.0,11.0,13.0,13.0,15.0,13.0,15.0,15.0,12.0,13.0,14.0,13.0,13.0,12.0,13.0,14.0,12.0,13.0
A8,11.0,11.0,12.0,12.0,13.0,12.0,13.0,13.0,11.0,12.0,13.0,13.0,14.0,14.0,14.0,14.0,13.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,13.0,14.0,14.0,14.0,14.0,14.0,14.0,13.0,12.0,14.0,13.0,13.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,12.0,13.0,13.0,13.0,13.0,13.0,15.0,13.0,16.0,13.0,13.0,12.0,13.0,14.0,13.0,14.0,14.0,13.0,12.0,13.0,14.0,13.0,14.0,13.0,14.0,14.0,15.0,14.0,14.0,13.0,14.0,14.0,14.0,13.0,12.0,13.0,13.0,12.0,14.0,14.0,12.0,15.0,13.0,12.0,13.0,14.0,13.0,13.0,13.0,13.0,13.0,12.0,13.0,13.0,12.0,13.0,13.0,13.0,12.0,13.0,14.0,13.0,14.0,12.0,13.0,13.0,12.0,12.0,13.0,15.0,13.0,13.0,13.0,13.0,13.0,14.0,13.0,14.0,14.0,12.0,12.0,13.0,13.0,14.0,13.0,15.0,12.0,14.0,14.0,14.0,13.0,13.0,12.0,14.0,14.0,15.0,12.0,13.0,13.0,16.0,13.0,14.0,12.0,13.0,12.0,12.0,14.0,13.0,13.0,11.0,13.0,14.0,13.0,13.0,14.0,12.0,13.0,13.0,13.0,12.0,13.0,12.0,14.0,13.0,11.0
A9,11.0,12.0,11.0,12.0,11.0,12.0,12.0,13.0,13.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,13.0,15.0,14.0,15.0,15.0,13.0,15.0,14.0,14.0,14.0,13.0,14.0,13.0,15.0,13.0,14.0,14.0,14.0,13.0,14.0,13.0,13.0,13.0,14.0,13.0,14.0,13.0,14.0,15.0,13.0,13.0,14.0,15.0,13.0,13.0,12.0,13.0,14.0,13.0,14.0,13.0,14.0,13.0,14.0,12.0,13.0,13.0,13.0,15.0,14.0,14.0,13.0,14.0,14.0,13.0,15.0,13.0,13.0,14.0,13.0,14.0,14.0,13.0,14.0,13.0,14.0,13.0,16.0,15.0,13.0,13.0,13.0,13.0,13.0,16.0,13.0,13.0,14.0,14.0,14.0,13.0,13.0,13.0,13.0,11.0,13.0,14.0,13.0,13.0,12.0,12.0,13.0,13.0,14.0,13.0,13.0,11.0,13.0,13.0,12.0,15.0,13.0,13.0,14.0,14.0,12.0,13.0,12.0,14.0,13.0,12.0,14.0,13.0,13.0,13.0,12.0,15.0,13.0,13.0,14.0,13.0,13.0,12.0,14.0,13.0,13.0,15.0,13.0,12.0,11.0,13.0,13.0,14.0,13.0,13.0,13.0,14.0,13.0,12.0,12.0,13.0,13.0,13.0,13.0,13.0,14.0,14.0,13.0,15.0,13.0,13.0
