Slice,zraP_mean,zraP_std,arsR_mean,arsR_std,zntA_mean,zntA_std,merR_mean,merR_std,U139_mean,U139_std,cusC_mean,cusC_std,cadC_mean,cadC_std
42,11.234757725458223,1.9439534747881675,25.19900045971795,6.4197999985334935,14.955590286890475,8.845559119277603,9.249311281,1.579650841635765,17.709870141757463,2.9110175440575645,25.79540503,4.6908741244860055,9.254951255524963,1.179580819
43,11.048775306488908,2.128538167590058,23.652369404931495,6.065159776368453,14.15352541855404,8.189471665,6.355484050105128,1.2857950420197144,17.76603198577562,3.1124841708841875,26.621814609822586,4.169867955075114,9.356303543321424,1.24167993
44,10.230922486519649,2.0235976879582966,24.312897604596703,5.676360069507358,14.317164811903519,8.100820487902402,7.210583094954783,1.561812199369598,17.71212958231501,2.873859804065822,24.593813412320987,3.863875902572902,9.443890628217613,1.261638545
45,10.284675408925615,2.3406780150097117,23.98430638049041,5.720499703560927,13.990307025480963,7.9593610910094945,7.015154397059945,1.4343190814236353,17.705969495248347,2.755713119180742,25.895605320321316,4.183115836262995,9.024340639149054,1.000166389
46,9.781716260612928,2.1618833048303543,23.356545028348187,5.9327759612574456,13.837273175374719,7.877577482693429,6.360502641567951,1.5105110213961628,17.71108268926494,3.142134571485911,26.679568104827663,4.215443223950877,9.148069531999242,1.08783102
47,10.863279315259748,2.2172736574474894,24.785904812176547,6.455372358,14.363124784884226,8.032177225133616,7.397954545349386,0.9632835840135568,17.724051391565226,4.264284890253264,27.40026102719709,4.575175689502805,9.254951255524963,1.179580819
48,10.537756069461203,2.0507157863481886,23.518046626845035,5.718566520542021,14.238336338636252,7.939383781562266,7.368852294181079,0.7549666948810606,17.722369432821996,3.6226612562530067,25.949989984026523,2.9987843590811685,9,1.24167993
49,10.638472060708983,1.527743614760879,24.287295634717047,5.727367125882343,14.360995602919854,8.005694041861638,7.483994229748049,1.2050578106619156,17.851612911449546,3.950118916705099,26.990981531056946,4.120743547141583,9.024340639149054,1.261638545
50,9.497779614768739,2.147304571013205,24.843560236548157,6.027589682050046,14.251678157013885,7.990535663227426,7.0401592790529355,1.5437516148982733,17.713288299560205,2.741437759863763,26.82601329132326,4.098317253609298,9.148069531999242,0.886931935
51,9.381834526,1.810091832,24.418410710607134,5.981038444988902,14.05409127572111,7.945425129782379,7.024004119728929,1.2736841670771117,17.870730817004233,4.517565014828863,25.57870499955715,4.059409993966719,9.254951255524963,0.950684323
52,10.324006320051064,1.3897110037238993,25.024672534592263,6.0066727536498865,14.161054950682132,7.814581170603309,9.269305934801736,1.3709912203336727,17.787179569061678,4.0746280344033465,27.765096454525878,4.665900383793359,9.356303543321424,1.000166389
53,10.573456976791135,1.5388221856295916,24.947177640557918,6.221506893391451,14.218574583297674,7.8712123868964134,8.455795794,1.5300491320146221,17.819414670726992,4.100776668504738,27.34594957681774,4.332298784363912,9.443890628217613,1.08783102
54,10.822907633531202,1.7480363078282386,24.869682746523573,6.442263829,14.276094215913215,7.928292407364645,7.642285653308944,1.6893931288030695,17.851649772392307,4.235185234967592,26.926802699109608,4.004616530113224,9.495507255887045,1.179580819
55,10.795468596659575,1.7605443206481035,24.78769553386826,6.052993074099213,14.613324404819926,8.030213794825354,7.310707477584437,0.9597379263866872,17.754292148488812,3.562186763821893,26.356461996158004,3.597371907114274,9.745945619,1.24167993
56,10.288268234536456,1.7528446851214385,24.049876137644663,6.521021336753625,14.155582621462521,7.7526282682925896,7.842233195391021,0.7335844223379963,17.78218670133893,3.5401553776931953,26.717266324070575,3.838557752183308,9.789408888,1.261638545
57,11.337882240528085,2.2179234959952177,24.95488988495571,6.492311029684225,14.229138327460122,7.680889707,7.445401220008911,0.9289289336256253,17.759171493256083,2.9399886707732246,27.40189474282433,4.553418779742732,9.671755460819632,1.000166389
58,11.73504812,0.893868457,26.007756638446384,6.796869241788245,14.527494656187699,7.876345796764147,8.361815671066044,1.021380178716775,17.604394641127154,1.6368318623479685,27.070253424377864,3.3783090717585207,9.779866603060519,1.08783102
59,10.004944089548353,1.787346072761994,24.229563677212347,6.551950633119006,14.069676418981405,7.382835366248742,7.206156702403842,0.8928309385982957,17.687576195681544,3.1652101347308244,26.16492157375887,4.275939321166261,9.813323092062824,1.179580819
60,12.198641281977473,2.158282828401979,24.71479946402803,6.514346921148439,14.494862344124888,7.483855053081081,9.088514479837688,1.1783889940317471,17.721465533571035,3.501004214605991,28.110024961333043,4.503712602130768,9.815109408498401,1.24167993
61,10.03172455286505,1.5237280801031696,24.635563151883662,6.5404542973190045,14.029680633245052,7.2864948981651025,7.893114801645051,1.2835110134530425,17.736854779715536,2.9866297095818233,26.591805650165412,3.607542522859851,9.899459210203783,0.886931935
62,10.123879819261168,1.9783645975975854,24.482244307745866,6.383616904858067,14.009500033056902,7.135930195,8.040327704320273,1.176559768,17.716013168741412,2.427512466532603,27.16728262699096,4.3337904915009124,9.955947084679059,0.950684323
63,10.98136207910136,2.367688778961348,25.106783393249803,6.477379337407344,14.030315279486878,7.238442781967716,8.543252523632047,1.3072448228637472,17.794863228330556,3.6243472508491403,26.93670381194694,4.116455254106453,9.356303543321424,1.000166389
64,10.754330774873704,1.979074953709239,24.527799335891924,7.040735095454209,13.441822368653213,6.905527064,7.612879982472475,1.0714537009350862,17.797799837198067,3.597985247548737,25.907186429756432,3.5119100437952495,9.443890628217613,1.08783102
65,9.985989096591457,2.281752009081732,24.29728141,6.919670347,13.581367088139359,6.875861056867857,6.899994851423843,1.113599133850189,17.693180250395024,1.9454154733531521,26.356723969480434,4.193421805906866,9.495507255887045,1.179580819
66,11.391517320235337,2.3765508506897066,25.86887937955591,6.958614214872284,14.401545846807064,7.144803676934581,8.468269208113306,0.9320180773067147,17.71476531676279,3.0577985328411748,28.87298862719215,4.229323162072863,9.745945619,1.24167993
67,11.947262187178055,2.233275396405729,28.133646053032543,7.076429408175699,14.741609871936479,7.296031469475065,7.856608870308995,1.5360969224816816,17.72840899890336,2.8159265616675886,28.455324718605404,4.546276011804068,9.789408888,1.261638545
68,10.809581221424104,2.292399578291305,31.387759191409224,7.506042325424439,15.038792297124285,7.2988252003608025,7.577088145857607,0.8354578310834825,17.66599839213557,2.5873063925529642,28.35782854,4.357596318579016,9.671755460819632,1.000166389
69,11.25514053728404,2.0193402775412075,35.871052702603066,8.140677131735229,15.64748575837585,7.649393171215808,7.260016750608026,1.216696037210472,17.667388588834097,2.0916049064024564,29.110790454925766,5.209591550841608,9.779866603060519,1.08783102
70,11.308754784186004,2.1041775716679783,40.14593543739848,8.464813707581786,15.964200630365557,7.562170603,6.919211408252142,0.29444082912759995,17.64540051197617,3.240329397511969,29.04417971959456,4.501531844918432,9.813323092062824,1.179580819
71,8.260198525569333,2.246114727625042,43.54546089905836,9.526604945,16.04983290797247,7.673675128416739,7.617663970530706,1.8025408632576962,17.671679461158654,3.2415188358223213,28.41864783063583,5.221208151825143,9.815109408498401,1.179580819
72,10.88543052844605,1.840411169491351,47.57148842,11.792622865206123,16.368756483225404,7.7670816906010725,8.673426186,0.921308136,17.639553359533245,2.1170195464668558,30.296765364548836,5.511287722691704,9.254951255524963,1.24167993
73,10.064505848861137,2.1935601638937734,51.46986962,12.208229525391252,15.809322348315018,7.387816684286162,7.792279081951406,1.3381472973217867,17.620385325037574,2.2545362326135754,31.35011972,5.764140439868696,9.356303543321424,1.261638545
74,11.544390837673717,1.687449767,54.80322716981513,13.312373801147713,16.192706141217855,7.802565340340959,7.32974484,1.687273663448723,17.699814133780595,3.2682257970895736,31.16338529272671,5.737576501814292,9.443890628217613,1.000166389
75,11.731425009899063,1.8816460097449104,58.81004164542538,13.766264871702594,16.425978988500717,7.747624365163617,9.134249596348361,1.8733023423108317,17.785164664647727,3.6785524857928906,33.474954114593466,6.491212034,9.495507255887045,1.08783102
76,11.297633884116099,1.9812671696957576,61.12429847654823,13.830267421093847,15.914421525631392,7.375662939077572,7.992338372069368,1.3275183918831748,17.720964365946635,3.813302822374429,31.90239400093462,5.443073284077641,9.832872157,1.179580819
77,10.508406222982304,1.3695570265019237,62.63045689402123,11.650744190087112,15.460381704307622,7.115900851766871,6.712113370277967,1.1393604680310236,17.791921166081735,4.507413434508454,30.40063755842442,5.759060116221114,9.876335426,1.24167993
78,11.746817938469434,1.9266432757532534,64.42994619455862,13.096397684248727,15.33255057476601,7.074057746513287,7.564489379521653,1.4535372160683129,17.60536447807747,2.8894087626733462,30.192479241294485,5.975098481977913,9.671755460819632,1.261638545
79,11.492616662846117,2.062916900973349,68.60782880525832,13.259968695058909,15.110087327193256,7.006213193346548,6.856454098977926,1.1023801151507528,17.74572685166159,3.2911807989446165,32.70121892654829,6.0222918821322695,9.779866603060519,0.886931935
80,10.032026912515287,2.3697249659230906,72.04845373982162,13.72209386221022,15.104334459709497,7.122988705241025,7.023229704,1.0889631006640925,17.696648980267618,2.6666301865495496,32.418322888214426,5.8140102,9.813323092062824,0.950684323
81,10.923088212100229,2.092445353537898,74.67750542437702,15.350765565775209,15.22291179483273,6.667859289237952,8.211012172946514,0.9268745575875041,17.760419253289406,3.6375096837498395,32.13208785911865,5.878232640538874,9.815109408498401,1.000166389
82,10.843930554059218,1.9258843120618316,77.83586256603753,17.42482236187676,15.09133992521139,6.634394717,7.035123210284755,0.9399738805955362,17.77127467447032,3.165834098596111,33.27742324457762,4.809254258998297,9.899459210203783,1.08783102
83,11.510906567687734,1.6223616713819347,81.04968823606089,18.77340209479016,14.805693640705805,6.691039440264894,8.243129735,1.3397219698114895,17.710598329679144,2.6265822558167113,33.652554460467925,5.214390283657501,9.955947084679059,1.179580819
84,10.824035307511718,2.324684601,84.89024812313087,18.333354641212658,14.664053879860022,6.252163424,7.636609114979999,1.2458888525963145,17.693691121800857,2.7949904172317273,32.18044866100045,5.457544179667365,12.96066215,1.24167993
85,10.65319697246062,1.9546285782290231,89.00461065460378,19.318957797380442,14.094652629869518,6.344843482438038,8.354924763430049,1.7935448672318177,17.67770155725435,2.9193111380865537,32.41863138195956,4.600710443225501,8.167816322546665,1.261638545
86,9.713318245308873,1.8181921218433206,89.21542128755803,20.385253714399237,13.439030466070705,6.301050106304908,6.982498519722438,0.8326973116581339,17.70887695440871,2.106188634117273,32.54294725979823,5.197161277901877,8.767399133063476,1.000166389
87,9.105310164,1.4692326638967725,92.08352383,20.059207875639565,13.20866073850683,5.937964554730462,6.878365950646904,0.9996741428968393,17.695735573751417,3.5499093245430036,31.604414654777067,4.6888079956138125,8.874580750610756,1.08783102
88,11.012172165797875,1.8218725139922822,96.47200668923148,21.343739440653014,13.327965762957543,6.08415354,7.725661220498021,0.615620735,17.79666119602653,3.6862058347155275,31.622549535790434,5.485898328,12.87383629,1.179580819
89,10.64533346959344,1.4097315551524543,98.85881704596808,21.050589628905648,12.784823769248932,5.835030570156724,6.143803802,1.6010315732881435,17.735457855894857,2.858004894089807,30.814700816595888,5.004320723983965,8.979864403415998,1.24167993
90,8.906748819950513,1.7852074898663526,98.89583412192124,23.319250027700306,12.032627040143062,5.317760317490751,6.9470410666339015,1.5601807038101956,17.68242238327042,3.151889395576593,30.438027906956837,4.046191670063613,13.03201327,0.886931935
91,10.281220630525759,1.4083911540447673,102.32089854768398,24.217881546266156,12.232715136932477,5.541054206479577,7.294028267380119,1.1780590572062632,17.775020909802606,3.276870053189259,30.149377611745706,4.679153623011687,9.024340639149054,0.950684323
92,10.428675102064824,1.3233175189193025,102.26437628234285,23.756177628604732,12.022058708581431,5.493929170267594,7.382707698617542,1.1496589248295954,17.793437440377144,3.4397115379712213,30.78420548401904,4.957316724073014,9.148069531999242,1.000166389
93,10.57612957360389,1.248593674522263,102.2078540170017,23.304272357083203,11.811402280230384,5.449225704558855,7.471387129854967,1.2064636777643836,17.81185397095168,3.6208099701991663,31.419033356292374,5.277173401492409,9.254951255524963,1.08783102
94,10.120925159260636,1.7800190354693664,99.86420752081119,24.647536508826615,11.454600477496584,5.317649826132664,5.990505152730677,1.2719614733584543,17.75221106604822,2.8101665763201473,31.783692613929823,5.0238802379752405,9.356303543321424,1.179580819
95,11.153063513420697,1.7742434904181033,98.45169997307565,24.639474890743223,11.347562792253388,5.184651876579193,7.359900399227243,1.357244528541356,17.79566835154111,3.6462939725141643,30.912248715028856,5.015512879005009,9.443890628217613,1.24167993
96,10.108835634651168,1.8684719963715228,93.74313452016985,21.553943719454196,11.117393433641997,5.136806281,6.228448501902836,1.5911637553073559,17.784001154014383,4.165671898598773,30.78834238760049,5.016693890479474,9.495507255887045,1.261638545
97,11.356440710902193,1.861048130959168,93.87471040880607,21.890665762204208,11.257491548826179,5.212394629437352,8.045255690461453,1.543164489596305,17.75916283035659,3.5292505175383213,33.85279562977675,4.263822732,9.919798695,1.000166389
98,9.133872171302476,1.3831495110667285,89.22107852096997,23.448453786746743,10.355483430877072,4.9702233720516045,6.607546093945269,1.6005290898072089,17.766308102998156,3.7023851232078786,29.73122809389869,4.112692472532336,9.963261964,1.08783102
99,9.619149162,0.9617538601080428,88.45891593477074,23.511980636734975,10.283317343380329,4.909268997,5.480093962679299,1.3698422785141036,17.77234282141423,3.651261502725705,31.644498277228514,5.319388790842499,9.671755460819632,1.179580819
100,9.938858005,1.5224923248449258,81.08828948,21.675028017569293,10.506945506593777,4.931653502355437,7.7268690509197135,1.4299517319236614,17.75397581574856,3.229306587536701,32.76601038450667,4.751800630887063,9.779866603060519,1.000166389
101,10.15896197588912,1.3795063830465184,79.29638244,21.09725663662867,10.49860523455434,4.918474923173573,8.179475375883909,1.4284589430248142,17.75996296347992,4.007261680122959,32.86941504,4.504595846578447,9.813323092062824,1.08783102
102,10.659423529637339,1.5928624010763266,77.79480093770742,19.94439223029713,10.329379448129652,4.7423277518832645,6.89947843,1.4428097597261487,17.793112512313975,3.443330539088451,32.62434826489511,4.682429982100091,9.815109408498401,1.179580819
103,10.070784557373875,1.4963517787648004,74.60535900234159,17.679908151169737,10.117499933163895,4.564412287,7.561615181402679,1.0919625765515724,17.764547347965454,3.954640440463468,32.92176429334388,5.459501522758677,9.899459210203783,1.24167993
104,10.84736254986837,1.814915101949559,71.04185712429432,17.971158508429284,10.041363717403492,4.419083308183758,7.588818442409183,1.4295034229804666,17.722921957781093,3.6462978966947563,32.94279781182915,5.122341172993841,9.572092543,1.261638545
105,12.160853178999547,2.0961185624693703,70.67848079638037,17.243984742510328,10.45485237421104,4.470597123978868,7.974971083900189,1.888359236657763,17.717286470505105,2.4932199050266908,34.37863343495132,4.900609899180774,9.615555812,1.000166389
106,10.633416709004337,1.2946469361528132,67.82056521929228,16.934973518213056,10.110034995604657,4.558323384122504,6.917607108901689,1.1452157246802872,17.769286167707953,3.600063942062045,34.56331398,5.041077121977081,9.671755460819632,1.08783102
107,10.462918768015752,1.7049213749951824,65.42699505496341,16.385551563811966,9.969238473092119,4.491281284,7.643844433746409,1.2817731196377051,17.65844955943754,2.2303700187337583,34.01428263023452,4.226021249542276,9.779866603060519,1.179580819
108,11.302308416686142,1.713336529720243,61.37219396158636,18.969246568233626,9.840920190350975,4.2893566489283765,8.826889283842133,1.6167913079009126,17.76076129675108,3.6700223435065817,33.55667777935858,3.4356737938937756,9.813323092062824,1.24167993
109,11.217079456749397,2.0674280398188083,56.95540428861465,18.39850883566467,9.309585640964302,4.331741626524076,8.124024449,1.3519004090650362,17.660530224957927,2.767074741704812,34.26856892475306,2.9247264023382313,9.815109408498401,0.886931935
110,10.631489767992738,2.165930183503773,52.38549801290027,18.159012698802183,8.601740095596941,4.102424694396837,7.773348599633392,1.365186195909155,17.764993712108765,4.163842052335811,32.895359043353224,3.640488966770484,9.899459210203783,0.950684323
111,11.311820385197422,1.5585148953956474,50.66704703786705,17.689725450190483,8.355701975374883,4.077593064483257,8.376265167094322,1.536295187019625,17.711550357396785,2.4825849458901557,32.79558258104302,4.530625742,9.955947084679059,1.000166389
112,10.477132996981242,1.088401513,49.507483766219174,16.428399657914703,8.294773952228336,4.029432060207128,8.467591882572538,1.1464992950063506,17.60445333886263,2.3130134167654384,31.98276203374673,4.592774942803023,9.960662146,1.08783102
113,12.18921564028117,1.9541578434317233,50.953277304224066,16.902672181707647,8.825177107576781,4.307741087724369,10.150861874083724,0.9496887772952444,17.657634101847613,2.4942507394932467,34.09874745,3.568191823386844,9.148069531999242,1.179580819
114,11.350410258607386,2.029865546892263,49.41820670843354,16.257371175788833,8.324017946859602,3.9061117854367255,8.648869954333055,1.352452995666958,17.605862440875065,1.262278052113437,31.45212223980672,3.2978736799253783,8.062832171206088,1.24167993
115,9.888375368722029,1.8427990058185413,48.52537364277801,16.219895221162748,8.412542781832862,3.9448756403147036,8.632769216,1.4756895594336565,17.63556609825067,2.206380507818634,34.14204426287338,3.9234390289950074,8.145183374997297,1.261638545
116,10.733656724681616,1.8092854696264191,49.321701058051744,15.113944563872511,8.765732033380594,4.166549792130246,7.920504389702254,1.1268923403837565,17.70902980679297,2.6670725435924223,34.44207554439538,3.5479561908261688,8.242079431177313,1.000166389
117,10.862949061892067,1.964864519616967,49.363240564690514,15.294490201609248,9.083224397924344,4.281979217867341,8.874874763305273,1.6772959342782934,17.706451723886534,2.5053406617399876,33.69734937909787,3.4283177323752776,8.293124020875968,0.950684323
118,9.824280733851941,1.10246259,47.80807124025599,16.92012393495029,9.357466004976239,4.421304058083112,6.638494476961931,1.2548594962045199,17.676387858963764,2.2201436014238842,33.734606790234075,3.178339516667222,8.420704862442753,1.000166389
119,11.449927350034413,1.410578878992362,47.70946021406104,16.04186389124413,9.641113953491663,4.6243941272101665,8.425377381860887,1.4140918340359923,17.693224433664362,1.9943758690380566,35.35366425782733,3.9771231553987745,8.529542784157812,1.08783102
120,10.352613428008464,1.8229190751659465,47.940156797963404,15.864717884632173,9.770662504988678,4.535234697714664,7.551581217927589,1.424039179070205,17.665289009189685,1.9334813341006505,37.191379111228564,4.64757394,8.587809768152846,1.179580819
121,9.811592748063886,2.249472404645251,47.92063591414826,15.14872880267419,9.579292402760858,4.463300474134477,8.365030286769164,1.5401642699618339,17.765738544745737,3.2031455292223843,35.88186317533721,4.310472319805087,8.167816322546665,1.24167993
