Slice,arsR,arsR,arsR,arsR,arsRBG,zntA,zntA,zntA,zntA,zntABG,zraP,zraP,zraP,zraP,zraPBG,cusC,cusC,cusC,cusC,cusCBG,merR,merR,merR,merR,merRBG,U139,U139,U139,U139,U139BG
191,2627.006,2666.952,2735.161,2631.952,2366.232,2646.464,2686.488,2593.899,2509.827,2345.75,2373.762,2366.518,2359.435,2345.095,2336.411,2482.25,2488.383,2474.067,2509.883,2298.783,2327.306,2324.876,2313.463,2323.033,2296.083,2305.793,2303.298,2297.223,2293.157,2259.149
192,2631.077,2668.595,2750.208,2633.375,2365.536,2648.185,2661.905,2597.553,2508.5,2341.119,2374.452,2364.298,2360.256,2342.774,2332.303,2479.783,2496.6,2473,2508.333,2301.383,2330.306,2326.198,2325.231,2320.05,2296.165,2307.174,2302.694,2293.57,2291.694,2261.124
193,2625.78,2668.988,2724.417,2631.976,2362.708,2647.542,2658.101,2595.101,2509.69,2345.536,2371.732,2360.649,2352.56,2345.518,2333.839,2477.583,2489.433,2477.333,2502.85,2296.583,2326.579,2325.438,2324.876,2320.595,2297.562,2308.909,2297.091,2286.058,2289.835,2255.149
194,2620.107,2676.851,2732.339,2629.661,2364.25,2638.387,2632.286,2597.089,2507.768,2348.97,2372.583,2368.214,2355.947,2344.381,2334.244,2489.033,2506.533,2467.3,2502.983,2308.683,2324.388,2327.959,2318.339,2323.686,2292.372,2309.107,2294.628,2294.562,2292.636,2258.331
195,2624.69,2667.833,2740.839,2635.655,2363.03,2639.053,2643.994,2596.44,2509.917,2346.089,2373.851,2361.488,2356.428,2341.869,2333.768,2485.033,2486.667,2472.083,2496.8,2298.283,2327.455,2326.421,2318.901,2322.413,2295.851,2312.157,2291.636,2292.413,2289.843,2260.661
196,2630.214,2661.238,2734.833,2630.738,2363.643,2643.274,2667.185,2596.661,2511.661,2347.024,2372.214,2362.744,2353.649,2345.363,2335.345,2492.367,2478.167,2484.033,2499.25,2307.4,2325.372,2322.926,2322.579,2322.62,2290.107,2308.942,2295.256,2290.149,2288.818,2258.215
197,2631.072,2664.595,2746.024,2632.589,2359.905,2628.363,2676.542,2590.732,2509.375,2343.899,2371.815,2361.536,2353.155,2344.744,2336.22,2488.517,2490.867,2476.333,2503.117,2308.433,2329.521,2320.223,2320.595,2320.942,2294.397,2310.256,2293.884,2290.893,2291.157,2256.165
198,2624,2665.774,2741.601,2636.006,2362.857,2634.792,2683.678,2595.792,2509.619,2348.697,2375.28,2363.917,2357.036,2342.958,2335.178,2482.683,2486,2476.65,2505.083,2290.633,2324.215,2326.727,2321.372,2322.612,2292.165,2303.736,2297.835,2299.306,2288.826,2254.983
199,2623.363,2670.678,2741.119,2635.857,2395.756,2624.863,2698.548,2591.375,2513.869,2343.667,2373.214,2363.25,2358.905,2345.303,2330.583,2476.65,2489.917,2479.683,2505.85,2303.783,2323.959,2328.124,2321.347,2322.884,2288.736,2307.388,2301.38,2295.562,2291.339,2256.81
200,2623.964,2666.119,2749.661,2633.137,2360.589,2639.649,2647.167,2596.327,2516.488,2345.083,2372.512,2364.893,2357.917,2341.851,2335.315,2477.2,2487.45,2468.883,2498.783,2298.967,2328.95,2330.413,2328.95,2322.736,2294.893,2310.405,2301.562,2295.099,2291.488,2258.843
201,2623.667,2657.958,2753.678,2633.083,2365.786,2633.655,2650.952,2603.738,2518.512,2346.899,2371.708,2367.399,2358.839,2343.256,2331.024,2486.233,2489.133,2474.25,2495.167,2310.733,2325.083,2321.025,2325.562,2322.884,2299.223,2308.182,2302.876,2288.43,2289.05,2256.876
202,2619.447,2672.881,2759.589,2637.065,2364.006,2646.083,2660.572,2608.119,2525.423,2345.327,2376.238,2368.726,2360.786,2349.22,2332.839,2478.717,2488.033,2478.5,2498.683,2300.767,2327.702,2326.116,2326.281,2325.636,2292.983,2305.727,2291.769,2298.116,2296.157,2258.835
203,2634.542,2672.952,2776.173,2645.94,2364.339,2663.548,2676.744,2627.81,2535.935,2348.988,2376.673,2371.488,2358.756,2349.839,2333.375,2486.3,2508.417,2490.883,2514.517,2308.683,2339.248,2360.975,2338.876,2343.736,2298.826,2313.669,2309.281,2305.661,2295.504,2261.942
204,2677.988,2730.31,2904.185,2716.75,2393.917,2949,2954.048,2872.881,2827.143,2375.637,2401.72,2397.803,2390.881,2387.524,2373.387,2527.65,2596.217,2525.7,2601.45,2336.867,2527.405,2746.702,2563.678,2629.81,2325.901,2344.554,2341.537,2334.562,2325.851,2292.446
205,2631.339,2691.625,2873.202,2686.208,2360.72,2923.292,2938.077,2847.667,2813.762,2341.065,2366.952,2357.399,2355.726,2339.197,2332.262,2486.783,2558.083,2495.35,2559.183,2293.3,2487.289,2732.579,2525.769,2614.174,2290.099,2309.884,2294.57,2293.554,2282.223,2256.967
206,2638.31,2688.726,2755.131,2690.708,2355.553,2993.839,3025.655,2914.488,2881.887,2343.357,2367.655,2360.506,2355.28,2342.631,2324.678,2499.7,2580.833,2487.9,2585.5,2297.95,2527.281,2588.041,2572.074,2661.421,2288.43,2305.19,2292.736,2290.504,2287.364,2251.702
207,2652.464,2727.03,2785.405,2729.458,2361.119,3234.113,3325.553,3146.631,3147.232,2348.435,2378.167,2364.75,2359.911,2347.298,2333.792,2520.85,2562.917,2600.283,2660.85,2309.633,2661.421,2825.24,2736.273,2862.81,2288.678,2307.033,2302.397,2292.81,2289.826,2254.421
208,2680.417,2733.327,2834.131,2743.851,2360.083,3549.762,3660.732,3425.631,3428.708,2347.131,2377.94,2366.363,2360.322,2343.887,2334.506,2528.05,2602.317,2564.433,2731.533,2304.9,2798.273,3145.934,2966.826,3111.24,2296.446,2308.694,2303.132,2297.579,2294.091,2254.62
209,2693.042,2744.536,2853.881,2763.47,2367.595,3877.822,4070.208,3746.292,3741.649,2351.19,2377.553,2371.238,2363.548,2348.958,2335.863,2516.9,2627.717,2552.35,2823.3,2304.85,2992.562,3556.479,3200.909,3351.595,2293.826,2312.967,2305.273,2295.554,2289.017,2252.14
210,2706.982,2769.899,2897.893,2771.077,2365.518,4240.119,4161.679,4072.024,4057.643,2349.393,2379.006,2372.197,2366.565,2349.899,2335.089,2523.333,2658.183,2505.617,2866.35,2305.333,3150.215,4070.587,3436.785,3683.124,2300.529,2307.909,2299.446,2303.694,2302.107,2261.331
211,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
212,2724.595,2750.298,2925.893,2759.72,2366.286,4949.482,4970.423,4761.214,4705.262,2353.964,2380.637,2372.815,2360.185,2350.417,2336.958,2531.483,2710.783,2543.85,2998.483,2307.383,3710.488,4167.62,4021.091,4298.008,2298.868,2313.413,2305.76,2302.017,2296.868,2259.314
213,2721.565,2749.226,2879.548,2747.178,2370.363,5365.798,5444.839,5113.851,5043.304,2353.726,2382.607,2369.815,2369.756,2351.214,2334.506,2551.1,2770.317,2567.983,3051.033,2299.833,3910.405,4547.166,4230.926,4528.645,2294.107,2312.091,2302.099,2297.496,2294,2255.314
214,2715.03,2746.44,2894.553,2737.661,2368.72,5679.435,5562.756,5473.149,5381.917,2351.03,2383.565,2378.583,2367.423,2350.762,2335.738,2525.2,2801.333,2600.967,3150.083,2308.2,4102.719,4842.157,4507.455,4661.901,2298.711,2315.901,2299.314,2303.248,2298.942,2257.24
215,2707.363,2739.447,2895.661,2729.905,2370.542,6130.905,6002.095,5835.44,5675.423,2352.494,2384.012,2373.589,2368.083,2356.357,2338.774,2558.683,2838.783,2596.117,3273.917,2303.917,4215.636,5089.843,4674.653,4681.942,2304.157,2315.678,2299.43,2305.438,2297.909,2260.174
216,2697.351,2702.56,2906.982,2716.012,2368.881,6514.506,6505.577,6183.113,5957.786,2353.149,2383.577,2371.369,2366.095,2352.185,2335.53,2579.083,2837.783,2638.083,3276.367,2307.883,4206.074,4854.455,4654.198,4659.306,2300.463,2315.273,2302.397,2303.769,2297.826,2264.066
217,2687.667,2693.97,2801.214,2702.381,2370.643,6749.25,6374.315,6465.244,6192.875,2353.881,2379.072,2372.631,2368.369,2357.214,2345.131,2566.833,2909.317,2538.267,3337.767,2305.1,4161.265,4199.248,4590.24,4611.405,2303.57,2314.331,2302.554,2309.38,2301.736,2260.95
218,2676.786,2696.697,2796.637,2697.768,2371.643,6951.53,6823.262,6655.702,6402.018,2352.822,2384.274,2378.107,2368.565,2354.869,2342.357,2569.7,2954.033,2565.967,3420.933,2307.867,4101.884,4173.917,4509.273,4481.711,2303.595,2316.926,2304.008,2309.438,2304.537,2259.769
219,2673.774,2699.399,2793.381,2681.726,2371.845,7245.601,7225.226,6804.839,6521.786,2353.72,2384.75,2372.744,2368.631,2353.577,2339.458,2588.633,3003.65,2617.967,3512.017,2314.317,4075.512,3806.248,4339.066,4387.992,2301.603,2313.289,2311.653,2302.521,2295.074,2263.149
220,2675.708,2700.768,2790.006,2683.5,2369.536,7341.827,7675.452,6924.845,6620.042,2354.815,2382.411,2378.952,2368.565,2356.167,2345.565,2611.583,3018.033,2648.167,3527.233,2309.167,3971.025,3778.645,4102.066,4255.413,2301.702,2316.438,2308.446,2299.281,2304.975,2263.314
221,2672.292,2688.726,2758.5,2679.018,2368.107,7505.089,7174.429,7041.375,6768.512,2358.226,2384.482,2377.863,2362.428,2353.024,2337.03,2618.25,3070.467,2574.9,3646.35,2300.933,3866.446,3452.86,3907.76,3991.521,2308.62,2312.579,2313.57,2302.562,2301.769,2269.868
222,2661.69,2685.315,2761.685,2673.524,2370.494,7716.577,7572.286,7052.958,6828.708,2355.048,2383.345,2375.19,2366.226,2360.661,2341.22,2648.617,3165.583,2620.55,3630.1,2310.683,3639.388,3299.306,3679.694,3751.975,2309.645,2312.083,2310.901,2303.43,2302.926,2260.347
223,2655.798,2690.518,2764.089,2663.333,2371.572,7916.429,7974.655,7156.792,6882.625,2354.411,2381.072,2375.827,2366.702,2356.447,2347.167,2566.15,3212.567,2671.767,3683.583,2303.167,3457.893,3184.248,3576.628,3546.182,2306.479,2317.769,2307.868,2305.893,2294.793,2265.314
224,2651.572,2688.197,2739.28,2673.678,2367.947,8134.446,8271.304,7274.095,6927.161,2354.298,2385.857,2383.97,2369,2356.161,2340.935,2555.267,3119.45,2700.683,3845.733,2318.033,3302.636,2827.355,3443.711,3436.959,2300.785,2315.264,2309.24,2305.455,2301.934,2270.107
225,2653.512,2682.869,2732.452,2661.089,2372.97,8059.435,7761.625,7321.696,6993.268,2358.286,2383.988,2378.036,2369.607,2355.185,2349.577,2598.133,3217.783,2657.333,3831.717,2314.867,3167.752,2758.818,3342.405,3317.587,2304.661,2322.818,2308.86,2308.587,2300.95,2268.099
226,2642.536,2673.357,2727.298,2650.25,2374.077,7888.042,8034.268,7414.321,7007.845,2354.798,2382.988,2374.899,2366.125,2358.387,2343.339,2608.65,3287.483,2733.617,3322.4,2315.283,3078.901,2672.289,3161.917,3211.959,2303.769,2314.909,2305.421,2308.083,2304.587,2265.025
227,2640.095,2676.232,2731.19,2642.137,2368.298,7930.631,7702.929,7362.75,6990.065,2354.822,2379.756,2373.375,2365.25,2354.018,2339.333,2519.367,2962.433,2718.25,3334.683,2311.967,2997.124,2644.149,3064.521,3050.843,2303.182,2311.165,2309.554,2308.281,2298.264,2255.091
228,2635.322,2676.333,2716.381,2635.845,2370.03,8009.815,7887.774,7402.905,6977.244,2356.881,2377.303,2373.78,2367.881,2349.964,2340.661,2519.167,3041.6,2641.35,3318.95,2302.917,2933.86,2627.76,2964.934,2975.57,2296.843,2316.198,2299.711,2304.331,2304.455,2265.165
229,2635.583,2671.292,2720.232,2638.726,2369.423,8032.399,8178.911,7393.798,6941.214,2352.572,2378.553,2373.065,2369.423,2353.036,2335.678,2530.983,3045.25,2622.483,3234.233,2317.417,2918.058,2576.504,2876.008,2859.851,2297.099,2315.083,2303.926,2303.149,2296.603,2262.248
230,2629.958,2669.167,2726.583,2645.119,2370.619,8044.44,7636.72,7274.238,6887.208,2353.643,2380.197,2376.208,2368.226,2354.482,2341.756,2516.95,2992.017,2608.85,3234.25,2314.25,2872.579,2566.826,2791.174,2800.942,2301.851,2311.124,2295.727,2299.19,2297.421,2265.992
231,2629.572,2670.351,2716.381,2640.119,2366.06,8038.476,7717.667,7180.673,6856.185,2355.226,2376.982,2375.268,2363.47,2350.428,2344.881,2510.367,2894.933,2611.55,3182.733,2304.8,2803.488,2542.901,2751.025,2779.736,2306.231,2312.992,2300.934,2305.62,2299.372,2263.926
232,2624.47,2668.827,2722.476,2641.5,2369.393,7758.679,7692.494,7090.982,6734.232,2354.363,2380.964,2371.875,2363.22,2353.363,2341.678,2518.267,2878.95,2592.783,3180.733,2315.083,2740.793,2511.364,2696.57,2760.298,2303.107,2313.934,2301.05,2301.901,2301.157,2265.438
233,2619.089,2674.81,2714.423,2640.274,2367.863,7684.762,7202.292,7006.744,6578.53,2351.232,2376.113,2371.845,2360.131,2352.762,2339.928,2509.983,2858.25,2587.1,3122.15,2315.067,2696.025,2495.025,2656.091,2737.612,2298.289,2310.455,2296.62,2300.388,2296.975,2260.521
234,2620.577,2683.815,2718.381,2640.167,2367.928,7433.929,6977.851,6830.726,6438.476,2350.964,2378.613,2371.744,2363.637,2345.69,2342.083,2523.4,2709.367,2557.7,2830.383,2307.2,2678.306,2496.537,2631.777,2716.595,2296.421,2313.959,2299.033,2299.488,2292,2260.388
235,2618.327,2677.202,2724.363,2636.435,2365.256,7299.607,6715.571,6691.607,6164.155,2353.024,2372.595,2367.024,2361.428,2346.857,2338.125,2511.283,2734.917,2550.683,2804.65,2313.033,2647.909,2493.017,2599.041,2674.793,2300.471,2314.182,2304.091,2297.207,2297.496,2262.132
236,2608.399,2660.22,2727,2638.482,2369.131,7006.637,6679.548,6520.036,5922.137,2347.208,2372.94,2369.589,2360.042,2348.47,2337,2512.683,2723.317,2553.25,2790.667,2307.65,2633.496,2500.992,2605.554,2659.174,2300.62,2314.512,2300.554,2301.372,2294.455,2260.686
237,2607.649,2665.327,2714.048,2639.851,2369.947,6998.411,6337.131,6389.94,5678.077,2354.863,2375.286,2375.458,2359.815,2349.839,2337.839,2497.233,2714.317,2491.183,2777.367,2303.383,2616.661,2490.14,2596.397,2630.554,2293.868,2310.736,2299.421,2303.893,2295.702,2254.926
238,2606.268,2671.256,2716.381,2638.232,2368.036,6821.768,5789.339,6106.929,5376.869,2347.798,2377.024,2370.292,2357.518,2349.197,2340.78,2494.6,2718.55,2500.35,2790.333,2304.1,2595.446,2476.661,2542.405,2601.876,2294.711,2308.603,2298.521,2300.744,2297.14,2264.116
239,2602.137,2668.351,2718.917,2644.708,2364.202,6527.798,5648.143,5855.44,5155.006,2349.161,2377.685,2365.833,2357.565,2347.69,2333.303,2497.4,2706.483,2501.533,2753.333,2306.717,2589.835,2466.116,2503.942,2590.967,2297.14,2310.314,2299.785,2298.339,2294.479,2260.504
240,2596.685,2660.202,2719.738,2647.185,2363.714,6278.887,5508.47,5563.958,4935.994,2343.137,2372.053,2368,2357.399,2345.357,2336.03,2504.817,2702.583,2488.733,2726.9,2305.183,2558.612,2461.331,2492.628,2570.372,2293.76,2309.934,2299.099,2298.645,2294.835,2253.281
241,2594.893,2660.381,2717.458,2642.524,2367.518,5897.899,4939.107,5277.054,4740.708,2345.006,2372.548,2367.643,2360.905,2343.928,2337.655,2490.233,2692.967,2490.483,2704.083,2297.017,2554.364,2454.884,2481.992,2554.099,2298.81,2304.843,2298.289,2296.132,2292.62,2257.711
242,2600,2663.315,2724.952,2643.631,2363.565,5688.881,4868.708,5057.286,4547.256,2347.411,2374.881,2364.702,2357.19,2344.988,2333.339,2503,2698,2491.05,2696.65,2293.45,2543.595,2397.802,2474.083,2546.157,2299.727,2311.975,2302.215,2294.901,2291.521,2255.587
243,2593.565,2665.47,2718.244,2647.518,2363.262,5303.083,4813.054,4847.226,4335.054,2348.286,2369.94,2370.637,2360.928,2339.982,2335.298,2496.3,2596.883,2470.833,2662.117,2297.65,2543.595,2398.066,2462,2519.537,2293.826,2308.711,2295.157,2300.636,2282.909,2255.893
244,2589.565,2661.536,2720.887,2648.667,2365.625,5127.833,4465.565,4662.565,4191.131,2342.947,2370.565,2369.982,2362.423,2346.286,2332.881,2498.35,2588.5,2484.3,2669.683,2305.533,2530.471,2395.62,2470.554,2506.884,2294.959,2311.008,2295.256,2294.066,2288.231,2254.083
245,2592.274,2659.095,2720.702,2655.762,2362.524,4883.714,4352.036,4473.583,4016.893,2343.113,2366.625,2361.601,2354.268,2345.06,2332.786,2491.233,2588.617,2489.05,2650.217,2296,2530.587,2396.579,2460.669,2481.091,2296.545,2305.116,2298.331,2299.017,2286.504,2256.033
246,2585.506,2662.53,2723.577,2659.976,2362.506,4756.458,4318.911,4267.929,3884.155,2342,2366.107,2362.512,2353.905,2339.447,2331.494,2492.583,2586.283,2492.967,2631.033,2295.783,2530.612,2381.678,2448.537,2468.702,2295.074,2309.033,2289.273,2292.223,2285.264,2258.289
247,2585.131,2661.815,2722.673,2657.161,2366.47,4400.994,4002.899,4122.744,3775.161,2345.625,2373.964,2364.339,2357.22,2339.5,2328.119,2502.383,2578.95,2491.483,2634.683,2294.417,2531.744,2386.876,2441.479,2466.256,2295.678,2304.917,2296.248,2295.347,2278.901,2247.901
248,2579.185,2662.119,2722.952,2661.577,2362.083,4228.637,3883.822,3962.649,3662.685,2345.947,2373.208,2364.982,2359.042,2337.095,2334.964,2497.75,2572.75,2482.817,2617.817,2296.6,2506.645,2383.231,2443.702,2466.702,2293.694,2306.736,2295.727,2293.86,2287.851,2262.959
249,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
250,2577.738,2661.97,2714.464,2665.053,2360.268,3945.994,3780.601,3710.935,3471.048,2344.131,2365.226,2358.81,2359.637,2342.089,2335.982,2486.717,2540.75,2481.8,2589.317,2295.183,2489.983,2378.818,2437.273,2446.785,2293.19,2306.595,2298.785,2292.174,2280.545,2252.231
251,2575.661,2657.173,2726.572,2664.452,2361.012,3783.208,3521.119,3617.268,3380.994,2343.28,2368.244,2357.732,2362.702,2340.964,2330.238,2496.883,2544.9,2474.233,2563.45,2291.983,2497.678,2377.603,2418.744,2442.488,2292.818,2303.595,2294.132,2294.579,2279.207,2254.099
252,2566.786,2651.095,2717.869,2666.375,2366.113,3702.792,3502.803,3522.048,3295.518,2341.428,2371.149,2363.268,2359.494,2338.72,2330.393,2502.55,2537.733,2467.65,2544.75,2296.983,2490.653,2378.744,2430.711,2443.653,2295.983,2305.033,2294.529,2293.959,2288.893,2254.653
253,2570.387,2641.149,2723.036,2657.447,2359.536,3546.542,3422.869,3446.649,3231.375,2338.143,2370.863,2354.381,2357.089,2343.548,2330.178,2487.65,2516.183,2469.867,2545.317,2299.283,2476.289,2375.579,2428.975,2438.802,2287.066,2306.182,2298.132,2293.397,2281.446,2248.099
254,2570.619,2646.327,2715.744,2650.25,2359.095,3438.417,3301.149,3348.101,3184.631,2342.423,2363.595,2361.315,2356.613,2338.19,2330.018,2485.833,2512.75,2473.417,2541.367,2287.583,2474.694,2375.496,2426.736,2429.653,2296.802,2306.05,2289.818,2297.388,2284.322,2255.521
255,2566.143,2648.28,2715.28,2640.131,2359.673,3385.286,3289.857,3282.494,3111.143,2336.893,2365.137,2360.911,2357.518,2343.631,2329.161,2477.7,2492.333,2458.6,2503.35,2290.067,2465.835,2381.017,2424.579,2432.769,2290.091,2303.364,2298.455,2291.694,2280.339,2253.413
256,2566.589,2652.518,2725.982,2647.345,2360.964,3354.548,3284.428,3233.381,3071.137,2338.447,2361.935,2356.822,2359.119,2341.488,2332.327,2476.2,2492.617,2467.2,2505.55,2289,2464.826,2362.587,2424.868,2421.38,2296.405,2304.793,2292.149,2290.463,2282.099,2249.215
257,2567.268,2642.613,2726.994,2649.911,2364.339,3251.22,3069.232,3180.315,3038.857,2341.447,2360.631,2354.214,2356.363,2338.625,2332.428,2484.933,2504.45,2469.45,2505.867,2290.95,2465.711,2369.579,2429.008,2425.645,2296.008,2303.413,2295.529,2291.223,2281.149,2248.579
258,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
259,2567.572,2651.756,2712.827,2652.69,2361.958,3173.125,3087.673,3086.72,2940.78,2348.75,2364.518,2357.274,2357.06,2339.303,2327.435,2479.567,2498.6,2469.483,2496.733,2294.617,2472.198,2374.579,2424.579,2421.24,2291.612,2300.628,2290.884,2293.05,2275.835,2247.612
260,2570.625,2658.476,2716.185,2657.173,2361.119,3126.839,3082.226,3067.322,2910.56,2342.452,2366.988,2359.405,2357.488,2336.548,2331.113,2470.967,2498.567,2455.733,2488.333,2303.2,2467.909,2369.942,2419.736,2417.43,2292.074,2304.636,2293.95,2288.289,2282.438,2255.058
261,2570.982,2659.976,2725.018,2662.631,2363.375,3089.857,2990.488,3014.512,2874.339,2340.827,2363.417,2359.161,2355.643,2342.322,2326.94,2479.3,2476.067,2473.35,2497.733,2282.8,2464.438,2371.802,2421.331,2405.198,2295.752,2303.719,2293.636,2296.545,2285.132,2254.471
262,2577.827,2670.155,2732.512,2660.976,2359.964,3064.458,3022.452,2975.012,2850.774,2342.726,2366.69,2361.863,2357.572,2340.113,2333.976,2480.317,2494.367,2472.4,2494.317,2289.083,2451.661,2368.207,2417.645,2407.86,2290.669,2308.025,2294.207,2289.826,2281.917,2259.264
263,2583.178,2675.917,2727.833,2661.78,2367.06,3040.81,3005.673,2941.387,2821.232,2346.072,2367.994,2358.798,2358.185,2343.601,2333.756,2484.6,2486.983,2464.533,2501.517,2302.9,2447.264,2369.595,2415.314,2412.595,2294.388,2305.653,2293.826,2295.058,2286.545,2253.025
264,2585.69,2666.685,2731.869,2657.22,2364.274,2990.667,2919.524,2910.083,2788.125,2343.22,2370.167,2360.363,2357.065,2342.185,2331.893,2474.467,2482.617,2463.7,2493.283,2300.05,2449.446,2373.479,2418.43,2418.785,2298.372,2304.083,2294.24,2301.05,2283.496,2256.975
265,2589.673,2672.494,2731.435,2661.28,2366.178,2945.768,2904.482,2888.042,2768.244,2348.822,2368.101,2361.268,2358.018,2339.268,2326.857,2481.883,2478.133,2473.8,2484.417,2298.65,2448.595,2372.612,2384.479,2396.983,2291.256,2307.926,2300.033,2293.967,2284.851,2252.074
266,2589.06,2676.678,2728.548,2667.697,2363.601,2926.387,2830.94,2863.31,2751.012,2345.905,2370.887,2361.131,2359.673,2347.083,2335.089,2468.767,2499.067,2471.617,2493.05,2299.2,2443.157,2361.388,2376.62,2403.686,2296.289,2307.19,2298.124,2291.347,2280.645,2257.579
267,2589.744,2681.143,2726.351,2661.381,2363.417,2892.964,2858.072,2837.952,2740.881,2342.119,2369.428,2362.994,2359.131,2342.22,2335.994,2467.65,2492.233,2467.367,2498.683,2295.283,2448.876,2364.579,2376.983,2405.496,2291.19,2312.645,2300.256,2299.463,2282.711,2261.901
268,2595.345,2668.262,2735.976,2655.952,2368,2885.553,2870.423,2819.518,2718.303,2348.125,2371.667,2364.851,2357.678,2343.548,2330.851,2484.417,2485.6,2473.85,2496.833,2303.833,2459.281,2362.256,2383.926,2407.545,2295.455,2305.537,2298.967,2296.711,2285.231,2258.744
269,2600.197,2670.923,2735.423,2652.357,2366.768,2891.167,2792.292,2803.322,2708.714,2348.244,2374.982,2368.131,2357.22,2345.262,2329.738,2482.5,2500.25,2475.767,2503.7,2306.617,2449.504,2372.711,2378.347,2407.215,2297.702,2313.719,2298.231,2292.446,2286.306,2253.463
270,2594.756,2679.506,2734.833,2652.577,2363.131,2861.786,2811.708,2791.548,2698.375,2347.19,2374.208,2364.863,2357.351,2344.732,2333.072,2476.067,2504.333,2463.45,2502.15,2300.867,2431.455,2364.446,2378.636,2402.207,2295.455,2304.653,2300.727,2292.628,2284.24,2254.405
271,2595.185,2673.619,2733.845,2650.577,2367.631,2876.5,2847.768,2767.214,2685.226,2349.482,2370.798,2366.78,2360.869,2347.881,2335.452,2478.733,2495.733,2468.05,2494.383,2297.917,2427.058,2368.339,2378.76,2399.479,2301.017,2307.678,2293.231,2298.529,2288.273,2263.752
272,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
273,2606.947,2679.303,2730.369,2649.303,2364.708,2822.875,2779.881,2742.274,2668.863,2349.423,2379.208,2366.131,2361.738,2345.643,2336.101,2478.283,2500.833,2469.767,2493.467,2313.767,2420,2362.727,2387.017,2392.76,2297.579,2307.397,2301.174,2295.116,2288.512,2262.248
274,2603.178,2678.083,2735.107,2650.167,2367.607,2801.697,2821.137,2726.625,2661.012,2347.185,2375.875,2369.351,2363.083,2343.869,2334.113,2471.017,2498.05,2483.983,2489.933,2298.483,2415.405,2371.388,2386.537,2407.289,2297.992,2313.364,2300.074,2300.512,2287.289,2264.058
275,2582.803,2652.542,2711.935,2645.19,2364.089,2736.262,2717.512,2699.447,2627.214,2345.435,2365.518,2359.982,2355.303,2336.53,2330.411,2470.783,2491.433,2465.583,2488.233,2298.217,2414.289,2365.083,2378.182,2389.818,2299.909,2311.397,2296.529,2299.157,2292.074,2257.901
276,2548.202,2616.911,2681.119,2616.69,2326.685,2706.833,2665.119,2657.702,2600.869,2309.31,2329.685,2322.447,2322.28,2300.095,2299.238,2431.017,2444.867,2424.817,2441.55,2265.25,2374.86,2320.438,2344.694,2351.86,2258.479,2274.711,2260.727,2262.736,2251.57,2226.322
277,2557.452,2634.315,2695.363,2628.583,2335.678,2729.232,2682.798,2670.833,2606.208,2318.744,2338.322,2337.375,2331.202,2320.512,2304.565,2439.317,2460.967,2445.9,2457,2279.033,2383.843,2332.446,2347.876,2359.752,2270.198,2286.694,2275.19,2269.884,2262.339,2232.57
278,2578.53,2663.25,2713.577,2643.631,2354.244,2764.375,2726.125,2696.077,2615.119,2336.697,2365.089,2355.095,2349.155,2330.161,2323.542,2459.217,2475.85,2468.6,2472.317,2290.417,2401.785,2351.917,2373.025,2382.455,2283.281,2294.066,2284.231,2288.876,2273.851,2251.43
279,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
280,2595.447,2666.298,2732.518,2642.06,2360.726,2700.738,2765.125,2694.631,2608.369,2341.613,2361.822,2355.577,2349.863,2340.732,2324.768,2461.517,2478.333,2463.55,2481.933,2296.083,2409.686,2358.603,2376.033,2388.438,2292.43,2303.107,2294.24,2290.446,2282.132,2252.273
281,2596.947,2675.542,2730.012,2639.863,2359.262,2705.232,2772.232,2687.333,2607.726,2343.572,2363.19,2361.75,2351.661,2337.327,2326.905,2473.033,2478.933,2458,2489.817,2298.717,2410.124,2357.355,2375.661,2388.438,2293.636,2305.603,2292.504,2296.132,2283.273,2257.132
282,2599.19,2671.452,2732.232,2639.226,2360.589,2717.012,2716.119,2673.44,2599.839,2344.018,2364.452,2358.268,2353.274,2341.69,2330.048,2478.283,2476.333,2477.633,2476.083,2301.333,2403.934,2355.463,2376.281,2362.339,2294.083,2305.388,2297.182,2286.562,2282.678,2258.025
283,2601.149,2677.006,2744.256,2639.964,2368.494,2717.476,2732.405,2675.131,2598.56,2347.452,2369.863,2364.524,2352.178,2338.262,2327.655,2477,2470.817,2464.983,2477.4,2297.3,2407.777,2357.967,2375.711,2367.86,2292.579,2304.256,2299.198,2292.868,2284.405,2254.306
284,2605.208,2682.072,2729.22,2632.577,2362.089,2734.768,2766.345,2664.119,2600.952,2347.494,2372.137,2367.53,2355.042,2345.786,2329.25,2468.733,2483.733,2473.067,2490.567,2296.983,2417.38,2360.033,2369.942,2369.339,2295.702,2304.95,2297.76,2293.612,2281.446,2259.074
