Slice,arsR,arsR,arsR,arsR,arsRBG,zntA,zntA,zntA,zntA,zntABG,zraP,zraP,zraP,zraP,zraPBG,cusC,cusC,cusC,cusC,cusCBG,merR,merR,merR,merR,merRBG,U139,U139,U139,U139,U139BG
194,2523.072,2525.643,2527.238,2548.435,2367.928,2662.893,2743.774,2608.619,2586.655,2367.411,2397.845,2377.643,2375.101,2370.452,2374.178,2623.533,2580.517,2628.517,2570.517,2393.717,2364.182,2377.967,2367.471,2380.752,2341.223,2411.24,2411.405,2395.132,2376.471,2388.471
195,2516.143,2526.494,2534.988,2551.065,2368.149,2668.06,2742.553,2602.089,2579.822,2370.94,2398.322,2374.197,2373.47,2376.173,2372.458,2610.517,2581.5,2632.983,2571.517,2390.183,2370.744,2379.86,2375.083,2377.033,2340.727,2408.694,2415.322,2398.959,2373.529,2385.058
196,2519.857,2523.149,2534.107,2548.327,2364.72,2671.167,2746.315,2599.238,2580.887,2368.202,2397.857,2374.786,2371.22,2377.018,2375.167,2623.183,2575.933,2611.383,2571.267,2395.383,2365.231,2383.579,2369.488,2379.488,2341.934,2409.099,2421.612,2398.058,2369.289,2381.207
197,2521.595,2522.81,2533.506,2543.685,2367.274,2673.131,2735.197,2600.256,2567.899,2372.923,2399.327,2376.393,2370.875,2380.107,2371.381,2605.517,2570.8,2598.783,2562.05,2397.65,2364.264,2384.983,2373.041,2374.198,2338.562,2408.091,2414.165,2399.826,2377.198,2378.868
198,2523.601,2517.482,2539.958,2546.512,2369.827,2672.351,2741.06,2592.625,2576.22,2374.726,2395.988,2382.928,2369.798,2376.095,2373.947,2604.883,2577.983,2612.433,2561.367,2394.333,2371.033,2378.38,2366.628,2380.917,2342.843,2413.355,2411,2398.107,2371.512,2381.058
199,2514.697,2529.792,2536.048,2544.298,2370.964,2667.952,2748.428,2594.833,2574.208,2370.72,2399.113,2378.768,2371.137,2378.345,2376.339,2612.133,2566.733,2617.867,2557.833,2393.933,2367.818,2383,2374.603,2379.711,2337.157,2411.769,2412.769,2393.645,2373.636,2385.529
200,2519.101,2523.595,2539.226,2542.428,2367.048,2662.589,2749.048,2593.363,2579.697,2371.631,2399.928,2381.357,2370.589,2375.685,2377.548,2611.85,2576.683,2603.617,2559.25,2395.117,2371.355,2382.116,2371.19,2383.281,2340.066,2406.273,2413.24,2395.421,2379.397,2382.934
201,2514.327,2534.822,2534.393,2545.256,2372.119,2662.089,2759.803,2593.036,2580.72,2370.601,2395.512,2377.417,2370.244,2376.393,2374.161,2608.883,2572.267,2593.333,2563.883,2389.067,2363.306,2383.388,2368.62,2377.901,2338.331,2409.851,2412.455,2399.248,2379.554,2382.116
202,2531.613,2538.935,2544.506,2561.565,2366.661,2688.244,2791.786,2619.464,2597.928,2374.202,2409.488,2385.399,2380.792,2381.095,2375.22,2637.617,2584.767,2616.583,2590.333,2393.833,2371.231,2386.967,2377.645,2388.322,2340.074,2414.529,2420.529,2403.653,2376.471,2381.446
203,2533.899,2535.935,2552.024,2559.589,2367.81,2710.935,2826.786,2633.048,2612.78,2375.208,2411.024,2384.708,2375.47,2379.822,2375.428,2638.95,2591.667,2623.467,2583.567,2399.65,2382.769,2385.421,2375.868,2380.256,2342.347,2418.95,2419.868,2406.364,2373.099,2387.174
204,2580.44,2594.815,2604.351,2605.536,2392.506,2986.56,3168.952,2856.798,2811.625,2400.256,2439.56,2413.786,2399.869,2402.851,2408.81,2670.65,2627.383,2651.2,2623.017,2417.6,2412.909,2449.421,2436.463,2451.091,2373.562,2441.876,2443.992,2430.083,2399.19,2408.479
205,2538.685,2552.363,2552.553,2565.048,2356.81,2964.303,3151.339,2835.167,2791.583,2363.917,2399.631,2372.149,2359.363,2367.298,2364.274,2629.8,2579.817,2610.017,2578.117,2378.967,2391.496,2414.628,2410.736,2412.455,2329.678,2395.711,2411.57,2388.917,2355.083,2372.579
206,2557.678,2564.423,2574.423,2577,2361.28,3026.798,3248.947,2895.178,2842.202,2365.732,2402.637,2378.595,2368.351,2370.417,2371.661,2626.9,2591.667,2619.183,2580.6,2388.2,2390.769,2428.372,2426.521,2436.446,2330.628,2408.397,2408.388,2385.033,2369.116,2372.893
207,2577.94,2598.417,2593.792,2604.827,2363.089,3314.815,3609.024,3134.178,3050.792,2371.274,2409.214,2384.744,2376.22,2381.065,2371.417,2642.967,2599.567,2633.9,2599.5,2391.85,2444.653,2492.025,2499.86,2517.587,2334.099,2415.727,2417.355,2401.322,2370.025,2381.769
208,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
209,2632.613,2654.494,2639.048,2660.78,2370.887,4172.131,4670.97,3859.583,3681.006,2376.553,2419.697,2387.72,2380.994,2381.887,2374.161,2661.483,2623.117,2647.217,2606.1,2400.767,2608.752,2706.471,2777.215,2799.769,2340.744,2416.058,2418.347,2410.017,2378.033,2383
210,2647.428,2678.917,2660.315,2680.678,2374.363,4686.905,5346.077,4294.851,4080.631,2378.822,2424.143,2393.756,2381.917,2382.976,2380.125,2676.183,2623.7,2657.2,2609.667,2397.383,2709.603,2832.603,2959.281,2955.628,2344.455,2419.744,2428.256,2408.463,2380.438,2383.545
211,2667.69,2698.435,2672.012,2707.822,2373.113,5261.512,6058.024,4760.679,4486.286,2370.845,2424.565,2398.363,2382.405,2387.685,2379.024,2677.183,2631.4,2657.433,2608.867,2398.533,2818.066,2960.463,3143.248,3098.256,2349.835,2421.959,2430.479,2414.455,2377.157,2388.826
212,2685.798,2724.899,2687.536,2728.786,2370.928,5830.875,6794.292,5230.375,4922.042,2376.44,2428.661,2396.875,2383.303,2382.833,2378.363,2682.15,2642.383,2676.317,2613.8,2396.083,2911.942,3083.091,3317.43,3226.851,2344.438,2420.058,2435.05,2411.43,2377.818,2388.661
213,2693.905,2738.601,2700,2751.048,2373.768,6397.708,7548.655,5718.613,5346.381,2374.363,2431.363,2396.405,2386.351,2386.845,2373.512,2696.183,2639.317,2672.967,2611.417,2398.083,3012.165,3195.876,3484.256,3324.529,2342.785,2429.81,2438.157,2415.934,2374.455,2390.992
214,2707.322,2750.863,2712.512,2764.839,2377.577,6987.714,8282.482,6165.226,5771.375,2377.03,2437.447,2401.488,2389.232,2390.089,2382.286,2708.85,2655.217,2688.717,2626.933,2395.683,3074.207,3278.669,3632.017,3411.017,2348.694,2435.686,2442.116,2415.769,2378.512,2387.033
215,2727.262,2764.393,2710.702,2777.625,2379.083,7558.685,9070.185,6632.262,6198.774,2380.28,2436.97,2405.31,2391.833,2392.815,2379.369,2722.967,2658.967,2696.5,2628.817,2393.75,3124.843,3356.165,3761.066,3470.083,2344.967,2426.281,2446.116,2419.041,2379.479,2391.058
216,2739.226,2776.107,2711.732,2794.792,2377.185,8184.167,9783.25,7044.875,6619.738,2380.928,2439.577,2405.494,2391.447,2394.292,2377.238,2730.5,2671.25,2701.767,2642.9,2405.733,3170.281,3416.331,3884.107,3518.132,2347.983,2443.149,2445.455,2422.091,2382.595,2389.802
217,2750.697,2791.107,2718.303,2800.78,2376.762,8743.113,10371.839,7523,6999.929,2381.173,2445.524,2410.601,2395.351,2392.822,2380.065,2763.917,2695.35,2732.4,2660.467,2397.667,3197.182,3463.752,3977.512,3554.934,2351.289,2443.165,2452.62,2423.669,2383.818,2392.876
218,2758.928,2792.185,2729.024,2819.083,2379.083,9304.768,10890.423,7995.47,7393.708,2382.333,2447.405,2412.226,2397.94,2398.167,2382.553,2772.067,2719.617,2748.683,2646.217,2401.533,3212.57,3490.223,4065.587,3591.364,2348.612,2439.942,2455.686,2424.76,2383,2395.851
219,2765.863,2801.303,2725.155,2824.083,2379.095,9729.786,11463.661,8393.804,7830.518,2381.56,2451.488,2414.619,2396.137,2394.339,2379.97,2807.85,2749.267,2758.45,2650.283,2400.7,3219.81,3497.248,4123.694,3605.099,2354.413,2442.595,2456.653,2431.43,2388.05,2390.702
220,2784.899,2817.173,2726.262,2834.262,2380.167,10213.708,12001.477,8657.94,8099.411,2378.423,2455.613,2415.827,2400.958,2401.637,2382.125,2825.483,2777.267,2768.033,2668.85,2404.6,3222.149,3496.521,4201.983,3647.719,2351.05,2452.785,2461.504,2431.488,2384.347,2396.355
221,2792.185,2821.678,2734.208,2843.577,2385.589,10679.779,12459.148,8991.994,8414.029,2378.613,2455.238,2410.113,2404.702,2396.655,2383.423,2847.1,2799.417,2791.183,2679.133,2405.933,3235.289,3515.397,4249.777,3651.017,2355.273,2449.603,2461.736,2435.256,2387.306,2401.909
222,2802.827,2831.572,2739.327,2850.31,2384.107,11096.446,12850.244,9278.315,8635.744,2380.661,2461.697,2404.893,2405.167,2400.089,2385.905,2876.55,2833.283,2802.817,2695.7,2403.183,3224.207,3534.231,4297.512,3664.455,2352.785,2451.264,2470.909,2437.653,2384.901,2392.397
223,2812.548,2832.464,2739.667,2867.113,2379.292,11526.792,13309.571,9526,8937.346,2384.113,2466.994,2409.119,2407.393,2401.786,2386.042,2908.95,2844.967,2848.817,2701.3,2403.017,3216.314,3530.281,4325.297,3675.81,2351.397,2458.298,2469.76,2435.884,2387.636,2390.785
224,2819.988,2847.952,2747.548,2879.244,2378.822,11956.721,13671.048,9842.667,9192.387,2389.232,2474.03,2409.685,2403.637,2394.619,2381.75,2928.117,2869.683,2862.517,2721.333,2409.333,3219.091,3523.777,4377.355,3678.496,2357.438,2461.81,2467.752,2443.083,2385.198,2395.091
225,2833.065,2853.322,2757.149,2886.607,2380.506,12327.375,14115.869,10141.411,9430.762,2382.369,2477.881,2410.774,2408.053,2403.577,2384.149,2953.417,2892.5,2890.417,2741.65,2408.15,3213.471,3531.942,4403.587,3697.314,2350.157,2474.785,2481.215,2444.727,2384.694,2397.116
226,2680.762,2692.958,2655.661,2672.952,2383.458,9066.679,9688.667,7856.244,7519.238,2382.202,2429.625,2398.792,2390.857,2393.012,2387.952,2665.55,2651.467,2665.45,2645.967,2402.717,2820.992,3015.736,3686.05,2990.174,2346.843,2425,2427.025,2423.636,2391.603,2396.372
227,2628.958,2647.167,2617.572,2650.482,2380.178,8058.345,9050.31,6875.232,6499.179,2380.036,2415.881,2389.69,2385.655,2384.018,2382.762,2641.267,2619.917,2633.717,2585.667,2398.033,2690.116,2857.802,3475.744,2831.083,2349.802,2418.413,2422.347,2409.091,2386.281,2388.934
228,2620.399,2636.548,2611.512,2645.702,2377.214,7869.417,8930.619,6660.024,6256.631,2380.286,2410.803,2388.298,2379.56,2383.042,2379.869,2641.583,2621.483,2628.267,2579.283,2395.633,2656.975,2836.207,3431.099,2803.174,2341.868,2413.802,2421.182,2401.504,2378.76,2397.306
229,2620.399,2630.792,2614.173,2640.327,2374.827,7785.065,8804.744,6453.464,6084.994,2375.536,2410.363,2386.815,2378.958,2382.286,2379.72,2642.4,2618.267,2623.8,2571.283,2403.567,2643.628,2818.273,3399.669,2792.562,2348.256,2417.008,2420.81,2402.62,2380.479,2388.182
230,2611.881,2636.143,2611.893,2636.935,2377.292,7658.304,8709.006,6252.286,5752.292,2377.714,2405.131,2390.958,2377.518,2384.619,2382.964,2640.333,2616.35,2632.2,2583.383,2394.383,2644.43,2796.579,3354.397,2753.562,2344.942,2412.86,2417.372,2402.281,2380.975,2390.058
231,2613.161,2626.44,2612.947,2624.143,2379.143,7418.923,8579.708,5988.637,5576.244,2378.238,2406.887,2385.94,2379.81,2381.256,2380.583,2635.883,2611.383,2613.35,2574.617,2403,2625.529,2774.86,3273.008,2723.967,2343.959,2414.033,2426.298,2403.157,2384.545,2391.719
232,2597.601,2623.369,2604.167,2619.53,2376.815,7152.536,8295.738,5791.232,5357.423,2376.482,2405.786,2386.28,2384.631,2384.435,2383.917,2635.617,2607.3,2613.183,2549.967,2399.917,2622.711,2758.298,3238.901,2700.959,2346.653,2415.273,2413.025,2397.603,2382.669,2392.57
233,2586.327,2619.56,2583.923,2618.928,2375.024,6939.667,7981.256,5584.244,5155.851,2379.923,2402.905,2390.881,2378.202,2380.613,2386.012,2630.3,2611.983,2602.617,2558.25,2399.433,2594.777,2733.372,3200.587,2680.686,2343.504,2412.653,2414.182,2403.975,2384.298,2386.149
234,2587.833,2606.94,2590.31,2610.988,2373.798,6513.119,7741.56,5484.899,5008.435,2377,2406.119,2391.53,2382.202,2383.232,2381.494,2639.433,2613,2610.233,2559.317,2403.15,2587.008,2707.992,3178.248,2656.174,2350.256,2413.57,2426.579,2404.116,2383.182,2395.207
235,2592.214,2605.488,2587.756,2605.905,2377.345,6127.47,7467.006,5350.083,4855.595,2378.607,2408.673,2386.607,2380.905,2384.881,2380.178,2639.933,2610.033,2609.4,2552.517,2397.067,2577.322,2691,3113.901,2641.149,2347.983,2408.686,2417.256,2399.926,2374.752,2390.545
236,2578.089,2593.202,2588.845,2607.322,2378.5,5889.512,7210.768,5129.065,4697.006,2372.893,2408.077,2386.405,2378.893,2380.678,2382.06,2632.65,2603.883,2606.45,2555.067,2401.3,2557.81,2678.736,3078.62,2625.372,2345.314,2416.14,2419.017,2403.397,2378.711,2391.132
237,2583.298,2598.851,2581.72,2599.685,2377.012,5688.75,6972.804,4939.315,4601.03,2372.167,2408.553,2386.06,2384.119,2384.322,2375.732,2624.217,2605.967,2615.2,2559.233,2398.167,2553.769,2663.488,3020.19,2615.711,2347.711,2413.322,2417.388,2401.959,2383.264,2389.645
238,2574.964,2599.988,2575.678,2595.928,2371.94,5589.06,6764.173,4791.679,4473.702,2373.947,2399.625,2388.637,2376.595,2376.726,2377.94,2623.65,2595.417,2610.217,2561.95,2406.05,2543.248,2645.273,2966.446,2593.719,2344.397,2410.603,2421.099,2401.645,2374.413,2374.116
239,2567.583,2599.607,2574.482,2592.202,2368.298,5410.982,6508.226,4649.946,4408.208,2376.565,2405.095,2383.964,2376.452,2378.393,2380.762,2619.867,2594.967,2599.283,2568.1,2391.267,2531.215,2633.545,2952.14,2580.868,2343.917,2414.612,2416.529,2396.38,2377.041,2384.893
240,2560.351,2601.512,2574.923,2598.774,2374.351,5259.821,6141.952,4510.506,4311.798,2375.411,2400.72,2385.589,2382.988,2382.923,2374.94,2613.083,2591.3,2590.383,2564.917,2396.833,2510.19,2620.967,2938.132,2570.165,2345.661,2414.669,2417.273,2398.843,2375.512,2387.818
241,2558.417,2602.94,2577.619,2591.595,2376.851,5172.762,5983.381,4403.018,4225.661,2374.732,2403.036,2383.381,2379.06,2379.435,2379.595,2617.717,2597.383,2588.483,2557.317,2394.117,2501.893,2602.777,2915.256,2558.521,2340.083,2409.165,2418.851,2396.835,2378.81,2384.843
242,2555.512,2601.649,2577.708,2589.982,2374.72,5048.72,5822.429,4300.19,4114.143,2378.042,2404.357,2379.905,2382.065,2375.452,2374.792,2626.3,2598.367,2593.883,2564.75,2394.55,2484.397,2601.388,2893.521,2548.008,2342.876,2417.967,2422.595,2399.81,2373.19,2389.124
243,2555.988,2603.322,2579.292,2582.601,2372.893,4894.28,5678.375,4193.78,4030.845,2373.935,2399.756,2384.036,2376.149,2376.786,2376.75,2631.467,2604.75,2598.167,2566.967,2393.283,2473.174,2592.372,2852.926,2540.876,2343.058,2418.058,2408.372,2399.017,2377.488,2382.57
244,2548.31,2597.19,2583.125,2585.464,2373.607,4787.387,5554.81,4120.208,3963.083,2376.322,2405.476,2383.178,2376.542,2379.256,2372.803,2624.25,2598.167,2593.95,2569.15,2392.783,2465.347,2582.008,2843.769,2535.223,2339.645,2412.058,2412.62,2403.595,2369.355,2383.554
245,2546.399,2592.363,2573.577,2580.476,2367.958,4677.244,5454.917,4063.589,3912.369,2371.339,2402.833,2383.149,2376.935,2377.803,2371.917,2623.9,2609.117,2598.083,2575.717,2399.583,2453.413,2570.182,2777.512,2522.471,2339.826,2405.942,2416.917,2398.587,2372.099,2388.661
246,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
247,2545.018,2576.893,2574.143,2574.726,2372.673,4430.262,5167.792,4026.113,3701.762,2369.185,2400.428,2381.214,2375.238,2373.178,2372.678,2610.2,2600.367,2598.567,2583.917,2385.567,2447.612,2555.851,2731.504,2501.769,2338.521,2414.388,2404,2402.843,2369.38,2375.926
248,2542.565,2571.375,2563.589,2573.202,2367.518,4364.345,5066.274,3993.542,3682.702,2369.036,2401.286,2380.833,2366.411,2375.363,2370,2613.967,2591.117,2575.217,2580.4,2382,2428.504,2540.388,2717.835,2488.264,2332.256,2412.314,2408.876,2397.744,2369.636,2377.86
249,2528.107,2560.28,2567.744,2568.012,2366.292,4260.982,4875.387,3962.286,3637.697,2367.381,2404.161,2387.732,2373.643,2375.583,2376.31,2616.283,2598.633,2589.717,2577.617,2393.3,2421.421,2534.124,2699.793,2490.025,2341.612,2413.86,2412.496,2395.231,2371.124,2387.116
250,2518.351,2564.685,2557.756,2564.143,2366.947,4189.095,4730.19,3915.601,3573.327,2368.417,2398.178,2375.155,2370.536,2377.845,2369.952,2619.85,2595.45,2605.833,2570.567,2388.45,2423.091,2533.066,2656.554,2479.322,2335.43,2408.818,2413.397,2394.967,2376.017,2377.512
251,2521.315,2554.542,2551.988,2556.78,2369.286,4075.524,4636.744,3811.97,3501.542,2368.869,2401.476,2379.167,2374.381,2375.881,2373.935,2605.583,2608.65,2600.4,2578.383,2394.833,2420.628,2526.554,2644.917,2469.917,2343.289,2413.322,2398.273,2396.702,2367.901,2378.529
252,2518.137,2544.762,2541.601,2535.911,2367.53,4000.024,4398.006,3781.101,3429.345,2370.94,2408.065,2378.435,2377.06,2373.655,2374.375,2606.3,2590.633,2589.183,2578.35,2388.283,2406.835,2512.099,2616.777,2465.934,2336.851,2409.686,2408.074,2398.174,2374.752,2380.736
253,2513.857,2539.869,2528.708,2526.595,2372.565,3954.024,4298.625,3737.708,3411.298,2373.958,2409.964,2382.613,2376.393,2375.947,2374.399,2611.267,2603.433,2599.65,2576.45,2394.1,2414.066,2510.669,2598.579,2452.091,2344.14,2417.298,2402.967,2397.471,2372.355,2379.215
254,2491.69,2518.387,2514.268,2506.94,2369.47,3856.476,4139.31,3645.685,3295.893,2370.268,2406.083,2385.036,2376.637,2371.577,2370.75,2588.233,2605.483,2584.667,2569.433,2393.8,2406,2497.934,2582.967,2446.025,2338.669,2413.074,2405.686,2393.256,2374.992,2374.537
255,2477,2511.964,2497.464,2491.685,2370.089,3776.5,4069.167,3569.197,3225.923,2366.78,2400.315,2384.678,2368.708,2375.178,2371.697,2592.883,2593.417,2582.95,2570.517,2389.367,2402.19,2488.438,2559.934,2432.165,2334.736,2408.174,2394.917,2389.43,2370.322,2372.372
256,2476.577,2506.292,2496.393,2493.018,2367.411,3694.458,4013.476,3500.417,3183.435,2369.214,2395.042,2379.339,2368.786,2368.167,2371.417,2584.983,2595.95,2582.367,2566.733,2389.433,2396.107,2477.694,2548.992,2434.207,2339.934,2402.785,2394.818,2385.074,2370.066,2374.512
257,2479.857,2516.053,2504.72,2502.803,2359.774,3682.613,3968.167,3452.952,3141.053,2369.042,2398.488,2378.857,2366.107,2370.958,2370.286,2594.5,2593.3,2585.9,2582.283,2392.067,2391.116,2478.537,2539.76,2432.496,2341.835,2409.256,2393.372,2390.926,2369.694,2373.628
258,2481.887,2511.947,2505.518,2503.899,2364.458,3623.447,3895.363,3431.512,3117.345,2368.006,2395.53,2381.673,2371.893,2368.928,2367.286,2580.017,2584.333,2592.617,2581.133,2385.35,2390.686,2474.091,2535.463,2431.314,2332.669,2398.529,2394.339,2376.322,2370.628,2378.785
259,2490.565,2523.637,2513.768,2505.667,2363.786,3595.994,3827.19,3372.744,3095.155,2367.935,2399.357,2376.393,2368.542,2371.732,2370.833,2583.883,2590.117,2582.683,2585.133,2386.483,2387.579,2469.612,2533.091,2429.207,2335.438,2409.496,2397.645,2386.62,2370.645,2376.893
260,2492.048,2528.428,2519.792,2512.72,2363.542,3600.315,3792.887,3337.905,3080.048,2369.565,2401.911,2378,2362.81,2368.25,2367.673,2586.283,2597.55,2589.167,2577.183,2385.783,2390.81,2460.43,2519.355,2426.554,2335.86,2403.992,2401.744,2389.074,2364.025,2375.603
261,2497.143,2538.292,2518.976,2522.47,2363.875,3588.911,3735.488,3267.03,3072.548,2369.452,2404.256,2372.976,2371.947,2374.381,2370.536,2586.033,2591.683,2589.867,2575.317,2386.9,2380.669,2460.967,2519.512,2421.091,2336.802,2403.537,2401.777,2390.099,2367.025,2375.132
262,2507.119,2547.244,2532.197,2530.899,2368.06,3542.803,3709.732,3198.72,3049.928,2368.053,2396.333,2377.113,2367.197,2369.839,2371.738,2585.45,2590.267,2583.833,2583.967,2382.583,2381.05,2454.562,2522.653,2419.43,2338.645,2405.57,2403.661,2391.413,2370.744,2376.562
263,2508.476,2546.708,2532.428,2535.173,2365.899,3501.065,3646.274,3150.815,3009.006,2373.042,2399.482,2377.411,2372.905,2379.131,2371.149,2579.9,2589.633,2576.017,2594.95,2385.983,2382.529,2453.231,2501.107,2429.405,2334.504,2404.298,2404.86,2392.752,2374.413,2383.62
264,2519.006,2551.822,2542.286,2538.875,2365.839,3463.708,3591.333,3067.53,3021.101,2369.149,2401.792,2381.947,2371,2377.137,2372.798,2589.017,2600.25,2582.65,2587.167,2394.017,2382.835,2450.959,2503.893,2420.19,2335.331,2409.686,2408.983,2397.149,2374.942,2384.231
265,2520.542,2549.107,2542.839,2547.339,2369.655,3438.655,3584.697,3032.756,3003.548,2373.298,2402.202,2380.458,2373.893,2373.685,2375.387,2588,2586.55,2592.2,2587.333,2388.267,2379.413,2444.959,2492.074,2427.174,2339.058,2409.413,2416.215,2393.942,2374.008,2377.322
266,2524.589,2548.185,2550.042,2553.345,2367.744,3435.345,3550.155,2991.69,2977.173,2371.428,2401.131,2388.303,2375.447,2374.31,2374.928,2578.6,2595.75,2577.517,2586.683,2398.15,2381.256,2447.595,2490.405,2421.579,2337.909,2405.95,2408.711,2396.562,2369.43,2378.76
267,2526.56,2540.053,2548.595,2545.697,2367.738,3394.292,3553.786,2980.899,2965.072,2374.244,2403.47,2381.411,2373.036,2372.292,2369.536,2583.65,2590.8,2585.883,2587.617,2398.25,2375.413,2446.248,2491.397,2415.876,2339.521,2405.512,2414.025,2393.785,2371.81,2375.992
268,2523.595,2547.155,2552.208,2544.619,2370.214,3372.822,3544.322,2961.881,2983.089,2378.298,2403.048,2384.286,2372.81,2377.905,2377.345,2592.033,2598.583,2589.533,2573.683,2388.583,2382.818,2442.083,2481.083,2419.091,2345.24,2405.711,2413.661,2390.562,2368.653,2382.95
269,2518.072,2545.47,2543.178,2547.536,2365.006,3304.44,3480.012,2944.958,2972.012,2375.107,2397.952,2387.303,2380.178,2378.06,2373.613,2585.383,2592.983,2586.583,2573.483,2389,2386.298,2428.314,2475.554,2420.851,2337.752,2403.959,2409.711,2398.273,2375.256,2382.818
270,2525.548,2548.423,2543.583,2547.732,2369.351,3282.697,3441.75,2932.53,2942.315,2373.292,2402.97,2386.631,2374.822,2379.482,2372.333,2588.133,2588.75,2590,2580.717,2394.517,2380.132,2425.405,2474.992,2418.934,2333.008,2408.579,2410.835,2395.893,2371.983,2376.215
271,2523.494,2544.595,2541.428,2553.042,2367.012,3272.833,3432.863,2907.494,2915.649,2378.31,2401.137,2384.28,2372.631,2380.935,2372.065,2589.15,2601.417,2587.6,2575.55,2393.3,2382.843,2433.413,2474.628,2422.132,2342.603,2405.331,2410.074,2396.975,2372.603,2385.041
272,2528.417,2538.53,2541.572,2547.155,2366.339,3254.458,3420.238,2916.601,2869.387,2374.375,2401.482,2388.875,2375.81,2377.97,2376.75,2596.967,2589.233,2588.1,2579.983,2389.833,2382.421,2433.364,2470.645,2413.752,2348.967,2407.397,2414.934,2396.694,2374.463,2382.669
273,2526.524,2537.298,2540.911,2549.369,2372.423,3231.018,3312.673,2921.125,2852.815,2377.768,2403,2383.786,2378.97,2382.125,2376.69,2601.6,2604.1,2593.017,2570,2389.567,2380.727,2431.926,2468.124,2407.851,2341.702,2412.116,2415.372,2396.157,2379.777,2385.843
274,2527.47,2534.274,2549.756,2544.917,2370.994,3206.833,3302.452,2909.94,2824.56,2375.024,2403.345,2390.5,2378.917,2380.935,2374.697,2590.483,2594.717,2592.067,2558.65,2393.1,2376.793,2415.099,2462.537,2410.322,2337.719,2407.314,2417.57,2401.504,2380.298,2383.835
275,2502.851,2512.143,2518.006,2513.155,2365.512,3125.048,3209.244,2855,2765.22,2368.792,2398.048,2384.262,2368.78,2375.803,2365.143,2560.633,2567,2559.9,2555.467,2385.383,2373.818,2418.793,2437.388,2399.529,2339.174,2404.752,2408.017,2391.512,2368.752,2377.421
276,2460.399,2472.673,2483.303,2475.149,2327.113,3073.083,3161.274,2822.143,2729.447,2335.178,2361.482,2345.22,2334.697,2335.256,2334.714,2534.6,2544.9,2528.25,2514.383,2345.35,2336.496,2374.512,2399.529,2362.165,2301.231,2365.702,2370.488,2351.124,2335.636,2338.628
277,2477.208,2489.643,2494.423,2490.798,2340.994,3090.03,3184.97,2845.655,2738.214,2349.072,2377.423,2358.994,2343.458,2349.322,2340.524,2546.6,2565.733,2549.283,2532.467,2363.317,2347.05,2392.43,2419.364,2374.248,2312.289,2381.215,2377.149,2366.669,2346.711,2353.512
278,2498.822,2509.095,2526.065,2524.178,2358.458,3131.697,3196.875,2866.905,2757.113,2361.315,2389.822,2378.726,2357.298,2366.161,2365.322,2575.05,2582.483,2571.733,2555.1,2386.15,2364.157,2408.041,2433,2390.512,2331.182,2397.157,2399.149,2389.86,2362.901,2369.694
279,2497.417,2519.982,2531.363,2526.149,2358.917,3126.083,3221.827,2878.738,2756.06,2367.952,2393.869,2376.19,2365.917,2365.161,2369.423,2575.15,2588.967,2571.2,2561,2400.267,2367.331,2406.066,2432.479,2395.835,2336.372,2398.471,2407.579,2400.901,2373.058,2379.008
280,2506.774,2522.262,2534.881,2535.19,2366.857,3119.048,3178.928,2885.363,2736.774,2367.947,2401.345,2374.887,2368.113,2370.655,2367.155,2578.517,2592.283,2569,2556.4,2384.283,2370.595,2408.769,2433.331,2403.512,2332.231,2404.397,2407.355,2391.843,2371.033,2375.744
281,2513.786,2530.072,2530.197,2535.339,2361.572,3132.964,3174.101,2919.298,2737.744,2372.697,2398.411,2382.167,2369.28,2371.881,2365.815,2578.15,2592.217,2577.317,2556.583,2383.5,2368.628,2407.041,2433.975,2402.579,2336.256,2402.537,2410.653,2396.355,2374.24,2375.595
282,2509.643,2528.048,2530.315,2531.536,2371.893,3132.619,3174.988,2862.667,2736.476,2370.428,2401.702,2382,2376.185,2371.643,2377.274,2574.083,2589,2573.55,2549.033,2390.15,2374.132,2406.298,2436.719,2402.132,2338.669,2402.364,2406.364,2393.066,2372.496,2375.959
283,2509.03,2525.839,2523.262,2536.548,2368.345,3150.958,3176.22,2853.607,2742.327,2372.53,2403.726,2382.244,2370.923,2375.28,2370.607,2571.65,2590.05,2577.333,2549.383,2381.95,2369.603,2403.512,2431.314,2405.174,2340.595,2403.025,2409.223,2393.711,2378.207,2385.727
284,2510.875,2534.928,2530.732,2535.476,2370.363,3133.738,3171.881,2849.303,2745.25,2371.607,2399.428,2382.44,2372.22,2375.685,2373.363,2580.9,2588.7,2577.733,2542.033,2394.533,2372.562,2406.331,2423.025,2412.331,2344.562,2403.86,2410.446,2394.264,2376.446,2379.545
285,2512.19,2521.655,2529.994,2538.351,2368.928,3130.351,3174.994,2841.012,2739.744,2374.893,2401.685,2387.292,2371.077,2374.393,2371.72,2579.217,2589.967,2579.6,2548.433,2394.867,2369.983,2412.463,2425.397,2405.95,2337.57,2408.033,2416.595,2400.058,2378.579,2380.215
