Slice,arsR,arsR,arsR,arsR,arsRBG,zntA,zntA,zntA,zntA,zntABG,zraP,zraP,zraP,zraP,zraPBG,cusC,cusC,cusC,cusC,cusCBG,merR,merR,merR,merR,merRBG,U139,U139,U139,U139,U139BG
170,2583.56,2609.143,2647.333,2743.28,2392.53,2943.101,2891.208,2815.542,2693.5,2398.447,2438.69,2437.494,2429.964,2455.447,2398.232,2742.783,2657.95,2691.217,2678.933,2410.817,2388.612,2392.306,2437.008,2403.364,2356.893,2406.868,2405.942,2458.942,2451.463,2353.471
171,2577.583,2613.232,2651.214,2711.899,2396.208,2944.238,2884.197,2813.107,2695.006,2400.072,2440.601,2433.661,2430.185,2456.667,2399.637,2755.417,2659.25,2691.5,2673.133,2408.433,2389.496,2394.669,2446.116,2400.438,2349.446,2406.273,2406.802,2464.496,2458,2353.372
172,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
173,2589.024,2617.327,2653.982,2733.006,2394.685,2929.911,2881.149,2806.095,2698.572,2403.185,2440.143,2434.178,2432.762,2455.845,2403.958,2750.717,2662.7,2687.033,2676.567,2408.617,2390.901,2397.512,2441,2404.165,2351.364,2411.074,2403.306,2463.744,2450.76,2359.38
174,2583.583,2609.202,2652.506,2710.697,2388.923,2936.595,2881.333,2816.512,2692.083,2403.553,2441.649,2430.012,2432.833,2453.476,2398.798,2751.65,2672.7,2694.783,2676.617,2408.267,2392.868,2394.744,2444.198,2405.793,2355.719,2401.653,2411.017,2471.975,2451.397,2352.612
175,2578.637,2605.565,2653.405,2704.976,2388.536,2924.697,2872.012,2812.202,2692.803,2398.19,2438.065,2440.423,2431.363,2454.881,2398.613,2755.55,2669.267,2690.6,2678.55,2406.017,2392.463,2391.24,2441.347,2399.595,2348.992,2407.843,2404.719,2456.405,2458.545,2356.471
176,2585.488,2608.393,2651.345,2710.863,2390.339,2926.631,2868.667,2810.667,2694.869,2404.72,2441.447,2438.714,2436.845,2455.375,2402.803,2760.717,2670.067,2690.917,2694.133,2413.333,2389.959,2388.364,2441.694,2406.529,2348.248,2405.554,2405,2464.893,2451.777,2356.298
177,2577.458,2608.655,2656.649,2720.976,2392.822,2928.238,2866.643,2808.143,2699.262,2403.893,2441.643,2433.649,2432.738,2453.494,2402.56,2761.717,2667.317,2692.967,2680.533,2407.217,2384.223,2383.636,2438.554,2408.372,2352.025,2404.628,2409.537,2460.322,2455.537,2358.132
178,2573.869,2614.167,2654.572,2725.411,2390.048,2924.482,2863.036,2804.178,2699.405,2403.94,2442.357,2436.589,2429.292,2451.97,2401,2759.233,2674.667,2694.883,2692.9,2410.85,2387.992,2390.264,2438.413,2399.959,2356.645,2405.587,2409.909,2461.934,2456.372,2353.992
179,2578.673,2605.661,2657.774,2730.369,2390.488,2924.553,2859.803,2794.53,2704.464,2403.315,2441.905,2434.893,2433.476,2460.839,2397.762,2754.183,2668.417,2693.983,2701.117,2404.583,2393.645,2388.975,2437.702,2403.537,2354.86,2408.256,2406.868,2461.231,2453.322,2356.455
180,2577.369,2607.03,2658.25,2704.375,2385.113,2928.464,2844.286,2800.786,2701.524,2404.31,2444.631,2431.607,2433.494,2456.655,2401.94,2771.517,2660.017,2692.517,2697.15,2408.7,2395.868,2393.917,2442.074,2403.793,2354.322,2409.041,2405.314,2467.033,2453.446,2363.19
181,2578.405,2612.06,2658.131,2719.792,2392.589,2921.595,2848.298,2801.452,2706.327,2405.482,2445.803,2438.208,2438.762,2457.238,2398.678,2757.883,2668.8,2691.5,2694.5,2419.217,2390.331,2389.562,2443.017,2407.554,2347.116,2404.975,2410.306,2473.967,2452.983,2355.545
182,2576.655,2615.958,2655.458,2714.976,2392.155,2917.935,2842.417,2799.405,2702.464,2406.178,2444.863,2434.447,2433.601,2455.524,2402.756,2758.483,2663.433,2692.417,2698.617,2410.667,2392.769,2394.901,2442.694,2405.331,2351.116,2407.174,2411.331,2468.008,2453.083,2353.074
183,2576.708,2614.976,2658.643,2718.083,2395.923,2917.726,2842.822,2804.048,2709.601,2403.149,2440.697,2434.988,2438.274,2460.524,2399.387,2761.483,2667.55,2691.467,2695.933,2405.167,2386.463,2395.455,2441.124,2401.033,2350.579,2403.843,2410.132,2466.926,2448.446,2358.347
184,2582.012,2613.839,2656.631,2719.548,2392.565,2911.988,2841.149,2798.226,2704.256,2406.542,2440.553,2440.536,2437.024,2456.875,2401.827,2754.467,2673.017,2682.833,2699.2,2417.583,2392.488,2394.446,2438.876,2402.926,2353.041,2410.504,2406.413,2467.562,2450.446,2359.298
185,2580.06,2614.53,2662.702,2706.119,2394.94,2917.673,2832.048,2794.31,2703.447,2401.661,2443.935,2441.256,2434.024,2456.06,2401.053,2758.9,2670.15,2694.733,2706.733,2405.667,2394.107,2391.992,2439.496,2410.975,2355.702,2405.736,2404.017,2464.421,2463.041,2361.686
186,2583.661,2610.268,2659.81,2716.583,2395.333,2910.702,2823.923,2787.905,2700.845,2400.101,2439.69,2433.333,2432.863,2460.69,2402.893,2762.533,2667.25,2682.05,2711.85,2414.75,2389.702,2394.802,2435.43,2406.017,2354.595,2409.587,2409.983,2461.298,2458.967,2358.43
187,2580.423,2603.78,2659.619,2723.197,2394.161,2912.089,2826.619,2796.03,2701.238,2403.803,2442.768,2435.44,2433.815,2453.47,2402.072,2762.233,2666.5,2690.033,2707.533,2421.767,2388.273,2397.331,2440.653,2400.62,2355.769,2412.719,2409.215,2472.521,2457.537,2355.826
188,2576.833,2612.024,2658.97,2734.47,2393.077,2898.458,2820.476,2780.363,2706.345,2403.173,2443.732,2431.452,2439.286,2460.101,2398.25,2763.633,2679.433,2692.45,2706.25,2414.583,2382.983,2391.149,2443.397,2410.289,2352.058,2407.05,2411.132,2470.017,2456.62,2355.884
189,2579.131,2604.988,2662.72,2736.958,2392.994,2897.911,2832.595,2784.792,2695.78,2404.952,2444.661,2439.101,2435.173,2460.577,2400.476,2765.817,2671.683,2686.767,2705.083,2416.733,2392.198,2394.917,2442.851,2402.273,2351.992,2401.992,2411.496,2463.727,2456.595,2353.421
190,2577.042,2605.732,2656.553,2703.256,2392.75,2893.447,2837.768,2784.506,2700.792,2406.31,2439.214,2435.435,2436.488,2458.583,2396.952,2766.15,2671.8,2687.983,2708.767,2418.567,2381.496,2393.545,2441.86,2406.496,2355.612,2405.884,2412.05,2466.545,2458.058,2357.504
191,2576.065,2607.19,2662.369,2705.798,2395.202,2901.952,2831.524,2789.435,2708.803,2404.982,2447.625,2435.756,2436.685,2456.357,2403.982,2759.333,2675.017,2687.967,2707.517,2412.783,2384.661,2390.339,2442.835,2405.479,2353,2405.645,2410.165,2465.488,2454.868,2358.107
192,2577.232,2607.655,2665.75,2708.952,2392.47,2902.803,2826.625,2775.518,2707.982,2408.036,2444.464,2433.935,2434.524,2460.357,2399.577,2768.183,2680.183,2675.083,2694.067,2413.867,2387.19,2389.653,2441.826,2408.223,2357.537,2405.62,2412.322,2469.727,2460.636,2360.033
193,2573.363,2607.024,2664.512,2705.887,2393.631,2904.339,2833.303,2779.381,2705.423,2403,2447.607,2432.44,2438.405,2459.25,2406.208,2772.033,2672.6,2688.067,2694.017,2409.05,2392.785,2392,2437.041,2402.132,2355.331,2407.595,2409.281,2472.19,2459.256,2356.868
194,2574.803,2611.72,2664.893,2716.697,2394.536,2900.125,2836.803,2779.673,2715.94,2409.149,2441.923,2439.375,2435.25,2463.339,2401.458,2766.933,2683.633,2679.95,2698.35,2415.167,2385.405,2396.124,2438.264,2407.314,2355.364,2408.306,2406.727,2474.248,2453.884,2355.008
195,2573.048,2603.738,2659.839,2702.637,2394.077,2901.869,2834.53,2769.226,2713.345,2398.994,2440.774,2439.655,2432.803,2457.214,2401.161,2761.567,2678.8,2688.367,2700.783,2411.117,2389.397,2388.967,2439.529,2402.917,2354.521,2412.983,2410.769,2459.496,2460.81,2358.322
196,2578.815,2609.012,2663.482,2710.161,2390.875,2906.607,2835.685,2776.095,2710.815,2397.607,2446.673,2433.583,2440.405,2459.697,2399.393,2769.4,2677.2,2681.25,2699.267,2413.033,2386.281,2396.554,2443.512,2404.397,2355.256,2408.446,2414.488,2469.083,2457.793,2361.05
197,2577.077,2601.845,2662.619,2714.072,2389.083,2902.244,2833.428,2776.803,2713.369,2405.845,2442.863,2439.22,2438.131,2461.494,2399.768,2770.717,2670.7,2683.733,2696.267,2412.6,2385.413,2397.579,2440.281,2399.215,2353.331,2409.917,2410.702,2470.521,2459.157,2359.529
198,2578.107,2600.024,2665.923,2706.173,2393.857,2894.613,2828.012,2776.81,2713.958,2402.762,2440.56,2432.375,2432.97,2460.351,2401.595,2770.167,2677.117,2686.783,2702.583,2415.15,2389.24,2397.347,2440.843,2405.446,2353.248,2407.901,2411.992,2466.868,2463.942,2359.347
199,2581.738,2597.893,2665.988,2708.97,2397.464,2887.911,2823.869,2776.851,2711.803,2406.494,2443.726,2436.619,2436.518,2463.482,2404.845,2764.6,2668.133,2696.833,2697.933,2417.617,2389.43,2395.917,2445.215,2410.157,2365.314,2407.909,2409.702,2469.785,2460.959,2357.975
200,2576.952,2597.256,2666.25,2716.018,2391.387,2886.25,2823.238,2775.286,2707.464,2406.982,2445.685,2437.958,2436.256,2463.899,2396.101,2770.283,2666.75,2682.283,2692.617,2420.85,2385.686,2394.405,2442.802,2398.107,2358.909,2413.289,2409.62,2460.603,2462.579,2358.198
201,2570.208,2593.125,2662.458,2719.399,2391.899,2886.935,2824.083,2776.137,2706.262,2400.732,2443.976,2440.97,2436.185,2461.28,2403.137,2773.367,2675.85,2685.367,2701.567,2418.817,2387.562,2399.165,2442.041,2413.264,2357.256,2410.793,2409.992,2463.645,2460.248,2355.868
202,2590.351,2604.958,2674.137,2740.173,2393.494,2914.726,2840.083,2791.476,2729.268,2407.935,2454.036,2449.619,2451.155,2474.036,2405.72,2771.567,2681.3,2689.367,2710.983,2410.6,2394.612,2405.314,2454.19,2416.901,2358.579,2410.818,2424.397,2480.314,2472.645,2361.967
203,2650.928,2658.518,2711.232,2756.357,2403.947,3082.411,3067.113,2995.042,2927.851,2412.149,2520.048,2515.464,2517.988,2544.911,2410.738,2842.033,2743.717,2758.467,2774.267,2422.217,2521.008,2542.802,2626.025,2522.496,2363.24,2473.81,2475.372,2546.116,2536.198,2370.868
204,2718.803,2731.5,2783.125,2850.072,2438.018,4016.387,4492.518,4262.25,4181.345,2449.345,2563.006,2564.089,2559.756,2595.03,2442.161,3041.533,2886.317,2956.4,2945.3,2449.45,3154.289,2984.322,3610.752,2845.62,2398.413,2507.339,2510.653,2585.033,2593.413,2400.132
205,2675.428,2687.024,2743.774,2807.042,2396.44,3980.006,4491.869,4239.47,4162.411,2404.833,2521.197,2522.214,2519.185,2550.935,2396.827,2996.383,2858.25,2914.733,2917.017,2413.95,3135.322,2938.57,3577.587,2797.182,2356.876,2466.57,2470.083,2546.322,2549.818,2353.876
206,2681.506,2692.572,2735.75,2796.107,2391.095,4146.06,4788.06,4480.792,4394.464,2403.423,2525.899,2517.399,2519.548,2556.97,2401.792,3026.217,2853.433,2920.7,2934.567,2409.283,3209.612,2959.223,3688.149,2802.116,2358.744,2467.438,2473.231,2538.86,2554.818,2358.967
207,2693.119,2710.607,2761.893,2814.423,2399.697,4682.583,5622.982,5277,5108.756,2409.678,2533.006,2529.488,2533.393,2564.732,2409.053,3051.633,2852.567,2936.333,2959.65,2421.867,3338.678,3003.182,3956.901,2838.446,2359.298,2471.95,2486,2547.826,2564.669,2359.661
208,2709.447,2724.369,2775.464,2827.214,2403.101,5236.345,6508.048,6068.488,5819.613,2411.631,2535.649,2541.137,2538.851,2578.875,2408.643,3044.65,2861.283,2936.6,2943.4,2424.333,3409.421,3010.545,4126.421,2851.182,2362.463,2478.595,2485.099,2560.967,2582.438,2366.719
209,2718.036,2733.583,2780.881,2827.976,2405.476,5796.012,7220.75,6789.554,6492.774,2416.03,2548.822,2551.815,2549.22,2583.875,2412.542,3035.283,2862.85,2942.183,2935.35,2416.3,3434.05,2996.207,4230.347,2843.57,2369.893,2483.727,2491.909,2571.554,2590.207,2361.207
210,2728.28,2740.958,2790.351,2846.107,2406.869,6415.494,7681.077,7240.982,6887.738,2415.81,2548.161,2551.589,2554.113,2593.095,2411.744,3016.867,2851.017,2917.933,2937.5,2424.433,3447.727,2972.504,4296.901,2847.058,2365.901,2484.884,2494.76,2579.298,2591.281,2363.471
211,2740.786,2749.595,2793.482,2852.988,2407.214,6917.304,8018.036,7612.47,7196.482,2418.137,2559.423,2558.458,2561.72,2598.982,2410.762,3010.3,2834.317,2904.917,2932.3,2433.867,3430.653,2948.959,4323.107,2850,2368.62,2491.694,2502.917,2583.083,2604.182,2367.248
212,2752.452,2762.44,2801.952,2870.947,2402.452,7410.857,8323.185,7913.161,7433.399,2421.006,2558.643,2566.94,2563.125,2609.298,2416.75,3004.233,2838.867,2895.767,2924.967,2427.417,3427.033,2929.545,4315.859,2843.322,2370.595,2488.752,2504.851,2594.298,2618.256,2370.017
213,2761.905,2762.619,2813.714,2879.553,2412.976,7689.399,8630.619,8207.827,7677.536,2423.274,2565.768,2573.19,2567.363,2620,2416.982,2985.317,2830.033,2875.4,2922.433,2422.967,3410.14,2910.116,4325.132,2835.81,2364.331,2496.686,2508.314,2598.686,2619.099,2370.281
214,2773.375,2767.774,2819.506,2864.494,2410.435,7987.47,8950.804,8437.435,7891.208,2421.452,2566.702,2581.97,2569.399,2625.423,2416.833,2974.683,2824.817,2877.717,2917.967,2427.633,3413.818,2884.281,4317.396,2814.479,2369.843,2498.025,2510.587,2604.132,2630.934,2370.306
215,2775.274,2777.208,2821.744,2871.881,2406.161,8236.821,9183.971,8687.083,8100.06,2413.893,2569.774,2581.762,2574.089,2633.815,2419.827,2984.583,2825.367,2865.633,2924.8,2425.217,3400.364,2878.554,4324.735,2709.62,2371.083,2494.025,2519.851,2608.488,2640.595,2373.826
216,2784.339,2779.756,2835.738,2883.476,2407.042,8529.852,9354.708,8911.292,8323.143,2425.417,2575.762,2586.726,2579.697,2639.197,2414.708,2987.883,2833.9,2876.217,2903.7,2431.65,3387.479,2864.289,4343.322,2723.165,2374.405,2498.628,2521.322,2608.397,2646.017,2377.95
217,2784.613,2774.637,2836.863,2888.952,2406.012,8694.214,9576.679,9130.19,8554.971,2418.958,2584.893,2594.072,2586.03,2652.322,2419.947,2973.267,2832.183,2873.017,2897.85,2428,3335.488,2840.074,4351.818,2718.975,2367.512,2502.091,2527.215,2608.182,2655.083,2370.678
218,2796.405,2775.803,2849.173,2878.881,2412.232,8862.708,9714.279,9397.846,8579.042,2425.589,2592.923,2597.452,2587.881,2657.536,2412.542,2968.983,2818.733,2880.3,2895.35,2424.8,3323.504,2828.331,4323.173,2712.934,2365.165,2504.81,2522.603,2604.446,2672.62,2372.314
219,2796.792,2775.31,2854.19,2857.887,2408.697,9009.935,9700.773,9468.75,8513.292,2420.613,2595.488,2609.637,2589.482,2658.053,2418.857,2953.85,2836.817,2861.783,2890.333,2424,3276.901,2807.702,4263.893,2707.562,2365.81,2508.992,2532.355,2613.81,2686.81,2372.347
220,2814.31,2785.387,2856.863,2858.22,2411.69,9169.773,9856.244,9550.773,8577.727,2419.619,2590.53,2612.077,2594,2659.952,2419.94,2948.6,2825.767,2856.183,2881.117,2428.7,3263.446,2794.95,4227.95,2684.669,2371.091,2510.215,2527.81,2612.43,2699.81,2377.479
221,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
222,2820.048,2789.583,2873.56,2868.595,2410.524,9460.792,10044.917,9963.542,8645.637,2426.244,2600.792,2624.315,2599.464,2666.589,2420.143,2943.833,2791.5,2804.283,2835.7,2427.733,3220.066,2775.347,4080.603,2680.033,2371.298,2516.223,2528.727,2601.835,2725.851,2375.521
223,2817.827,2789.232,2866.208,2853.327,2411.75,9431.404,10082.512,10135.387,8717.994,2421.613,2606.06,2612.661,2588.702,2667.928,2420.619,2945.083,2798.4,2796.983,2820.983,2427.75,3195.43,2767.752,4032.289,2654.736,2365.413,2520.083,2528.165,2595.645,2717.769,2373.446
224,2799.137,2784.572,2869.661,2856.756,2412,9503.458,9974.298,10284,8359.667,2421.375,2605.119,2602.197,2589.137,2665.762,2422.119,2925.683,2798.583,2780.817,2810.917,2426.05,3154.331,2755.669,4009.628,2631.165,2366.322,2513.884,2531.421,2603.256,2705.975,2376.413
225,2791.822,2783.81,2874.089,2856.655,2412.822,9544.904,10000.435,10114.244,8428.779,2423.863,2603.845,2605.149,2599.655,2664.31,2425.911,2906.967,2800.767,2777.45,2793.6,2434.983,3112.719,2734.174,3893.876,2622.24,2369.314,2507.554,2532.612,2598.785,2700.512,2374
226,2783.899,2773.5,2861.119,2856.357,2412.137,9559.523,9969.279,9610.458,8373.648,2423.244,2603.161,2611.917,2595.512,2658.786,2422.131,2893.2,2761.8,2771.2,2792.017,2436.517,3077.926,2712.826,3788.57,2590.099,2377.678,2512.893,2532.521,2598.835,2703.198,2374.843
227,2671.345,2678.327,2753.815,2762.661,2400.857,8458.81,7932.958,7640.054,7330.708,2415.53,2518.107,2529.458,2526.405,2547.762,2415.488,2786.3,2703.983,2709.433,2705.417,2424.317,2745.182,2577.289,3190.008,2504.81,2368.041,2457.802,2459.273,2523.579,2527.43,2366.165
228,2591.822,2597.851,2661.381,2670.774,2399.869,8200.25,7557.893,7134.107,6948.083,2404.673,2449.333,2446.94,2449.565,2463.803,2409.417,2734.7,2652.567,2655.717,2646.817,2414.85,2616.554,2482.504,3047.405,2448.711,2364.388,2420.645,2417.355,2467.76,2463.95,2357.81
229,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
230,2561.369,2579.97,2631.952,2656.625,2394.583,7966.726,7407.494,6929.375,6573.554,2412.25,2449.827,2438.155,2441.351,2457.369,2407.803,2697.983,2632.8,2641.217,2632.933,2417.967,2552.843,2462.678,2933.397,2434.554,2359.405,2416.116,2419.628,2475.926,2461.388,2358.587
231,2563.917,2583.339,2628.351,2643.768,2393.167,8017.429,7250.542,6825.964,6516.536,2406.072,2449.232,2441.75,2450.167,2461.036,2411.851,2698.017,2624.967,2637.567,2636.15,2419.817,2539.322,2454.281,2902.504,2434.744,2356.711,2412.124,2418.314,2464.149,2454.595,2365.347
232,2560.803,2581.822,2623.06,2651.845,2396.583,7839.804,7083.643,6843.726,6357.298,2408.197,2451.947,2441.589,2444.167,2457.905,2404.536,2702.283,2623.467,2637.083,2638.483,2418.117,2526.372,2448.281,2835.521,2433.455,2356.347,2415.81,2417.818,2467.132,2458.669,2365.149
233,2560.417,2577.827,2611.613,2637.708,2397.238,7747.399,6900.458,6711.238,6232.125,2402.506,2448.369,2439.292,2441.56,2457.928,2405.53,2690.633,2623.417,2633.4,2637.15,2413.883,2513.587,2439.331,2799.686,2434.62,2354.298,2413.207,2414.868,2464.81,2458.843,2360.174
234,2555.553,2570.458,2611.428,2631.417,2393.226,7705.929,6789.054,6640.75,6016.149,2409.702,2449.375,2435.488,2438.833,2456.387,2403.75,2690.133,2624.533,2624.883,2624.117,2425.55,2511.934,2432.066,2767.537,2442.413,2357.917,2415.909,2420.901,2465.264,2453.653,2360.934
235,2551.565,2569.25,2605.303,2641.792,2394.798,7435.554,6603.571,6455.863,5891.976,2404.125,2442.738,2433.399,2440.303,2457.637,2404.661,2684.783,2618.15,2638.183,2632.2,2411,2492.174,2430.438,2732.281,2429.851,2358.025,2412.826,2411.397,2455.496,2459.669,2364.504
236,2550.905,2570.381,2598.149,2631.893,2393.083,7276.458,6421.042,6249.714,5636.917,2406.542,2445.655,2437.673,2439.012,2452.44,2404.899,2687.233,2623.167,2625.45,2623.667,2411.1,2487.025,2431.05,2702.091,2423.504,2360.678,2409.95,2415.686,2455.174,2455.802,2359.579
237,2544.393,2561.44,2593.875,2620.53,2388.107,7163.405,6275.952,6154.946,5402.625,2406.917,2445.81,2435.935,2436.125,2451.803,2404.685,2683.85,2613.133,2628.133,2616.95,2416.617,2467.942,2424.826,2658.612,2431.339,2360.207,2407.777,2412.512,2463.017,2457.38,2355.653
238,2548.036,2557.661,2587.012,2621.006,2391.423,7142.875,6004.232,5931.065,5031.226,2406.762,2443.72,2432.655,2437.375,2455.119,2405.637,2679.967,2613.2,2621.083,2617.4,2418.267,2463.793,2427.281,2635.694,2426.405,2356.463,2411.752,2419.314,2447.818,2449.512,2358
239,2543.518,2558.125,2581.667,2620.274,2389.863,6811.851,5699.458,5636.238,4803.565,2406.399,2443.119,2438.393,2433.917,2448.958,2401.06,2679.85,2610.217,2620.967,2624.467,2417.883,2448.603,2416.157,2590.802,2424.256,2360.983,2407.62,2408.397,2443.835,2462.702,2361.736
240,2533.935,2550.506,2581.887,2617.845,2389.887,6578.53,5435.536,5396.923,4621.03,2406.863,2436.697,2433.125,2429.81,2448.375,2402.869,2678.867,2590.433,2610,2618.767,2412.017,2444.421,2416.983,2557.455,2425.488,2360.645,2408.702,2407.777,2455.149,2462.372,2352.959
241,2537.143,2544.792,2578.762,2619.833,2389.197,6377,5202.667,5225.649,4505.982,2401.381,2437.589,2436.351,2432.381,2446.893,2402.083,2685.417,2612.683,2618.25,2610.533,2411.067,2437.76,2419.256,2539.504,2421.826,2352.405,2401.736,2408.719,2454.521,2467.421,2355.306
242,2533.375,2542.625,2581.28,2603.928,2390.97,6165.28,5013.429,5061.393,4378.94,2409.928,2442.327,2427.399,2435.542,2449.893,2398.333,2677.717,2597.95,2611.517,2607.517,2410.633,2417.959,2412.851,2527.818,2424.157,2365.107,2409.231,2411.876,2448.901,2457.727,2359.702
243,2535.31,2546.077,2575.97,2610.405,2383.363,5928.78,4829.19,4917.304,4263.958,2405.036,2438.756,2433.208,2432.25,2447.178,2400.286,2674.933,2595,2616.733,2601.767,2409.483,2412.719,2409.438,2514.545,2425.314,2356.967,2402.645,2407.463,2440.843,2460.256,2358.198
244,2528.411,2543.673,2572.101,2612.173,2394.077,5693.619,4596.762,4758.131,4090.667,2398.905,2434.101,2432,2435.803,2450.274,2401.208,2673.75,2584.017,2618.133,2602.733,2416.183,2412.264,2405.314,2501.025,2423.455,2353.281,2402.008,2413.273,2441.711,2457.033,2358.364
245,2533.685,2538.798,2576.923,2624.714,2392.822,5419.274,4403.083,4548.774,3917.042,2402.583,2437.053,2430.286,2431.036,2439.911,2399.327,2662.8,2585.683,2603.133,2609.55,2414.183,2397.496,2403.711,2489.074,2425.306,2360.132,2402.992,2408.719,2442.281,2462.736,2350.521
246,2527.262,2530.553,2570.322,2616.155,2386.131,5157.143,4265.976,4390.845,3826.161,2404.197,2436.72,2426.976,2427.024,2445.732,2398.792,2658.8,2579.083,2603.383,2599.7,2411.95,2397.893,2396.545,2481.686,2424.033,2357.083,2403.207,2404.314,2437.62,2455.331,2358.017
247,2518.69,2533.083,2564.714,2607.452,2391.756,4951.214,4161.798,4266.744,3723.667,2402.768,2432.798,2430.357,2429.994,2447.536,2402.994,2654.85,2579.3,2605.083,2598.45,2409.267,2398.504,2398.736,2473.562,2420.554,2354.983,2399.826,2402.603,2441.95,2456.479,2359.843
248,2520.982,2531.732,2568.619,2612.875,2388.232,4774.512,4004.768,4110.417,3608.94,2406.315,2436.345,2428.072,2426.637,2444.714,2395.988,2652.283,2587.2,2598.917,2588.133,2413.75,2398.132,2391.479,2463.835,2430.091,2359.231,2403.322,2405.264,2429.57,2462.074,2357.595
249,2519.292,2535.81,2577.833,2638.78,2388.786,4594.899,3874.786,3968.053,3496.53,2399.678,2435.756,2430.322,2427.149,2444.822,2395.97,2646.95,2580.367,2592.433,2577.05,2406.517,2404.43,2399.157,2457.405,2428.248,2358.215,2402.074,2408.587,2437.554,2458.331,2352.174
250,2514.381,2526.56,2574.345,2636.518,2389.31,4398.649,3740.792,3822.976,3382.315,2405.476,2438.28,2431.149,2429.572,2446.47,2395.881,2648.6,2576.717,2589.4,2570.267,2407.583,2393.083,2399.488,2462.653,2425.157,2361.636,2401.554,2396.289,2435.884,2462.372,2350.967
251,2518.065,2522.226,2572.322,2634.036,2385.732,4282.542,3652.315,3711.768,3298.935,2400.875,2433.756,2429.637,2432.423,2444.762,2397.542,2652.633,2575.8,2578.45,2572.267,2408.883,2386.959,2394.05,2457.488,2427.884,2361.529,2400.628,2410.025,2436.355,2459.818,2358.306
252,2517.083,2526.006,2568.238,2634.208,2393.976,4195.423,3582.44,3642.869,3226.887,2405.572,2438.744,2431.339,2427.798,2442.583,2400.774,2625.167,2565.467,2572.183,2558.45,2415.417,2393.76,2398.215,2454.777,2438.248,2367.132,2399.959,2400.661,2432.579,2460.033,2353.38
253,2514.298,2525.298,2572.726,2633.553,2386.553,4058.327,3482.565,3528.315,3189.536,2403.905,2437.827,2426.512,2433.47,2442.119,2402.768,2607.783,2550.35,2560.217,2528.667,2411.2,2390.165,2402.306,2443.124,2431.694,2367.835,2403.223,2403.793,2424.504,2458.95,2353.165
254,2514.833,2519.583,2569.149,2635.303,2387.803,3948.482,3406.786,3429.482,3112.411,2404.548,2442.024,2429.53,2431.208,2442.56,2401.244,2588.65,2535.7,2543.883,2527.517,2415.483,2385.876,2399.661,2442.835,2433.306,2363.107,2402.711,2401.645,2424.992,2461.967,2350.438
255,2513.673,2515.155,2570.322,2635.06,2386.178,3867.339,3344.637,3373.28,3068.881,2400.911,2437.381,2428.958,2424.292,2443.798,2397.322,2583.733,2536.983,2541.683,2514.533,2405.65,2388.455,2392.364,2439.372,2429.083,2365.025,2402.702,2402.298,2425.868,2456.388,2349.785
256,2511.178,2521.619,2568.077,2642.494,2386.673,3779.661,3288.613,3295.732,3018.149,2400.589,2437.226,2430.155,2425.363,2439.131,2402.655,2584.183,2532.217,2539.417,2513.233,2413.25,2385.669,2392.207,2434.843,2431.884,2363.132,2403.083,2397.14,2421.438,2459.355,2349.876
257,2504.845,2518.333,2577.78,2636.673,2387.089,3707.536,3247.476,3212.161,2986.631,2400.345,2431.47,2433.655,2425.803,2445.369,2396.81,2589.4,2538.433,2546.9,2516.033,2410.233,2385.942,2394.256,2440.207,2427.413,2361.901,2399.702,2399.248,2422.339,2462.405,2354.562
258,2508.5,2523.042,2576.857,2645.786,2392.042,3656.107,3190.28,3169.428,2947.631,2403.506,2431.435,2427.583,2427.536,2444.167,2397.958,2586.833,2544.15,2544.617,2529.267,2414.15,2382.545,2390.992,2432.653,2425.942,2365.893,2399.86,2401.793,2427.545,2458.521,2349.603
259,2513.714,2517.81,2581.03,2653.423,2387.333,3592.661,3133.714,3148.447,2907.726,2400.988,2430.399,2418.756,2425.952,2441.303,2393.887,2615.733,2544.833,2554.583,2523.983,2414.717,2385.463,2397.967,2436.372,2426.099,2365.967,2394.074,2404.992,2425.529,2460.686,2350.05
260,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
261,2512.982,2521.137,2579.232,2650.667,2387.928,3495.553,3078.28,3067.036,2834.976,2401.125,2430.643,2428.488,2425.155,2441.572,2400.494,2631.767,2564.9,2590.7,2566,2414.75,2393.273,2394.231,2451.554,2420.198,2366.116,2405.256,2405.496,2438.074,2462.033,2351.215
262,2509.738,2520.006,2589.173,2655.101,2389.833,3425.845,3040.006,3029.536,2815.678,2401.631,2434.94,2429.482,2426.077,2441.339,2394.03,2634.217,2576.267,2581.133,2573.417,2413.567,2387.983,2393.314,2445.339,2419.322,2367.653,2402.579,2405.769,2434.099,2459.661,2356.091
