Slice,arsR,arsR,arsR,arsR,arsRBG,zntA,zntA,zntA,zntA,zntABG,zraP,zraP,zraP,zraP,zraPBG,cusC,cusC,cusC,cusC,cusCBG,merR,merR,merR,merR,merRBG,U139,U139,U139,U139,U139BG
210,2804.53,2741.214,2733.792,2782.167,2507.185,4224.589,3992.952,4307.119,4058.411,2492.601,2499.208,2486.935,2480.952,2480.869,2474.167,2632.133,2568.867,2612.883,2673.017,2446.9,2777.901,3293.488,3353.364,3394.702,2482.711,2537.107,2526.413,2551.174,2528.223,2522.091
211,2812.756,2698.857,2734.101,2795.387,2510.565,4573.768,4301.19,4670.589,4384.732,2497.393,2504.393,2492.72,2484.506,2484.56,2467.697,2637.833,2582.333,2598.583,2678.267,2434.7,2807.711,3395.099,3602.306,3563.331,2487.107,2542.909,2528.14,2551.033,2532.702,2520.727
212,2821.28,2722.732,2744.619,2819.31,2510.244,4878.744,4623.065,5008.054,4679.756,2499.095,2501.268,2485.667,2482.375,2486.649,2474.107,2639.2,2584.85,2601.283,2691.5,2445.567,2819.306,3552.959,3887.041,3786.826,2485.38,2537.017,2533.421,2549.504,2533.091,2521.306
213,2833.083,2720.851,2759.22,2829.565,2513.119,5215.089,4939.298,5338.107,4955.435,2500.303,2501.036,2490.911,2484.768,2491.119,2472.226,2638.35,2576.267,2612.167,2691.533,2440.833,2826.521,3765.157,4192.207,3992.455,2485,2539.174,2528.57,2556.645,2531.446,2523
214,2833.714,2662.53,2761.625,2691.101,2508.03,5463.298,5229.625,5684.143,5248.351,2497.583,2500.452,2495.631,2487.94,2483.72,2477.572,2639.9,2571.05,2601.933,2707.4,2442.4,2848.702,3907.306,4418.322,4141.421,2487.504,2543.645,2529.157,2555.645,2532.901,2517.174
215,2826.548,2666.476,2757.744,2695.137,2513.405,5769.673,5495.869,5989.196,5563.012,2498.089,2503.381,2491.792,2483.827,2489.583,2475.178,2642.967,2572.833,2599.083,2698.283,2447.5,2855.347,3905.851,4645.38,4286.396,2490.901,2541.95,2531.099,2558.554,2532.116,2517.397
216,2828.577,2664.518,2758.428,2700.387,2516.428,5990.75,5728.417,6265.643,5862.452,2499.03,2505.042,2492.839,2490.476,2490.851,2477.869,2631.4,2576.15,2606.533,2716.117,2444.767,2854.479,3832.364,4847.488,4382.545,2488.769,2544.554,2532.686,2560.355,2530.157,2518.661
217,2823.673,2661.458,2758.506,2668.214,2509.28,6195.619,5920.613,6501.357,6053.506,2497.482,2503.077,2493.197,2490.149,2497.173,2478.339,2626.517,2579.3,2606.933,2726.033,2448.35,2842.43,3724.926,4829.314,4414.752,2488.107,2552.149,2531.942,2552.992,2532.496,2519.826
218,2818.089,2638.113,2748.476,2669.369,2516.56,6304.839,6107.006,6721.929,6234.637,2499.024,2504.155,2496.185,2490.101,2495.833,2477.143,2635.117,2587.783,2611.25,2753.917,2448.433,2843.207,3601.306,4743.512,4370.372,2489.231,2541.364,2533.273,2549.471,2533.033,2523.868
219,2806.655,2634.053,2741.75,2647.631,2519.619,6505.952,6285.506,6886.226,6412.149,2502.845,2504.833,2499.22,2493.03,2488.595,2476.053,2632.05,2584.233,2612.217,2693.433,2447.667,2836.95,3484.694,4570.107,4331.562,2489.752,2546.595,2531.909,2552.554,2534.223,2519.686
220,2796.494,2622.119,2732.28,2646.56,2514.583,6668.256,6461.958,7005.083,6528.857,2497.976,2505.113,2497.911,2491.381,2490.214,2474.875,2639.567,2586.033,2604.183,2689.767,2445.467,2834.826,3368.083,4405.719,4292.744,2491.95,2546.207,2534.298,2561.512,2533.455,2522.215
221,2797.125,2632.131,2726.256,2655.589,2514.702,6821.196,6523.089,7183.685,6592.667,2501.857,2505.262,2494.381,2487.024,2496.56,2479.78,2629.75,2592.45,2593.583,2694.617,2442.55,2841.76,3315.793,4211.859,4191.992,2489.636,2545.876,2533.661,2550.207,2534.595,2521.273
222,2781.375,2619.363,2724.649,2635.78,2517.322,6892.202,6543.042,7275,6660.976,2500.417,2507.643,2498.476,2490.447,2492.542,2477.405,2635.717,2579.65,2603.333,2670.233,2446.933,2834.38,3250.463,3949.934,4132.207,2488.091,2548.223,2540.818,2561.471,2537.355,2522.719
223,2771.119,2618.964,2719.226,2637.78,2514.69,6938.429,6616.446,7370.643,6760.125,2502.375,2504.286,2498.738,2492.833,2487.137,2480.845,2632.667,2577.583,2603.75,2679.067,2440.733,2833.289,3201.645,3782.802,4011.157,2487.678,2549.355,2539.306,2564.413,2532.496,2529.223
224,2765.583,2624.06,2710.036,2641.69,2514.363,6977.75,6696.53,7448.083,6775.161,2500.833,2508.405,2494.601,2490.685,2489.601,2479.333,2638.533,2583.217,2614.55,2654.95,2450.733,2836.628,3127.322,3593.694,3860.298,2497.099,2549.711,2533.19,2553.752,2537.273,2526.372
225,2769.399,2621.744,2711.923,2634.28,2513.464,7084.595,6730.845,7496.185,6874.708,2507.589,2511.655,2500.315,2485.28,2493.702,2483.643,2639.383,2580.683,2614.917,2667.183,2447.883,2837.281,3072.132,3500.182,3749.223,2493.033,2552.529,2537.711,2555.43,2534.983,2524.446
226,2758.661,2616.78,2710.875,2640.357,2519.69,7112.649,6759.935,7550.149,6945.577,2502.303,2503.178,2497.869,2488.428,2494.589,2473.072,2635.75,2584.95,2618.017,2686.833,2445.95,2824.901,3005.901,3351.744,3647,2488.62,2550.595,2537.132,2553.579,2538.479,2526.661
227,2747.214,2599.857,2701.244,2628.53,2514.042,7122.149,6736.071,7501.22,6916.643,2502.369,2508.113,2496.387,2485.583,2491.006,2480.542,2627.55,2579.917,2610.733,2658.55,2445.133,2817.074,2945.14,3209.264,3550.248,2489.545,2546.702,2532.917,2548.818,2533.579,2521.331
228,2737.673,2606.988,2691.786,2634.173,2512.095,7153.887,6700.327,7476.738,6896.268,2500.018,2504.006,2493.536,2491.167,2485.399,2476.72,2634.217,2591.133,2613.133,2674.017,2446.283,2799.388,2921.769,3132.264,3482.694,2488.025,2542.603,2539.388,2547.256,2536.57,2524.777
229,2736.072,2613.726,2690.351,2622.512,2514.678,7064.137,6664.649,7442.393,6845.018,2499.262,2506.601,2494.381,2489.333,2492.345,2474.072,2623.3,2572.267,2611.133,2661,2444.367,2789.686,2851.57,3041.248,3375.107,2489.653,2545.504,2525.537,2545.826,2532.727,2518.248
230,2735.197,2611.702,2683.851,2624.399,2515.202,6961.726,6590.161,7325.542,6726.19,2499.976,2504.268,2497.917,2480.851,2487.833,2476.22,2630.283,2572.817,2595.15,2655.567,2449.15,2774.983,2818.884,3005.157,3301.694,2488.231,2545.355,2534.025,2548.463,2530.868,2522.992
231,2727.964,2611.315,2680.303,2628.137,2516.774,6757.119,6452.762,7115.75,6528.613,2503.881,2509.72,2498.393,2490.708,2488.143,2478.19,2626.533,2572.7,2606.517,2652.417,2447.933,2776.05,2780.198,2947.975,3219.818,2483.099,2543.306,2534,2549.339,2527.678,2526.157
232,2721.625,2617.155,2681.512,2624.655,2511.994,6484.762,6212.869,6791.964,6303.81,2501.536,2505.655,2496.744,2484.833,2486.19,2476.018,2629.9,2574.267,2597.917,2660.983,2449.067,2762.215,2747.306,2890.702,3172.157,2489.322,2546.008,2537.364,2551.339,2534.554,2522.289
233,2712.238,2609.72,2669.101,2625.369,2514,6232.28,5961.488,6538.571,6078.655,2498.447,2511.107,2497.803,2484,2486.387,2475.101,2631.55,2582.267,2612.867,2659.817,2442.1,2763.769,2744.066,2860.529,3110.256,2484.595,2542.364,2530.248,2545.355,2532.207,2519.165
234,2709.19,2613.089,2668.024,2623.089,2510.19,5944.53,5709.065,6262,5861.56,2499.952,2505.452,2486.786,2484.524,2484.952,2470.572,2635.3,2584.933,2603.05,2658.533,2439.233,2748.876,2745.694,2820.612,3073.893,2486.942,2543.38,2523.331,2543.281,2534.628,2528.256
235,2704.869,2608.232,2665.077,2609.732,2516.589,5729.929,5468.321,5970.685,5627.524,2501.947,2498.428,2495.435,2485.548,2485.405,2474.268,2636.883,2577.483,2597.3,2673.283,2439.183,2745.157,2732.86,2806.05,3016.182,2489.347,2546.306,2528.471,2544.306,2532.463,2520.438
236,2701.006,2611.928,2658.893,2609.667,2514.845,5517.863,5311.012,5725.47,5390,2499.827,2496.899,2492.869,2480.256,2486.72,2478.048,2626.25,2580.917,2588.933,2672.3,2441.85,2731.215,2702.628,2797.264,2959.884,2483.711,2545.736,2531.256,2551.686,2535.157,2522.992
237,2694.732,2610.506,2646.387,2616.506,2511.351,5305.732,5050.863,5511.012,5161.756,2499.244,2497.982,2489.417,2488.042,2486.994,2473.339,2635,2575.15,2586.85,2670.45,2440.017,2724.074,2682.083,2786.793,2933.818,2489.479,2543.785,2529.264,2553.107,2527.884,2527.339
238,2697.428,2607.357,2646.952,2602.738,2508.577,5085.113,4858.673,5257.321,4945.893,2499.81,2498.887,2490.619,2481.905,2481.327,2476.137,2623.75,2562.133,2590.483,2663.117,2441.167,2707.595,2656.14,2760.124,2889.488,2484.835,2542.215,2527.727,2547.397,2527.942,2521.81
239,2687.232,2602.161,2648.113,2612.613,2511.303,4875.202,4687.601,5077.881,4740.762,2497.542,2498.024,2489.125,2484.53,2482.482,2474.405,2621.933,2566.1,2590.517,2655.583,2436.967,2705.322,2655.438,2747.909,2862.669,2479.959,2545.628,2528,2537.149,2527.207,2522.909
240,2692.315,2599.595,2640.345,2613.982,2507.928,4720.423,4528.417,4902.851,4579.762,2491.185,2492.553,2483.387,2486.072,2480.815,2472.685,2630.783,2567.75,2588.933,2653.483,2447.6,2703.124,2654.017,2722.934,2834.091,2479.562,2539.017,2525.967,2543.24,2526.612,2518.818
241,2681.357,2605.125,2640.911,2617.28,2499.065,4531.113,4347.554,4701.22,4431.167,2494.351,2496.565,2490.988,2475.678,2478.113,2467.976,2621.617,2569.383,2594.783,2650.633,2443.333,2663.967,2644.273,2719.603,2802.719,2487.388,2539.736,2525.959,2537.264,2524.967,2516.182
242,2684.464,2608.661,2635.411,2606.863,2499.952,4395.5,4192.952,4525.214,4276.476,2493.798,2496.363,2488.738,2478.685,2478.208,2474.238,2620.95,2580.1,2589.8,2656,2440.917,2652.322,2637.091,2706.554,2782.438,2482.347,2536.727,2529.967,2538.488,2535.504,2520.645
243,2677.036,2603.274,2631.815,2613.47,2501.553,4245.619,4052.702,4352.756,4145.637,2494.553,2497.077,2485.768,2476.268,2475.798,2467.214,2625.033,2577.833,2591.717,2655.333,2436.233,2616.083,2628.306,2715.983,2771.281,2481.058,2542.785,2519.901,2535.868,2522.314,2512.14
244,2673.113,2596.768,2633.428,2605.649,2502.994,4094.827,3941.792,4229.685,4046.643,2491.917,2493.613,2482.565,2478.47,2474.053,2470.458,2632.117,2569.767,2592.167,2662.1,2432.167,2610.917,2622.62,2706.364,2759.289,2475.967,2530.38,2524.959,2535.149,2523.769,2511.223
245,2675.357,2609.577,2629.928,2611.548,2504.887,3967.643,3814.589,4094.464,3924.226,2488.732,2494.036,2481.899,2476.661,2474.214,2472.018,2626.017,2572.35,2592.183,2676.833,2432.817,2603.008,2612.198,2707.14,2738.504,2472.992,2539.264,2519.636,2538.752,2524.86,2516.058
246,2674.577,2599.131,2628.917,2595.643,2506.595,3859.137,3703.613,4001.565,3792.482,2486.036,2495.803,2482.143,2475.744,2476.024,2471.197,2617.783,2574.667,2590.65,2660.8,2443.183,2591.793,2610.579,2715.099,2732.066,2474.264,2532.554,2522.157,2529.545,2521.86,2516.545
247,2666.589,2608.018,2629.053,2592.958,2502.44,3759.024,3602.202,3901.833,3659.476,2488.822,2492.678,2480.911,2474.131,2475.262,2466.5,2617.467,2560.883,2583.633,2667.25,2437.783,2596.893,2615.264,2712.579,2679.132,2474.479,2538.917,2519.86,2532.298,2518.736,2519.926
248,2668.482,2600.857,2620.667,2593.024,2498.173,3658.208,3527.131,3795.536,3557.875,2490.911,2489.935,2478.208,2473.375,2467.863,2469.637,2621.583,2558.183,2592.2,2672.133,2430.633,2585.835,2613.62,2711.231,2675.38,2471.455,2536,2524.628,2532.041,2524.298,2516.413
249,2667.744,2597.827,2629.97,2588.47,2499.928,3569.56,3432.137,3698.268,3432.75,2485.31,2490.167,2482.673,2474.095,2470.464,2465.387,2617.517,2558.367,2581.917,2678.483,2431.9,2584.388,2603.438,2701.595,2665.661,2478.529,2536.868,2521.686,2530.463,2519.223,2517.818
250,2661.125,2605.542,2615.077,2581.53,2503.244,3487.333,3354.101,3609.393,3336.78,2488.619,2494.53,2477.798,2471.494,2475.917,2465.833,2611.6,2549.05,2580.367,2676.55,2437.617,2578.893,2603.14,2698.926,2649.628,2477.826,2531.529,2516.273,2531.488,2521.298,2516.215
251,2657.726,2601.315,2615.988,2566.274,2501.244,3407.381,3285.827,3535.417,3253.536,2486.899,2493.286,2481.589,2475.393,2466.042,2466.982,2613.65,2558.883,2581.2,2677.383,2432.1,2573.826,2612.818,2692.091,2642.091,2475.314,2531.397,2520.207,2533.777,2518.793,2517.727
252,2659.488,2599.637,2610.208,2567.667,2508.685,3337.97,3197.726,3437.768,3138.178,2486.452,2492.53,2483.69,2474.69,2473.476,2473.548,2598.817,2534.483,2579.933,2674.35,2426.033,2577.496,2612.736,2707,2633.884,2479.711,2535.612,2518.223,2536.157,2525.777,2519.702
253,2655.202,2590.839,2609.542,2554.125,2502.917,3250.512,3114.268,3349.435,3037.476,2484.262,2487.298,2485.357,2474.887,2466.637,2472.869,2586.633,2539.433,2577.95,2674.083,2433.15,2569.868,2609.331,2698.058,2633.116,2478.653,2535.818,2521.777,2534.331,2519.926,2516.174
254,2648.327,2579.363,2599.137,2547.274,2506.786,3161.048,3021.833,3248.786,2954.053,2487.595,2491.94,2483.042,2469.827,2465.417,2467.173,2565.4,2524.95,2573.9,2668.567,2431.4,2566.537,2607.835,2698.066,2606.727,2479.851,2534.744,2519.388,2529.884,2516.95,2517.959
255,2633.619,2572.518,2584.417,2541.619,2503.518,3099.53,2954.857,3175.583,2888.56,2478.762,2486.161,2477.851,2466.119,2459.667,2468.714,2577.767,2523.467,2563.117,2658.617,2428.667,2562.132,2606.264,2679.645,2591.132,2471.033,2525.512,2515.818,2527.14,2517.934,2517.107
256,2631.673,2573.935,2584.833,2529.964,2501.435,3069.083,2939.542,3151.226,2873.244,2482.839,2487.208,2474.952,2464.756,2461.113,2463.774,2563.467,2526.967,2559.983,2668.517,2429.267,2556.793,2607.058,2657.752,2593.678,2475.653,2522.058,2515.14,2525.223,2508.157,2515.231
257,2639.839,2578.857,2585.47,2537.089,2496.97,3042.845,2919,3133.875,2859.024,2478.815,2484.542,2473.476,2466.643,2461.643,2463.815,2568.717,2532.567,2565.3,2665.8,2427.817,2556.05,2597.248,2654.43,2598.331,2474.372,2529.008,2514.876,2530.537,2517.81,2513.793
258,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
259,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
260,2649.173,2597.149,2597.512,2544.387,2495.553,2991.572,2891.655,3127.589,2838.881,2484.292,2487.298,2473.345,2467.042,2465.06,2463.5,2587.15,2537.617,2560.517,2684.433,2433.917,2547.793,2582.066,2653.446,2582.339,2471.463,2526.752,2519.488,2531.397,2513.215,2510.091
261,2649.899,2599.613,2605.565,2555.274,2501.072,2979.19,2880.78,3109.53,2838.678,2486.298,2492.238,2475.048,2471.208,2466.399,2467.643,2600.95,2543.65,2578.017,2668.867,2430.233,2543.983,2560.248,2651.934,2583.512,2471.322,2530.372,2518.959,2531.397,2519.636,2510.727
262,2651.065,2598.298,2616.357,2569.143,2497.518,2968.583,2875.042,3100.476,2830,2481.708,2484.447,2476.827,2471.131,2470.238,2465.69,2602.917,2547.433,2580.933,2676.033,2428.183,2541.678,2563.785,2645.669,2581.008,2470.496,2536.562,2511.364,2531.909,2505.174,2507.587
263,2655.178,2602.226,2615.47,2584.178,2501.5,2960.399,2856.81,3099.792,2839.613,2488.06,2489.137,2475.119,2467.083,2469.845,2466.101,2609.4,2554.35,2583.467,2683.917,2432.5,2534.289,2563.008,2639.769,2563.669,2476.835,2530.694,2513.595,2531.736,2512.967,2520.264
264,2654.952,2599.185,2623.149,2589.089,2506.732,2951.655,2849.928,3088.381,2830.25,2487.369,2491.25,2481.19,2473.155,2469.595,2465.577,2611.833,2560.817,2590.4,2683.533,2435.05,2549.653,2549.05,2637.926,2556.397,2475.595,2535.488,2522.545,2531.876,2517.471,2516.05
265,2654.232,2604.69,2625.173,2602.893,2502.738,2929.774,2834.369,3081.256,2836.756,2482.28,2487.197,2477.381,2473.577,2469.863,2468.274,2605.417,2574,2583.817,2685.05,2429.55,2535.463,2547.545,2641.628,2550.355,2473.223,2531.835,2518.694,2532.992,2513.736,2513.207
266,2658.369,2614.119,2620.923,2591.994,2501.315,2914.649,2809.292,3063.97,2820.411,2485.548,2488.69,2481.339,2478.375,2472.363,2469.286,2615.25,2565.483,2581.117,2696.1,2433.317,2537.521,2553.711,2628.421,2555.719,2473.264,2537.355,2519.281,2535.157,2516.446,2515.901
267,2661.601,2616.637,2622.947,2601.69,2502.143,2907.298,2795.208,3049.595,2822.923,2483.928,2491.458,2478.536,2476,2474.661,2468.958,2614.717,2564.517,2577.55,2676.033,2440.2,2541.19,2546.57,2622.471,2553.446,2474.182,2537.306,2523.322,2541.388,2512.653,2518.174
268,2653.405,2606.303,2618.619,2617.452,2503.048,2891.345,2786.274,3043.631,2810.917,2486.399,2495.238,2487.548,2476.678,2473.673,2472.107,2614.383,2567.733,2585.367,2690.25,2432.95,2527.694,2546.686,2618.198,2549.992,2480.529,2536.802,2518.058,2536.372,2515.455,2515.223
269,2651.018,2617.042,2625.44,2612.524,2507.22,2886.375,2774.607,3035.167,2792.256,2489.631,2494.292,2486.697,2480.458,2473.798,2468.994,2615.517,2565.3,2591.283,2703.15,2434.967,2528.413,2545.95,2616.405,2547.57,2481.372,2536.678,2521.43,2538.05,2515.099,2515.669
270,2652.065,2602.303,2627.053,2606.244,2503.845,2868.131,2769.798,3019.928,2782.369,2484.857,2494.048,2483.631,2474.387,2476.756,2467.625,2616.567,2570.65,2597.083,2686.817,2439.717,2528.57,2547.554,2609.19,2555.793,2474.645,2539.165,2518.975,2531.727,2522.488,2510.719
271,2656.089,2604.714,2632.982,2612.363,2503.56,2859.78,2759.815,3016.232,2778.268,2492.565,2496.857,2486.369,2474.351,2477.447,2472.631,2617.983,2565.633,2598.283,2690.783,2434.55,2527.322,2547.826,2616.405,2549.876,2477.091,2539.777,2522.587,2540.397,2524.347,2520.43
272,2657.982,2605.899,2626.976,2611.548,2505.238,2854.947,2754.322,3013.06,2773.476,2485.768,2496.333,2488.25,2475.167,2481.47,2471.262,2615.333,2580.35,2593.317,2697.933,2438.2,2524.719,2549.926,2586.413,2546.083,2474.942,2536.165,2524.851,2545.182,2519.355,2515.95
273,2646.208,2611.792,2620.756,2616.964,2502.762,2844.131,2750.268,3000.173,2758.494,2490.131,2497.286,2485.44,2477.31,2473.53,2465.839,2614.983,2576.05,2594.233,2702.683,2439.867,2529.231,2553.959,2589.43,2548.57,2480.694,2542.661,2516.62,2543.083,2520.537,2515.636
274,2652.583,2619.464,2629.423,2604.952,2508.917,2832.149,2740.839,2982.833,2765.619,2491.72,2496.256,2483.167,2478.411,2481.125,2471.815,2617.7,2574.783,2592.033,2716.433,2437.317,2519.777,2548.702,2588.992,2547.289,2474.207,2539.248,2524.727,2532.711,2522.38,2516.802
275,2624.524,2584.5,2591.893,2571.982,2488.798,2793.113,2688.31,2921.881,2693.363,2475.673,2484.774,2469.113,2463.06,2461.667,2458.482,2586.6,2550.583,2568.4,2659.383,2421.15,2511.909,2523.545,2594.107,2516.554,2461.579,2518.818,2508.083,2520.57,2502.645,2500.909
276,2591.643,2551.822,2561.827,2531.524,2454.708,2756.292,2647.827,2880.685,2649.238,2436.161,2447.982,2438.923,2429.238,2424.619,2423.125,2550.317,2512.55,2532.75,2622.05,2394.8,2477.289,2488.273,2560,2491.727,2426.661,2490.653,2475.19,2482.355,2465.975,2472.207
277,2610.351,2568.119,2575.982,2529.322,2466.815,2774.369,2667.899,2900.065,2666.428,2453.78,2456.345,2446.197,2445.322,2439.905,2441,2571.95,2527.233,2545.417,2638.367,2401.917,2492.587,2503.769,2579.033,2508.43,2445.967,2499.645,2481.603,2506.62,2482.752,2486.05
278,2631.774,2589.923,2606.482,2567.387,2488.756,2806.208,2701.619,2941.482,2701.935,2474.75,2479.667,2467.833,2463.381,2459.881,2455.881,2604.383,2563.867,2569.583,2663.867,2417.783,2512.19,2528.05,2602.273,2520.24,2460.727,2529.281,2511.802,2517.579,2508.884,2506.488
279,2634.917,2589.286,2606.702,2587.952,2491.405,2802.798,2692.339,2937.137,2721.786,2475.577,2483.464,2473.881,2471.827,2466.197,2460.47,2601.567,2564.383,2589.517,2675.183,2426.383,2510.256,2526.719,2589.81,2534.438,2462.595,2532.628,2510.554,2526.397,2503.562,2502.992
280,2641.518,2589.947,2600.351,2597.155,2496.583,2801.673,2698.643,2941.744,2720.619,2482.369,2486.988,2478.274,2467.214,2466.839,2461.881,2606.767,2567.233,2583.367,2690.233,2431,2509.529,2536.215,2594.074,2530.694,2469.463,2528.926,2512.959,2523.612,2509.504,2508.562
281,2634.851,2590.583,2604.917,2588.732,2495.899,2801.131,2702.756,2939.036,2723.935,2476.405,2489.298,2473.369,2469.226,2466.28,2462.149,2609.367,2564.217,2573.583,2677.817,2428.3,2511.595,2534.653,2583.372,2524.157,2472.678,2529.174,2517.198,2530.455,2509.421,2507.017
282,2640.435,2599.178,2608.619,2597.137,2500.256,2800.726,2694.988,2930.178,2722.286,2487.03,2485.262,2480.012,2468.131,2473.024,2465.601,2608.033,2578.867,2575.917,2675.95,2437.667,2510.43,2544.876,2580.025,2534.157,2473.033,2532.05,2524.149,2527.388,2513.727,2508.802
283,2641.381,2594.744,2606.167,2605.899,2502.619,2789.94,2691.405,2939.22,2724.756,2487.315,2487.952,2473.69,2472.095,2470,2469.03,2614.2,2574.867,2567.167,2682.25,2432.483,2508.76,2533.736,2577.083,2531.967,2474.372,2531.008,2514.446,2534.38,2516.149,2510.149
284,2638.03,2597.94,2609.964,2606.607,2499.673,2794.024,2684.524,2935.851,2725.762,2484.988,2487.244,2478.131,2472.024,2474.643,2463.708,2613,2582.867,2580.217,2690.233,2432,2507.215,2542.099,2581.587,2531.777,2474.628,2532.727,2519.388,2534.198,2517.711,2514.504
285,2640.958,2602.232,2608.399,2587.22,2496.464,2792.732,2686.673,2936.637,2721.464,2486.803,2488.649,2476.988,2474.387,2471.476,2465.06,2609.433,2581.717,2584.8,2689.217,2440.4,2504.421,2549.686,2587.537,2533.455,2475.719,2532.727,2514.132,2532.43,2517.587,2514.289
286,2646.155,2595.762,2609.268,2593.857,2498.512,2792.56,2678.131,2932.357,2720.369,2490.69,2491.94,2482.655,2470.25,2474.012,2467.339,2604.217,2584.083,2598.117,2700.333,2433.467,2503.223,2552.413,2582.554,2537.231,2475.107,2535.24,2521.752,2530.818,2520.521,2511.744
287,2643.536,2600.25,2610.542,2599.298,2500.673,2790.155,2681.024,2930.089,2719.03,2486.286,2490.274,2476.822,2471.958,2473.726,2468.208,2609.9,2579.8,2594.017,2694.55,2434.25,2508.926,2556.05,2572.711,2527.967,2473.678,2535.521,2515.107,2537.711,2518.455,2508.818
288,2645.69,2592.375,2609.905,2605.131,2501.095,2795,2685.369,2931.387,2721.024,2490.012,2493.137,2483.399,2469.351,2475.827,2467.411,2614.05,2580.233,2587.767,2694.05,2434.633,2513.248,2554.405,2580.182,2534.438,2480.157,2533.909,2510.562,2538.694,2525.736,2511.281
289,2640.583,2597.303,2606.75,2592.202,2501.256,2785.524,2680.303,2920.786,2718.435,2484.042,2492.803,2480.065,2473.94,2477.643,2466.756,2610.3,2581,2582.867,2693.567,2432.05,2513.901,2547.603,2571.959,2540.372,2474.455,2539.008,2520.207,2547.405,2515.264,2508.066
290,2642.387,2589.94,2608.315,2593.5,2497.387,2787.875,2683.399,2926.702,2718.976,2488.065,2487.583,2483.143,2471.928,2474.143,2466.083,2612.533,2588.05,2585.183,2705.8,2436.333,2508.24,2552.231,2576.81,2533.926,2478.595,2533.455,2521.934,2535.347,2516.661,2511.719
291,2640.065,2597.887,2606.042,2603.375,2499.44,2787.202,2679.369,2929.399,2713.881,2491.589,2491.881,2484.256,2476.851,2472.928,2466.5,2610.817,2574.4,2589.333,2715.967,2431.433,2506.86,2552.926,2581.033,2536.281,2470.207,2538.967,2516.132,2535.752,2514.752,2514.777
292,2640.345,2593.065,2606.012,2608.637,2504.851,2786.637,2686.226,2926.458,2711.738,2488.113,2489.732,2480.613,2471.911,2470.643,2465.339,2618.283,2580.25,2587.7,2702.5,2435.133,2509.455,2532.198,2581.504,2534.959,2478.025,2532.116,2519.38,2538.008,2522.479,2515.455
293,2639.673,2603.452,2616.173,2611.363,2498.881,2782.22,2690.137,2929.815,2714.899,2490.006,2492.78,2483.964,2473.643,2476.03,2460.905,2618.633,2586.833,2585.383,2706,2431.583,2514.736,2530.314,2569.554,2538.612,2475.554,2539.331,2520.231,2538.868,2519.802,2511.182
294,2641.44,2607.256,2613.798,2600.565,2503.381,2777.524,2688.143,2929.845,2715.06,2490.708,2493.387,2484.31,2476.548,2477.178,2465.899,2617.483,2590.133,2585.017,2701.95,2440.883,2513.306,2532.099,2571.496,2539.529,2485.091,2546.752,2519.719,2538.57,2520.711,2508.645
295,2640.303,2594.738,2612.565,2608.292,2504.22,2773.577,2682.185,2921.875,2707.065,2493.786,2493.482,2485.839,2475.72,2477.572,2471.845,2617.217,2583.383,2598.817,2705.15,2437.65,2514.661,2526.074,2569.992,2537.43,2475.38,2537.727,2521.661,2536.975,2521.545,2513.926
296,2636.72,2592.815,2611.702,2614.506,2506.548,2779.994,2686.042,2922.143,2713.238,2492.375,2497.274,2485.851,2474.423,2480.268,2467.155,2622.25,2593.833,2589.65,2706.583,2431.9,2508.322,2536.033,2575.562,2540.917,2481.19,2538.81,2519.256,2537.917,2522.264,2514.876
297,2639.75,2603.345,2611.774,2616.024,2503.137,2777.75,2682.482,2927.851,2712.292,2493.833,2493.393,2483.958,2475.506,2477.006,2468.708,2613.067,2574.05,2580.85,2699.483,2435.033,2510.702,2530.702,2574.636,2540.843,2475.504,2540.074,2520.107,2544.62,2519.05,2513.562
298,2635.553,2597.923,2611.44,2621.238,2497.244,2777.083,2681.357,2933.06,2708.464,2489.803,2493.428,2482.851,2478.161,2482.833,2470.536,2624.283,2587.533,2584.1,2687.25,2435.183,2508.364,2533.694,2572.479,2537.785,2482.397,2540.43,2523.512,2536.397,2524.256,2518.545
299,2634.726,2608.262,2614.232,2615.208,2501.97,2781.095,2687.03,2923.815,2709.155,2491.518,2492.149,2485.226,2480.101,2480.131,2470.238,2620.45,2597.75,2590.767,2702.833,2439.033,2506.645,2531.992,2573.579,2545.207,2481.438,2543.835,2522,2535.273,2522.488,2519.736
300,2633.994,2596.119,2620.202,2613.042,2504.94,2780.292,2677.881,2928.69,2707.333,2486.881,2492.464,2484.833,2477.494,2485.726,2465.202,2627.65,2596.25,2593.217,2704.733,2429.35,2503.628,2529.008,2575.331,2533.397,2474.207,2539.19,2522.579,2541.942,2519.752,2515.157
301,2643.875,2595.928,2619.303,2602.417,2502.452,2780.399,2681.673,2921.661,2707.673,2489.792,2494.518,2484.583,2471.155,2481.685,2466.869,2629.533,2589.967,2589.15,2713.333,2436.583,2512.76,2533.008,2577.554,2533.86,2476.636,2538.893,2515.264,2536.628,2521.421,2516.19
